,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
154,Dr. Shankar Sawant,"MBBS, MD - Dermatology",20 Years Experience Overall,Dermatologist,"Mahim, Mumbai",0,0,₹1300
155,Dr. K C Dharam Kumar,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",8 Years Experience Overall  (4 years as specialist),Dermatologist,"JP Nagar, Bangalore",99% ,(164 votes),₹750
156,Dr. Sujaya S.N.,"MBBS, DDVL",18 Years Experience Overall  (14 years as specialist),Dermatologist,"HRBR Layout, Bangalore",98% ,(497 votes),₹600
157,Dr. Rakesh,"MD - Dermatology , Venereology & Leprosy, MBBS",11 Years Experience Overall  (5 years as specialist),Dermatologist,"Rohini, Delhi",93% ,(105 votes),₹1000
158,Dr. Jyotsna Joshi,"MBBS, DVD",26 Years Experience Overall,Dermatologist,"Bavdhan, Pune",100% ,(27 votes),₹550
159,Dr. Namrata Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (2 years as specialist),Dermatologist,"HSR Layout, Bangalore",100% ,(33 votes),₹600
160,Dr. Meeth Atawane,"DNB - Dermatology, Venereology & Leprosy, MBBS",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Andheri East, Mumbai",100% ,(206 votes),₹1000
161,Dr. Vritika Gaddam,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (5 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",97% ,(33 votes),₹1000
162,Dr. Raji Babu. G,"DDVL, MBBS",7 Years Experience Overall,Dermatologist,"Mahalakshmi Layout, Bangalore",0,0,₹600
163,Dr. Shwetha H P,"MBBS, DVD",10 Years Experience Overall  (7 years as specialist),Dermatologist,"Sarjapur Road, Bangalore",95% ,(19 votes),₹600
164,Dr. S.K Kashyap,"MBBS, MD - Dermatology , Venereology & Leprosy",18 Years Experience Overall  (16 years as specialist),Dermatologist,"Vasant Vihar, Delhi",96% ,(469 votes),₹1500
165,Dr. Manoj Jain,"MBBS, DVD, MD - Dermatology , Venereology & Leprosy",38 Years Experience Overall  (37 years as specialist),Dermatologist,"Vikas Puri, Delhi",91% ,(799 votes),₹1600
166,Dr. Mahesh Verma,"MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall,Dermatologist,"Rohini Sector 15, Delhi",56% ,(16 votes),₹700
167,Dr. Chandan,"MD - Dermatology , Venereology & Leprosy, MBBS",22 Years Experience Overall  (15 years as specialist),Dermatologist,"Alwarpet, Chennai",97% ,(313 votes),₹800
168,Dr. Raghunandan Torsekar,"MBBS, MD - Dermatology",23 Years Experience Overall,Dermatologist,"Mulund West, Mumbai",0,0,₹1300
169,Dr. Vaaruni Ravishankar,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (4 years as specialist),Dermatologist,"Aminjikarai, Chennai",0,0,₹1000
170,Dr. Sunakshi Singh,"MBBS, MD - (Dermatology & STD)",13 Years Experience Overall  (8 years as specialist),Dermatologist,"CR Park, Delhi",89% ,(131 votes),₹800
171,Dr. Lohita M,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (6 years as specialist),Dermatologist,"Nacharam, Hyderabad",0,0,₹500
172,Dr. Soumya Podduturi,"MBBS, DDVL",12 Years Experience Overall  (9 years as specialist),Dermatologist,"Kompally, Hyderabad",96% ,(361 votes),₹600
173,Dr. Vijay Singhal,"MBBS, MD - Dermatology",17 Years Experience Overall  (13 years as specialist),Dermatologist,"Punjabi Bagh, Delhi",93% ,(318 votes),₹800
174,Dr. Meenakshi M,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Alwarpet, Chennai",99% ,(76 votes),₹600
175,Dr. Shraddha,"DNB - Dermatology & Venereology, MD - Dermatology , Venereology & Leprosy, MBBS",19 Years Experience Overall  (16 years as specialist),Dermatologist,"Teynampet, Chennai",94% ,(88 votes),₹1000
176,Dr. Munish Paul,"MBBS, MD - Skin & VD",27 Years Experience Overall  (23 years as specialist),Dermatologist,"Dwarka Sector 6, Delhi",82% ,(74 votes),₹900
177,Dr. Deepa,"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy",14 Years Experience Overall  (11 years as specialist),Dermatologist,"Sarjapur Road, Bangalore",98% ,(279 votes),₹600
178,Dr. B Anand,"MBBS, MD - Dermatology , Venereology & Leprosy",16 Years Experience Overall  (4 years as specialist),Dermatologist,"Karkhana, Hyderabad",97% ,(261 votes),₹600
179,Dr. Madhavi Latha,"MBBS, Diploma in Dermatology",21 Years Experience Overall  (18 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",84% ,(128 votes),₹1000
180,Dr. Kisalay Saurav,"MBBS, MD - Dermatology , Venereology & Leprosy",19 Years Experience Overall  (13 years as specialist),Dermatologist,"Kalyan Nagar, Bangalore",94% ,(402 votes),₹700
181,Dr. Sonia Tekchandani,"DVD, MBBS",36 Years Experience Overall  (19 years as specialist),Dermatologist,"Malad West, Mumbai",93% ,(403 votes),₹2000
182,Dr. Savitha D. R,"MBBS, MD - Dermatology",21 Years Experience Overall  (14 years as specialist),Dermatologist,"Malleswaram, Bangalore",95% ,(250 votes),₹650
183,Dr. V.Shirisha,"MBBS, MD - Dermatology , Venereology & Leprosy",16 Years Experience Overall  (6 years as specialist),Dermatologist,"Kondapur, Hyderabad",93% ,(140 votes),₹650
184,Dr. K R Sharmatha,"MBBS, DDVL",13 Years Experience Overall  (9 years as specialist),Dermatologist,"Vadapalani, Chennai",90% ,(98 votes),₹800
185,Dr. Akansh Jain,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (7 years as specialist),Dermatologist,"Sindhi Colony, Hyderabad",89% ,(19 votes),₹500
186,Dr. Jaishree Noor,"MBBS, MD - Dermatology , Venereology & Leprosy",18 Years Experience Overall  (13 years as specialist),Dermatologist,"Vasant Vihar, Delhi",97% ,(34 votes),₹1500
187,Dr. Lakshmi M,"MBBS, DDVL",18 Years Experience Overall  (13 years as specialist),Dermatologist,"Anna Nagar, Chennai",98% ,(86 votes),₹600
188,Dr. Rajdeep,"MBBS, DDVL",13 Years Experience Overall  (9 years as specialist),Dermatologist,"JP Nagar 2 Phase, Bangalore",96% ,(620 votes),₹750
189,Dr. Jasmine Kohli,"MBBS, MD - Dermatology , Venereology & Leprosy",3 Years Experience Overall,Dermatologist,"Saket, Delhi",0,0,₹1000
190,Dr. Hemant Sharma,"MBBS, MD - Dermatology , Venereology & Leprosy",47 Years Experience Overall  (32 years as specialist),Dermatologist,"Pusa Road, Delhi",96% ,(85 votes),₹1500
191,Dr. Brahmananda Reddy,"MBBS, MSc. - Dermatology Skills and Treatment (University of Hertfordshire)",10 Years Experience Overall  (8 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",94% ,(969 votes),₹800
192,Dr. Jeetendra Khatuja,"DNB - Dermatology & Venereology, DVD, MBBS",14 Years Experience Overall  (10 years as specialist),Dermatologist,"Andheri West, Mumbai",99% ,(1513 votes),₹1000
193,Dr. Manisha Chopra,"MBBS, MD - Dermatology , Venereology & Leprosy",24 Years Experience Overall  (17 years as specialist),Dermatologist,"Greater Kailash Part 2, Delhi",97% ,(326 votes),₹1000
194,Dr. Dhananjay Chavan,"MBBS, Diploma in Dermatology",36 Years Experience Overall  (33 years as specialist),Dermatologist,"Kharadi, Pune",85% ,(1338 votes),₹1500
195,Dr. Manisha Jethava,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Mulund West, Mumbai",0,0,₹900
196,Dr. Kanu Verma,"MBBS, MD - Dermatology",20 Years Experience Overall  (17 years as specialist),Dermatologist,"Dwarka, Delhi",94% ,(166 votes),₹1000
197,Dr. Patil Leena Rajendra,"MBBS, DVD",7 Years Experience Overall  (3 years as specialist),Dermatologist,"Viman Nagar, Pune",96% ,(23 votes),₹500
198,Dr. A M Jayaraman,"MBBS, MD - Dermatology, Diploma in Dermatology",46 Years Experience Overall  (38 years as specialist),Dermatologist,"Teynampet, Chennai",82% ,(11 votes),₹1000
199,Dr. Neelima Sharma,"MBBS, DNB - Dermatology, Venereology & Leprosy",23 Years Experience Overall  (17 years as specialist),Dermatologist,"Jayanagar 9 Block, Bangalore",95% ,(74 votes),₹650
200,Dr. Veena Rao,"MBBS, Diploma in Dermatology",23 Years Experience Overall  (16 years as specialist),Dermatologist,"Jayanagar 5 Block, Bangalore",96% ,(203 votes),₹600
201,Dr. Pradeep Patil,"MBBS, DNB - Dermatology & Venereology",21 Years Experience Overall  (6 years as specialist),Dermatologist,"Baner, Pune",100% ,(36 votes),₹500
202,Dr. K Aparna,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (3 years as specialist),Dermatologist,"Secunderabad, Hyderabad",100% ,(15 votes),₹600
203,Dr. Pavithra H N,"MBBS, DDVL",13 Years Experience Overall  (12 years as specialist),Dermatologist,"Jayanagar 7 Block, Bangalore",98% ,(66 votes),₹600
204,Dr. Pallavi Rathi,"MD - Skin Diseases, DDVL, FCPS - Dermatology, Venereology & Leprosy, MBBS",18 Years Experience Overall  (15 years as specialist),Dermatologist,"Andheri East, Mumbai",89% ,(580 votes),₹1000
205,Dr. Mamta Jain,"MBBS, MD - Skin Diseases, DVD",22 Years Experience Overall  (17 years as specialist),Dermatologist,"Andheri West, Mumbai",0,0,₹1500
206,Dr. Deborah Roselin,"MBBS, MD - Dermatology , Venereology & Leprosy",1 Year Experience Overall,Dermatologist,"Alwarpet, Chennai",0,0,₹500
207,Dr. Venu Kumari,"MBBS, MD - Dermatology , Venereology & Leprosy",17 Years Experience Overall  (11 years as specialist),Dermatologist,"Chanda Nagar, Hyderabad",86% ,(2484 votes),₹500
208,Dr. Dinesh Gowda,"MBBS, DVD",34 Years Experience Overall  (30 years as specialist),Dermatologist,"Indiranagar, Bangalore",0,0,₹500
209,Dr. Premalatha,"MBBS, MD - Dermatology",12 Years Experience Overall  (9 years as specialist),Dermatologist,"HRBR Layout, Bangalore",0,0,₹600
210,Dr. Rohini Krishnamoorthy,"MBBS, MD - Dermatology",36 Years Experience Overall  (31 years as specialist),Dermatologist,"Richmond Town, Bangalore",91% ,(78 votes),₹600
211,Dr. G. Jwalitha Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",100% ,(43 votes),₹600
212,Dr. Neelima Ravipati,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Ulsoor, Bangalore",97% ,(144 votes),₹600
213,Dr. Bhawna Bhardwaj,"MBBS, DDVL",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Greater Kailash Part 1, Delhi",0,0,₹600
214,Dr. Varsha.R,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (5 years as specialist),Dermatologist,"HSR Layout, Bangalore",95% ,(353 votes),₹1000
215,Dr. Anuva Bansal,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (4 years as specialist),Dermatologist,"Pusa Road, Delhi",0,0,₹1400
216,Dr. Sushrut Save,"MBBS, DNB - Dermatology & Venereology",14 Years Experience Overall  (8 years as specialist),Dermatologist,"Dadar, Mumbai",97% ,(128 votes),₹1500
217,Dr. Abhishek Ponathil,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (4 years as specialist),Dermatologist,"Kadugodi, Bangalore",0,0,₹750
218,Dr. Katheeja Nasika,"MBBS, DNB - Dermatology, Venereology & Leprosy",5 Years Experience Overall  (2 years as specialist),Dermatologist,"Chromepet, Chennai",100% ,(22 votes),₹600
219,Dr. Ismail Shaikh,"MD - Skin & VD, MBBS",24 Years Experience Overall  (21 years as specialist),Dermatologist,"Colaba, Mumbai",91% ,(11 votes),₹1000
220,Dr. Nikita Jadhav,"MD - Dermatology, MBBS",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Lal baug, Mumbai",88% ,(25 votes),₹1000
221,Dr. Mithra Sampathkumar,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (1 year as specialist),Dermatologist,"Anna Nagar, Chennai",0,0,₹500
222,Dr. Saloni Vora,"MBBS, DVD",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Marine Lines, Mumbai",93% ,(72 votes),₹1250
223,Dr. Girish C Panth,"MBBS, MD - Dermatology , Venereology & Leprosy",33 Years Experience Overall  (31 years as specialist),Dermatologist,"Bannerghatta Road, Bangalore",73% ,(11 votes),₹850
224,Dr. Anudeep,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (5 years as specialist),Dermatologist,"Kondapur, Hyderabad",98% ,(54 votes),₹500
225,Dr. Abhigyan Mukherjee,"MBBS, DDVL",7 Years Experience Overall  (4 years as specialist),Dermatologist,"Kalyani Nagar, Pune",100% ,(255 votes),₹500
226,Dr. Neena Kondapally,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (9 years as specialist),Dermatologist,"Gachibowli, Hyderabad",94% ,(35 votes),₹800
227,Dr. Divya Chowdhry,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (11 years as specialist),Dermatologist,"Pusa Road, Delhi",0,0,₹1300
228,Dr. Sanobar Shaikh,"MBBS, DDVL",15 Years Experience Overall  (12 years as specialist),Dermatologist,"Salunke Vihar, Pune",75% ,(12 votes),₹600
229,Dr. Raashi Mehta,"MBBS, DNB - Dermatology & Venereology",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Peddar Road, Mumbai",96% ,(70 votes),₹1500
230,Dr. Monica Chahar,"MD - Dermatology , Venereology & Leprosy, MBBS",12 Years Experience Overall  (7 years as specialist),Dermatologist,"Dwarka Sector 19, Delhi",98% ,(237 votes),₹700
231,Dr. D.G. Saple,"MBBS, MD - Skin Diseases, DVD, FCPS - Dermatology & Venereology",48 Years Experience Overall  (45 years as specialist),Dermatologist,"Mahim, Mumbai",89% ,(224 votes),₹1300
232,Dr. Saroja Devi H S,"MD - Dermatology , Venereology & Leprosy, MBBS",5 Years Experience Overall,Dermatologist,"Bannerghatta Road, Bangalore",0,0,₹400
233,Dr. Sushil Kumar Chaudhry,"MBBS, Diploma in Dermatology",42 Years Experience Overall  (31 years as specialist),Dermatologist,"Safdarjung Enclave, Delhi",80% ,(20 votes),₹1000
234,Dr. Monisha,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Anna Nagar, Chennai",99% ,(125 votes),₹700
235,Dr. Manali Shah,"DDVL, MBBS",15 Years Experience Overall  (12 years as specialist),Dermatologist,"Dhole Patil Road, Pune",89% ,(488 votes),₹700
236,Dr. Jaidev N.C,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (11 years as specialist),Dermatologist,"Millers Road, Bangalore",90% ,(21 votes),₹1000
237,Dr. Navya S,"MBBS, MD - Dermatology , Venereology & Leprosy",5 Years Experience Overall  (1 year as specialist),Dermatologist,"HSR Layout, Bangalore",0,0,₹500
238,Dr. Kinjal Rambhia Gulati,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Malad West, Mumbai",96% ,(28 votes),₹750
239,Dr. Harsha Mahajan,"MBBS, DDV",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Loni Kalbhor, Pune",70% ,(20 votes),₹500
240,Dr. Sukanya Mathupal,"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Dermatology , Venereology & Leprosy",22 Years Experience Overall  (6 years as specialist),Dermatologist,"Chromepet, Chennai",94% ,(253 votes),₹600
241,Dr. Ami Dedhia,"DNB - Dermatology & Venereology, MBBS",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Khar West, Mumbai",100% ,(44 votes),₹1000
242,Dr. Sayyad Ajara,"MBBS, DDVL",12 Years Experience Overall  (3 years as specialist),Dermatologist,"Chembur, Mumbai",0,0,₹800
243,Dr. G L Sitara,"MBBS, DDVL",12 Years Experience Overall  (7 years as specialist),Dermatologist,"Madinaguda, Hyderabad",98% ,(552 votes),₹500
244,Dr. Sowmya Dogiparthi,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (8 years as specialist),Dermatologist,"Alwarpet, Chennai",97% ,(34 votes),₹1000
245,Dr. Niketa Sonavane,"Diploma in Dermatology, MBBS",17 Years Experience Overall  (13 years as specialist),Dermatologist,"Andheri West, Mumbai",93% ,(570 votes),₹2500
246,Dr. Rucha Kagne,"MBBS, DDVL, FCPS - Dermatology, Venereology & Leprosy",21 Years Experience Overall  (12 years as specialist),Dermatologist,"Mahim, Mumbai",99% ,(208 votes),₹1500
247,Dr. Sriteja Vemulapalli,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Kukatpally, Hyderabad",0,0,₹600
248,Dr. Vishnu M Moodalgiri,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Electronics City, Bangalore",97% ,(32 votes),₹700
249,Dr. Venkatesh Lakshmi,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (2 years as specialist),Dermatologist,"Adyar, Chennai",0,0,₹600
250,Dr. Sandeep Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy",18 Years Experience Overall  (13 years as specialist),Dermatologist,"Hari Nagar, Delhi",95% ,(332 votes),₹600
251,Dr. Sachin Maurya,"MBBS, Diploma in Dermatology",14 Years Experience Overall,Dermatologist,"Okhla, Delhi",0,0,₹1000
252,Dr. Alekya Singapore,"DDVL, MBBS",9 Years Experience Overall  (7 years as specialist),Dermatologist,"Kondapur, Hyderabad",89% ,(47 votes),₹700
253,Dr. B Vijayasree,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (10 years as specialist),Dermatologist,"Hitech City, Hyderabad",0,0,₹500
254,Dr. Vijendran Pragasam,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",18 Years Experience Overall  (17 years as specialist),Dermatologist,"Seshadripuram, Bangalore",100% ,(11 votes),₹800
255,Dr. Deepti Rana,"MBBS, MD - Dermatology , Venereology & Leprosy",16 Years Experience Overall  (12 years as specialist),Dermatologist,"Panchsheel Park, Delhi",86% ,(56 votes),₹1200
256,Dr. Minal M Thamke Pawar,"DNB - Dermatology & Venereology, Diploma in Dermatology, MBBS",16 Years Experience Overall,Dermatologist,"Mulund East, Mumbai",99% ,(93 votes),₹800
257,Dr. K.Sowmya,"MD - Dermatology , Venereology & Leprosy, MBBS",8 Years Experience Overall,Dermatologist,"Uppal, Hyderabad",86% ,(22 votes),₹400
258,Dr. Ramachandran R,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (9 years as specialist),Dermatologist,"Perumbakkam, Chennai",0,0,₹700
259,Dr. Poonam Patil,"MBBS, DDVL",10 Years Experience Overall  (5 years as specialist),Dermatologist,"Koregaon Park, Pune",93% ,(119 votes),₹600
260,Dr. Lakshmi Durga M,"MBBS, DDVL",17 Years Experience Overall  (12 years as specialist),Dermatologist,"Anna Nagar, Chennai",99% ,(100 votes),₹600
261,Dr. Usha Beloskar,"MBBS, Diploma in Dermatology",26 Years Experience Overall  (24 years as specialist),Dermatologist,"Dadar West, Mumbai",0,0,₹1000
262,Dr. Radha Shah,"MBBS, MD - Skin Diseases, DVD",27 Years Experience Overall,Dermatologist,"Jubilee Hills, Hyderabad",86% ,(21 votes),₹1000
263,Dr. Y Nikhil Kumar Reddy,"MD - Dermatology , Venereology & Leprosy, MBBS",11 Years Experience Overall  (6 years as specialist),Dermatologist,"Suchitra Circle, Hyderabad",93% ,(215 votes),₹500
264,Dr. Madan Kumar B J,"MBBS, DDVL",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Old Airport Road, Bangalore",92% ,(224 votes),₹750
265,Dr. Veena Kumari,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Mansoorabad, Hyderabad",0,0,₹500
266,Dr. Rashmi Gujalwar,"MBBS, DDVL",15 Years Experience Overall  (12 years as specialist),Dermatologist,"Pimple Saudagar, Pune",95% ,(76 votes),₹600
267,Dr. Shishira R J,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",10 Years Experience Overall  (6 years as specialist),Dermatologist,"HSR Layout, Bangalore",94% ,(361 votes),₹1000
268,Dr. Meenakshi Kapoor,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Rohini Sector 7, Delhi",94% ,(54 votes),₹800
269,Dr. Aditi Jaiswal,"MBBS, MD - Dermatology , Venereology & Leprosy",4 Years Experience Overall  (2 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",0,0,₹1000
270,Dr. K R Chandvania,"MBBS, MD - Dermatology and Venerology",43 Years Experience Overall  (39 years as specialist),Dermatologist,"Pimpri-Chinchwad, Pune",83% ,(386 votes),₹900
271,Dr. Nitika Nijhara,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (3 years as specialist),Dermatologist,"Patel Nagar East, Delhi",99% ,(67 votes),₹800
272,Dr. Sruthi Alla,"MBBS, DDVL",11 Years Experience Overall  (8 years as specialist),Dermatologist,"Madhapur, Hyderabad",97% ,(1875 votes),₹750
273,Dr. Shankar D Desai,"MBBS, MD - Skin,VD & Leprosy",37 Years Experience Overall,Dermatologist,"Yeshwanthpur, Bangalore",65% ,(20 votes),₹850
274,Dr. S.P. Vijayalakshmi,"MBBS, MD - Dermatology",37 Years Experience Overall  (26 years as specialist),Dermatologist,"Ameerpet, Hyderabad",0,0,₹500
275,Dr. Amit S Murkute,"DNB - Dermatology & Venereology, DDVL, MBBS",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Wakad, Pune",100% ,(25 votes),₹600
276,Dr. Puneet Aggarwal,"MBBS, MD - Dermatology , Venereology & Leprosy",20 Years Experience Overall  (17 years as specialist),Dermatologist,"Krishna Nagar, Delhi",0,0,₹700
277,Dr. Renuka Vinod Nalawade,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (3 years as specialist),Dermatologist,"Kothrud, Pune",100% ,(67 votes),₹600
278,Dr. Renu Jadhav,"MBBS, DDVL",16 Years Experience Overall  (9 years as specialist),Dermatologist,"Hadapsar, Pune",96% ,(23 votes),₹500
279,Dr. Sweksha,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (5 years as specialist),Dermatologist,"Safdarjung Enclave, Delhi",0,0,₹1500
280,Dr. Sheetal Srinivas,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (4 years as specialist),Dermatologist,"Sadashivanagar, Bangalore",0,0,₹600
281,Dr. T Dayal Singh,"MBBS, MD - Dermatology, Diploma in Child Health (DCH)",35 Years Experience Overall  (19 years as specialist),Dermatologist,"Nallakunta, Hyderabad",0,0,₹600
282,Dr. Rashmi Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",28 Years Experience Overall  (24 years as specialist),Dermatologist,"Andheri West, Mumbai",98% ,(384 votes),₹800
283,Dr. Anagha Dudhbhate,"MD - Dermatology and Venerology, DVD, MBBS",33 Years Experience Overall  (32 years as specialist),Dermatologist,"Erandwane, Pune",98% ,(3046 votes),₹700
284,Dr. A J Kanwar,"MBBS, MD - Dermatology and Venerology",51 Years Experience Overall  (47 years as specialist),Dermatologist,"Greater Kailash Part 1, Delhi",95% ,(1328 votes),₹1500
285,Dr. Radha Subramaniyan,"MBBS, DNB - Dermatology & Venereology, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (4 years as specialist),Dermatologist,"T Nagar, Chennai",100% ,(19 votes),₹500
286,Dr. Geoffrey Vaz,"MD - Dermatology , Venereology & Leprosy, MBBS",10 Years Experience Overall,Dermatologist,"Versova, Mumbai",100% ,(16 votes),₹1000
287,Dr. Kashish Kalra,"MD - Dermatology , Venereology & Leprosy, MBBS",15 Years Experience Overall  (10 years as specialist),Dermatologist,"Saket, Delhi",96% ,(308 votes),₹1000
288,Dr. Meryl Rebello,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Malad West, Mumbai",100% ,(13 votes),₹900
289,Dr. P. Hima Bindu,"MBBS, Diploma in Dermatology",24 Years Experience Overall  (21 years as specialist),Dermatologist,"Malkajgiri, Hyderabad",88% ,(40 votes),₹500
290,Dr. Radhakrishna Bhat,"MBBS, MD - Dermatology , Venereology & Leprosy",24 Years Experience Overall  (19 years as specialist),Dermatologist,"HSR Layout, Bangalore",95% ,(287 votes),₹1000
291,Dr. Hari Priya A,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall  (3 years as specialist),Dermatologist,"Anna Nagar, Chennai",100% ,(93 votes),₹600
292,Dr. Syeda Nikhat,"MBBS, DVD",25 Years Experience Overall  (22 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",97% ,(78 votes),₹700
293,Dr. Prajwal Ambekar,"MBBS, DVD",5 Years Experience Overall  (1 year as specialist),Dermatologist,"Pimpri-Chinchwad, Pune",0,0,₹500
294,Dr. Sneha Sood,"MBBS, DDVL",10 Years Experience Overall  (5 years as specialist),Dermatologist,"Indiranagar, Bangalore",97% ,(113 votes),₹500
295,Dr. Shaurya Rohatgi,"MD - Dermatology , Venereology & Leprosy, MBBS",13 Years Experience Overall  (7 years as specialist),Dermatologist,"Andheri West, Mumbai",96% ,(245 votes),₹1000
296,Dr. Sahana P Raju,"MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy, MBBS",6 Years Experience Overall  (2 years as specialist),Dermatologist,"Ashoknagar, Bangalore",0,0,₹800
297,Dr. Rohan Anand,"MBBS, DVD",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Koregaon Park, Pune",92% ,(201 votes),₹500
298,Dr. Sanvedana M Danej,"MBBS, DVD",13 Years Experience Overall  (9 years as specialist),Dermatologist,"Baner, Pune",0,0,₹500
299,Dr. Mamatha P Singuru,"MD - Dermatology , Venereology & Leprosy, MBBS",13 Years Experience Overall,Dermatologist,"Jeevanbhimanagar, Bangalore",54% ,(13 votes),₹500
300,Dr. Harshitha Munamala,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall  (2 years as specialist),Dermatologist,"Anna Nagar, Chennai",0,0,₹600
301,Dr. Mariet Zacharias,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall  (1 year as specialist),Dermatologist,"Jayanagar 5 Block, Bangalore",0,0,₹600
302,Dr. A.Selvam,"MBBS, MD - Dermatology",27 Years Experience Overall  (22 years as specialist),Dermatologist,"Adyar, Chennai",0,0,₹500
303,Dr. Juvita Rasquinha,"MBBS, DDVL",17 Years Experience Overall  (14 years as specialist),Dermatologist,"Indiranagar, Bangalore",91% ,(675 votes),₹500
304,Dr. Sumaiyah Faizan,"MBBS, MD - Dermatology , Venereology & Leprosy",5 Years Experience Overall  (1 year as specialist),Dermatologist,"CR Park, Delhi",0,0,₹1000
305,Dr. Prathyusha,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (6 years as specialist),Dermatologist,"KPHB, Hyderabad",97% ,(31 votes),₹600
306,Dr. Neha V Shah,"MBBS, DVD",13 Years Experience Overall  (10 years as specialist),Dermatologist,"Ghatkopar East, Mumbai",99% ,(276 votes),₹1000
