,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
354,Dr. Srinivas R Bogavalli,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",17 Years Experience Overall  (8 years as specialist),Dentist,"Manikonda, Hyderabad",98% ,(186 votes),₹300
355,Dr. Jhansi,BDS,9 Years Experience Overall,Dentist,"Kondapur, Hyderabad",0,0,₹200
356,Dr. Sangeeta Honnur,BDS,27 Years Experience Overall  (26 years as specialist),Dentist,"Bellandur, Bangalore",96% ,(1808 votes),₹400
357,Dr. Simrata Garg,"BDS, MDS - Oral Pathology and Oral Microbiology",13 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",99% ,(105 votes),₹500
358,Dr. Parineeta Sharma,"BDS, MDS - Paedodontics And Preventive Dentistry",10 Years Experience Overall  (9 years as specialist),Dentist,"Malviya Nagar, Delhi",100% ,(13 votes),₹400
359,Dr. Neema Mirani,BDS,14 Years Experience Overall,Dentist,"Sion West, Mumbai",0,0,₹500
360,Dr. Pallavi Parekh,BDS,16 Years Experience Overall,Dentist,"Bandra West, Mumbai",99% ,(519 votes),₹500
361,Dr. Shyamala Pakki,BDS,15 Years Experience Overall,Dentist,"Thanisandra, Bangalore",0,0,₹300
362,Dr. Bhushan Mahajan,BDS,7 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",100% ,(96 votes),₹300
363,Dr. Shamaz Mohamed,"BDS, MDS - Community Dentistry",19 Years Experience Overall  (13 years as specialist),Dentist,"Wilson Garden, Bangalore",99% ,(197 votes),₹500
364,Dr. Sridevi. R,"MDS - Prosthodontist And Crown Bridge, BDS",17 Years Experience Overall,Dentist,"Semmancheri, Chennai",100% ,(48 votes),₹300
365,Dr. Vivek Singh Chauhan,"BDS, MDS - Periodontics",15 Years Experience Overall  (13 years as specialist),Dentist,"Baner Road, Pune",97% ,(622 votes),₹500
366,Dr. Naveen Kumar R,"BDS, MDS - Pedodontics",21 Years Experience Overall,Dentist,"Kukatpally, Hyderabad",100% ,(28 votes),₹200
367,Dr. Prannoy Kunde,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall,Dentist,"Viman Nagar, Pune",100% ,(25 votes),₹200
368,Dr. Simran,"MDS - Conservative Dentistry & Endodontics, BDS",15 Years Experience Overall  (14 years as specialist),Dentist,"Paschim Vihar, Delhi",97% ,(214 votes),₹500
369,Dr. Ishita Kukreja,BDS,12 Years Experience Overall,Dentist,"Thoraipakkam, Chennai",100% ,(30 votes),₹300
370,Dr. Ashvini Phadnis,"MDS - Paedodontics And Preventive Dentistry, BDS",15 Years Experience Overall,Dentist,"Aundh, Pune",100% ,(57 votes),₹400
371,Dr. Dhwani Kapadia,BDS,10 Years Experience Overall  (9 years as specialist),Dentist,"Borivali West, Mumbai",100% ,(18 votes),₹800
372,Dr. Sridhar,BDS,22 Years Experience Overall,Dentist,"Banashankari 3rd Stage, Bangalore",98% ,(209 votes),₹200
373,Dr. Sweta S,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7 Years Experience Overall  (1 year as specialist),Dentist,"Vasanthnagar, Bangalore",0,0,₹600
374,Dr. Kaynat Gilani,"BDS, MDS - Prosthodontics",12 Years Experience Overall,Dentist,"Khar West, Mumbai",0,0,₹500
375,Dr. Shweta Mutathi,BDS,14 Years Experience Overall,Dentist,"Kadugodi, Bangalore",97% ,(115 votes),₹400
376,Dr. Sonali Dhuri,BDS,27 Years Experience Overall,Dentist,"Goregaon West, Mumbai",0,0,₹200
377,Dr. Vinutha M,BDS,4 Years Experience Overall,Dentist,"CV Raman Nagar, Bangalore",0,0,₹250
378,Dr. Sayali Randive,BDS,7 Years Experience Overall,Dentist,"Mulund West, Mumbai",0,0,₹300
379,Dr. C Reddy Raghavendra,BDS,10 Years Experience Overall,Dentist,"Munnekollal, Bangalore",100% ,(86 votes),₹200
380,Dr. Manju Kaushik,"BDS, MDS - Oral & Maxillofacial Surgery",29 Years Experience Overall,Dentist,"Lajpat Nagar, Delhi",99% ,(723 votes),₹500
381,Dr. Kunal Shet,BDS,13 Years Experience Overall,Dentist,"Velachery, Chennai",99% ,(1187 votes),₹300
382,Dr. Jeeva Rathan J,"BDS, MDS - Paedodontics And Preventive Dentistry",23 Years Experience Overall,Dentist,"Velachery, Chennai",99% ,(864 votes),₹300
383,Dr. Manisha Mehta,"BDS, Certificate in Dental Implants",16 Years Experience Overall,Dentist,"Matunga, Mumbai",98% ,(959 votes),₹300
384,Dr. Oshin Shah Gundecha,BDS,6 Years Experience Overall  (4 years as specialist),Dentist,"Sarjapur Road, Bangalore",0,0,₹200
385,Dr. Aman Sodhi,"BDS, MDS - Oral Medicine and Radiology",20 Years Experience Overall,Dentist,"Arekere, Bangalore",99% ,(732 votes),₹300
386,Dr. Tenzin Lhadon,"BDS, Certification in Laser Dentistry",3 Years Experience Overall,Dentist,"Harlur, Bangalore",0,0,₹500
387,Dr. Eshani Kaul,BDS,10 Years Experience Overall,Dentist,"Banashankari 3rd Stage, Bangalore",97% ,(34 votes),₹250
388,Dr. Poonam Valecha,BDS,22 Years Experience Overall,Dentist,"Rohini, Delhi",100% ,(135 votes),₹500
389,Dr. Bangaru Mounika,BDS,6 Years Experience Overall,Dentist,"AS Rao Nagar, Hyderabad",0,0,₹500
390,Dr. Satyaprathyusha,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",6 Years Experience Overall  (1 year as specialist),Dentist,"Kokapet, Hyderabad",0,0,₹400
391,Dr. Najumudeen,"BDS, MDS - Periodontics",17 Years Experience Overall  (10 years as specialist),Dentist,"Velachery, Chennai",99% ,(220 votes),₹250
392,Dr. Bharati Kurulkar,BDS,35 Years Experience Overall,Dentist,"Paud Road, Pune",97% ,(185 votes),₹200
393,Dr. Riya Goyal,BDS,6 Years Experience Overall,Dentist,"Ramkoti, Hyderabad",0,0,₹300
394,Dr. Pallavi Dhama,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (8 years as specialist),Dentist,"IP Extension, Delhi",100% ,(70 votes),₹300
395,Dr. Neha Palvia Parikh,BDS,13 Years Experience Overall,Dentist,"Ghatkopar East, Mumbai",100% ,(109 votes),₹1000
396,Dr. Shoba Harish Kumar,BDS,20 Years Experience Overall,Dentist,"Sadashivanagar, Bangalore",0,0,₹500
397,Dr. Aparna Singhal,"BDS, MDS - Prosthodontics",14 Years Experience Overall,Dentist,"Punjabi Bagh, Delhi",98% ,(174 votes),₹300
398,Dr. Naresh Kumar,BDS,15 Years Experience Overall,Dentist,"T Nagar, Chennai",100% ,(21 votes),₹300
399,Dr. Raadni Bane,BDS,8 Years Experience Overall,Dentist,"Kandivali East, Mumbai",98% ,(231 votes),₹200
400,Dr. Shveta Gupta,"BDS, MDS - Conservative Dentistry & Endodontics",19 Years Experience Overall,Dentist,"Vijaynagar, Delhi",99% ,(199 votes),₹500
401,Dr. Khushboo Mishra,"MDS - Prosthodontist And Crown Bridge, BDS",6 Years Experience Overall,Dentist,"Vasanthnagar, Bangalore",100% ,(26 votes),₹600
402,Dr. Sanchi Chhabra,BDS,10 Years Experience Overall  (9 years as specialist),Dentist,"Defence Colony, Delhi",98% ,(54 votes),₹500
403,Dr. P. Senthilnathan,"BDS, MDS - Oral & Maxillofacial Surgery",19 Years Experience Overall,Dentist,"Greams Road, Chennai",0,0,₹1000
404,Dr. Vinit Sanjanwalla,BDS,19 Years Experience Overall,Dentist,"Dadar, Mumbai",0,0,₹100
405,Dr. Pooja Jain,"BDS, MDS - Oral & Maxillofacial Surgery",21 Years Experience Overall  (20 years as specialist),Dentist,"Goregaon West, Mumbai",0,0,₹500
406,Dr. Adit B. Mehta,"BDS, MDS - Conservative Dentistry & Endodontics",16 Years Experience Overall,Dentist,"Vileparle East, Mumbai",99% ,(168 votes),₹500
407,Dr. Shobana Thevi,BDS,6 Years Experience Overall,Dentist,"Navalur, Chennai",0,0,₹200
408,Dr. Vivek P Soni,"BDS, MDS - Orthodontics",37 Years Experience Overall,Dentist,"Powai, Mumbai",0,0,₹700
409,Dr. Deepa Singh,BDS,17 Years Experience Overall,Dentist,"Mayur Vihar Ph-III, Delhi",95% ,(21 votes),₹400
410,Dr. Subash Sharma,BDS,13 Years Experience Overall,Dentist,"Adyar, Chennai",98% ,(44 votes),₹750
411,Dr. Sanchita Kant Pathak,"BDS, MDS - Oral Medicine and Radiology",13 Years Experience Overall,Dentist,"Aundh, Pune",100% ,(96 votes),₹200
412,Dr. Neha Bandewar,BDS,15 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",97% ,(499 votes),₹500
413,Dr. Arun Mhaske,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14 Years Experience Overall  (9 years as specialist),Dentist,"Viman Nagar, Pune",0,0,₹300
414,Dr. Jyoti Narla,"BDS, MDS - Periodontics",22 Years Experience Overall  (13 years as specialist),Dentist,"Powai, Mumbai",96% ,(928 votes),₹500
415,Dr. Santosh Nayak,"BDS, Fellowship in Oral implantlogy",12 Years Experience Overall,Dentist,"Mahim, Mumbai",99% ,(292 votes),₹500
416,Dr. Deepadnya Helekar,BDS,19 Years Experience Overall,Dentist,"Kundalahalli, Bangalore",98% ,(95 votes),₹500
417,Dr. M Sridhar,"BDS, MDS - Conservative Dentistry & Endodontics",22 Years Experience Overall,Dentist,"Kondapur, Hyderabad",99% ,(694 votes),₹300
418,Dr. Suresh S,"BDS, MDS - Prosthodontist And Crown Bridge",28 Years Experience Overall  (27 years as specialist),Dentist,"JP Nagar 7 Phase, Bangalore",97% ,(313 votes),₹500
419,Dr. Amandeep Sapra,BDS,22 Years Experience Overall,Dentist,"Lajpat Nagar, Delhi",98% ,(387 votes),₹400
420,Dr. Piyush Mankar,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Lohegaon, Pune",94% ,(35 votes),₹300
421,Dr. Eva Shukla,"BDS, MDS - Conservative Dentistry & Endodontics",7 Years Experience Overall,Dentist,"Sahakaranagar, Bangalore",0,0,₹350
422,Dr. Rhutuja Kamat,MDS - Oral & Maxillofacial Surgery,6 Years Experience Overall  (4 years as specialist),Dentist,"Bandra West, Mumbai",0,0,₹300
423,Dr. Sanjay. D. Waghmare,BDS,25 Years Experience Overall,Dentist,"Bibvewadi, Pune",98% ,(64 votes),₹300
424,Dr. Nilaya Reddy V,"BDS, MDS - Paedodontics And Preventive Dentistry",22 Years Experience Overall  (20 years as specialist),Dentist,"Adyar, Chennai",94% ,(107 votes),₹1000
425,Dr. Rushad Nariman,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall  (12 years as specialist),Dentist,"Malad West, Mumbai",100% ,(32 votes),₹500
426,Dr. Saloni  Shah,BDS,4 Years Experience Overall,Dentist,"Shivajinagar, Pune",0,0,₹300
427,Dr. A. Rithesh Kumar,"BDS, MDS - Periodontics",10 Years Experience Overall  (9 years as specialist),Dentist,"Kukatpally, Hyderabad",0,0,₹400
428,Dr. Vijayaprabha,"BDS, MDS - Pedodontics",19 Years Experience Overall  (18 years as specialist),Dentist,"Thiruvanmiyur, Chennai",100% ,(41 votes),₹300
429,Dr. Karuna Bector  Arora,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",11 Years Experience Overall  (8 years as specialist),Dentist,"Vasant Vihar, Delhi",100% ,(72 votes),₹500
430,Dr. Anup Razdan,"BDS, MDS - Orthodontics",29 Years Experience Overall  (20 years as specialist),Dentist,"Chanakyapuri, Delhi",0,0,₹1500
431,Dr. Swapnil K. Rachha,"BDS, MDS - Paedodontics And Preventive Dentistry",11 Years Experience Overall,Dentist,"Kothrud, Pune",100% ,(275 votes),₹400
432,Dr. Arul Pradeep,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",13 Years Experience Overall  (7 years as specialist),Dentist,"Saligramam, Chennai",99% ,(136 votes),₹300
433,Dr. Reuben Joseph,"MDS - Conservative Dentistry & Endodontics, BDS",17 Years Experience Overall,Dentist,"Kilpauk, Chennai",99% ,(436 votes),₹600
434,Dr. Ashima Singhal,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",11 Years Experience Overall  (6 years as specialist),Dentist,"Kharadi, Pune",100% ,(60 votes),₹300
435,Dr. Anuradha Navaneetham,"BDS, Fellowship and Diplomate in Implantology from ICOI (USA)",37 Years Experience Overall,Dentist,"Richmond Town, Bangalore",95% ,(297 votes),₹500
436,Dr. Rohan Pulgaonkar,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",11 Years Experience Overall  (6 years as specialist),Dentist,"Kharadi, Pune",0,0,₹300
437,Dr. Rahul N. Patil,"BDS, MDS - Oral & Maxillofacial Surgery",15 Years Experience Overall,Dentist,"Chandivali, Mumbai",94% ,(67 votes),₹400
438,Dr. G Sathish Kodase,BDS,19 Years Experience Overall,Dentist,"T Dasarahalli, Bangalore",100% ,(14 votes),₹100
439,Dr. Murali Mohan .C.R,MDS - Oral & Maxillofacial Surgery,7 Years Experience Overall,Dentist,"Jayanagar, Bangalore",0,0,₹750
440,Dr. C. Amulya Reddy,"BDS, MDS - Conservative Dentistry & Endodontics",11 Years Experience Overall,Dentist,"Narsingi, Hyderabad",100% ,(13 votes),₹300
441,Dr. Khyathi J Rao,BDS,15 Years Experience Overall,Dentist,"Vijayanagar, Bangalore",99% ,(227 votes),₹300
442,Dr. Surya Prakash Bharadwaj,"BDS, MDS - Oral & Maxillofacial Surgery",17 Years Experience Overall,Dentist,"Dwarka, Delhi",99% ,(704 votes),₹500
443,Dr. Pavani Thota,"MDS - Paedodontics And Preventive Dentistry, BDS",11 Years Experience Overall,Dentist,"Nungambakkam, Chennai",97% ,(29 votes),₹1800
444,Dr. Rashmi Shetty,BDS,17 Years Experience Overall,Dentist,"Chembur, Mumbai",97% ,(76 votes),₹500
445,Dr. Sripathi Venkata Laxmi,BDS,6 Years Experience Overall,Dentist,"Chintal, Hyderabad",0,0,₹300
446,Dr. Anuradha Navade,BDS,22 Years Experience Overall,Dentist,"Vishrantwadi, Pune",95% ,(106 votes),₹350
447,Dr. Chandra Lekha,BDS,7 Years Experience Overall,Dentist,"Pallavaram, Chennai",99% ,(106 votes),₹200
448,Dr. Swati Udayan Mane,BDS,13 Years Experience Overall,Dentist,"Katraj, Pune",0,0,₹300
449,Dr. Rupali Sonkar,BDS,20 Years Experience Overall,Dentist,"Viman Nagar, Pune",100% ,(133 votes),₹300
450,Dr. S. Sudhakar,"MDS - Oral Medicine and Radiology, BDS",21 Years Experience Overall,Dentist,"Perumbakkam, Chennai",100% ,(166 votes),₹200
451,Dr. Amit Chavan,"MDS - Periodontics, BDS",14 Years Experience Overall  (10 years as specialist),Dentist,"Dadar East, Mumbai",99% ,(570 votes),₹500
452,Dr. Latha Subramanya,"BDS, MDS - Paedodontics And Preventive Dentistry",30 Years Experience Overall,Dentist,"JP Nagar 2 Phase, Bangalore",97% ,(300 votes),₹300
453,Dr. Gokulakrishnan,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",18 Years Experience Overall  (4 years as specialist),Dentist,"Nanganallur, Chennai",99% ,(271 votes),₹300
454,Dr. Rajnish Mallick,BDS,27 Years Experience Overall  (26 years as specialist),Dentist,"Pitampura, Delhi",95% ,(763 votes),₹700
455,Dr. Vishakha Gupta,BDS,19 Years Experience Overall,Dentist,"Hari Nagar, Delhi",99% ,(124 votes),₹500
456,Dr. Arun K Vasudevan,BDS,31 Years Experience Overall,Dentist,"Nungambakkam, Chennai",100% ,(12 votes),₹500
457,Dr. Prabala K V,"BDS, MDS - Conservative Dentistry & Endodontics",11 Years Experience Overall,Dentist,"Yelahanka New Town, Bangalore",99% ,(104 votes),₹350
458,Dr. Chethan R,"BDS, MDS - Oral Medicine and Radiology",13 Years Experience Overall  (9 years as specialist),Dentist,"Malleswaram, Bangalore",94% ,(259 votes),₹200
459,Dr. Marimallappa T R,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI, Fellowship in Aesthetic Medicine (FAM)",18 Years Experience Overall,Dentist,"Hebbal Kempapura, Bangalore",96% ,(69 votes),₹600
460,Dr. Jagadish N,BDS,14 Years Experience Overall,Dentist,"Kadugodi, Bangalore",97% ,(210 votes),₹300
461,Dr. Nagendra Singh Rathore,BDS,17 Years Experience Overall,Dentist,"Aundh, Pune",100% ,(191 votes),₹300
462,Dr. Neha R Miglani,"MDS - Orthodontics, BDS",15 Years Experience Overall  (11 years as specialist),Dentist,"Kondapur, Hyderabad",0,0,₹300
463,Dr. Dinesh,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall,Dentist,"Basaveshwaranagar, Bangalore",96% ,(52 votes),₹300
464,Dr. Kaiwan K. Shroff,"MDS - Prosthodontist And Crown Bridge, BDS",12 Years Experience Overall,Dentist,"Bandra West, Mumbai",100% ,(17 votes),₹500
465,Dr. Harshitha Baddam,"BDS, MDS - Periodontology and Oral Implantology",12 Years Experience Overall  (6 years as specialist),Dentist,"Madhapur, Hyderabad",100% ,(20 votes),₹300
466,Dr. Fatema Baker,BDS,13 Years Experience Overall  (12 years as specialist),Dentist,"Koregaon Park, Pune",98% ,(214 votes),₹300
467,Dr. Debarchhana Jena,"MDS - Paedodontics And Preventive Dentistry, BDS",9 Years Experience Overall,Dentist,"Kothanur, Bangalore",99% ,(74 votes),₹350
468,Dr. Prashanth Reddy,"BDS, MDS - Prosthodontist And Crown Bridge",25 Years Experience Overall,Dentist,"Arekere, Bangalore",98% ,(741 votes),₹300
469,Dr. Chandnani Priya,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall,Dentist,"Electronics City, Bangalore",99% ,(117 votes),₹350
470,Dr. Chaitanya S. H,"MDS - Oral & Maxillofacial Surgery, BDS",20 Years Experience Overall,Dentist,"Jeevanbhimanagar, Bangalore",98% ,(125 votes),₹500
471,Dr. Mohammed Moin Abdul Rashid Holy,BDS,13 Years Experience Overall,Dentist,"Nagpada, Mumbai",99% ,(305 votes),₹300
472,Dr. R.S.Mohan Kumar,"MDS - Conservative Dentistry & Endodontics, BDS",24 Years Experience Overall  (23 years as specialist),Dentist,"Alwarpet, Chennai",100% ,(135 votes),₹500
473,Dr. Vinod,"BDS, MDS - Orthodontics",18 Years Experience Overall  (12 years as specialist),Dentist,"Horamavu, Bangalore",98% ,(683 votes),₹400
474,Dr. Nitin Kumar,"BDS, Master of Hospital Administration",12 Years Experience Overall,Dentist,"Chattarpur, Delhi",0,0,₹400
475,Dr. Rasika Dhaygude,"BDS, Diploma in Clinical Cosmetology",6 Years Experience Overall,Dentist,"Kothrud, Pune",100% ,(29 votes),₹300
476,Dr. Raghu T Narayan,"BDS, MDS, Certificate of Oral Implantology, PGCE(Endodontics), PGCE(Endodontics), FICOI",23 Years Experience Overall,Dentist,"HAL 2nd Stage, Bangalore",94% ,(196 votes),₹500
477,Dr. Bairavi,BDS,13 Years Experience Overall,Dentist,"T Nagar, Chennai",100% ,(38 votes),₹300
478,Dr. Divya V,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall  (5 years as specialist),Dentist,"Bommasandra, Bangalore",0,0,₹300
479,Dr. Sanket Patil,"BDS, MDS - Prosthodontics",14 Years Experience Overall,Dentist,"Aundh, Pune",100% ,(48 votes),₹200
480,Dr. Vijay Adhith C,"BDS, MDS - Orthodontics",20 Years Experience Overall  (15 years as specialist),Dentist,"Anna Nagar, Chennai",100% ,(46 votes),₹500
481,Dr. Vinay,"BDS, MDS - Oral & Maxillofacial Surgery",15 Years Experience Overall,Dentist,"Kodambakkam, Chennai",0,0,₹500
482,Dr. Jyoti Bhirud,BDS,27 Years Experience Overall,Dentist,"Pimpri-Chinchwad, Pune",98% ,(336 votes),₹500
483,Dr. Mohamed Asadulla,BDS,6 Years Experience Overall,Dentist,"Upparahalli, Bangalore",0,0,₹300
484,Dr. Subhima Bhalla,"BDS, MDS - Paedodontics And Preventive Dentistry",11 Years Experience Overall  (7 years as specialist),Dentist,"Nizamuddin East, Delhi",100% ,(101 votes),₹500
485,Dr. Anirban Chatterjee,"BDS, MDS - Paedodontics And Preventive Dentistry",7 Years Experience Overall  (4 years as specialist),Dentist,"Kharadi, Pune",0,0,₹400
486,Dr. Atul Gupta,"BDS, MDS - Conservative Dentistry & Endodontics",23 Years Experience Overall,Dentist,"Ashok Vihar, Delhi",95% ,(262 votes),₹1000
487,Dr. Priya Subash,"BDS, MDS - Periodontics",22 Years Experience Overall  (12 years as specialist),Dentist,"Sarjapur Road, Bangalore",0,0,₹300
488,Dr. Mohan K B,"BDS, MDS - Orthodontics",20 Years Experience Overall  (14 years as specialist),Dentist,"RMV 2nd Stage, Bangalore",97% ,(38 votes),₹300
489,Dr. Rajiv Rajan,BDS,23 Years Experience Overall,Dentist,"Chembur East, Mumbai",100% ,(238 votes),₹300
490,Dr. Vathsala Naik,"BDS, MDS - Oral Medicine and Radiology",39 Years Experience Overall  (29 years as specialist),Dentist,"Indiranagar, Bangalore",100% ,(43 votes),₹500
491,Dr. Rachna Balaji,BDS,27 Years Experience Overall,Dentist,"Anna Nagar, Chennai",95% ,(21 votes),₹500
492,Dr. Amit Thareja,"MDS - Prosthodontics, BDS",18 Years Experience Overall,Dentist,"Kalyani Nagar, Pune",100% ,(224 votes),₹300
493,Dr. Raga Tanmayi,BDS,5 Years Experience Overall,Dentist,"AS Rao Nagar, Hyderabad",0,0,₹500
494,Dr. Fauzia Khimani Naaz,BDS,12 Years Experience Overall  (11 years as specialist),Dentist,"Jacob Circle, Mumbai",99% ,(232 votes),₹500
495,Dr. Julie Davda,BDS,16 Years Experience Overall,Dentist,"Bhandup, Mumbai",0,0,₹200
496,Dr. Aditya Sharma,BDS,3 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",0,0,₹200
497,Dr. Krishna Swaroop Achanta,BDS,7 Years Experience Overall,Dentist,"Padmanabhanagar, Bangalore",100% ,(257 votes),₹250
498,Dr. Divya priya,BDS,4 Years Experience Overall,Dentist,"Teynampet, Chennai",0,0,₹150
499,Dr. Anshul Singh,"MDS - Oral Medicine and Radiology, BDS",10 Years Experience Overall  (7 years as specialist),Dentist,"Banjara Hills, Hyderabad",100% ,(36 votes),₹400
500,Dr. Sanjiv Kalra,BDS,45 Years Experience Overall  (44 years as specialist),Dentist,"Defence Colony, Delhi",92% ,(184 votes),₹1000
501,Dr. Priya Prabhakar,"MDS - Periodontics, BDS, PG Diploma In Clinical Cosmetology (PGDCC)",22 Years Experience Overall  (15 years as specialist),Dentist,"Porur, Chennai",100% ,(66 votes),₹300
502,Dr. Dilshad Banu,BDS,7 Years Experience Overall,Dentist,"Sholinganallur, Chennai",0,0,₹200
503,Dr. Bijina Rajan,"BDS, MDS - Oral Medicine and Radiology",12 Years Experience Overall  (8 years as specialist),Dentist,"Kalyan Nagar, Bangalore",99% ,(494 votes),₹300
504,Dr. Nita Kashyap,BDS,11 Years Experience Overall,Dentist,"CV Raman Nagar, Bangalore",99% ,(397 votes),₹400
505,Dr. Anjali Mendhe,"MDS - Prosthodontist And Crown Bridge, BDS",6 Years Experience Overall,Dentist,"Kharadi, Pune",100% ,(17 votes),₹200
506,Dr. Pragathi V M,BDS,4 Years Experience Overall,Dentist,"Adyar, Chennai",0,0,₹700
507,Dr. Husain Harianawala,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall,Dentist,"Lokhandwala, Mumbai",96% ,(52 votes),₹1000
508,Dr. Saritha Kolanu,BDS,21 Years Experience Overall,Dentist,"Banjara Hills, Hyderabad",100% ,(98 votes),₹300
509,Dr. Nisha Jain,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall,Dentist,"Mazgaon, Mumbai",95% ,(39 votes),₹500
510,Dr. Sheetal Shetty,BDS,26 Years Experience Overall,Dentist,"Ulsoor, Bangalore",98% ,(44 votes),₹500
511,Dr. Jyoti C.Bhasin,BDS,23 Years Experience Overall,Dentist,"Vasundhra Enclave, Delhi",99% ,(140 votes),₹950
512,Dr. Siva Srinivas,"BDS, MDS - Conservative Dentistry & Endodontics",18 Years Experience Overall,Dentist,"Malkajgiri, Hyderabad",94% ,(83 votes),₹300
513,Dr. Jatin Prabhu,BDS,21 Years Experience Overall  (19 years as specialist),Dentist,"Chembur, Mumbai",0,0,₹500
514,Dr. Gaurav Patil,BDS,13 Years Experience Overall,Dentist,"Bavdhan, Pune",0,0,₹100
515,Dr. Sharatkumar B Shetty,BDS,34 Years Experience Overall,Dentist,"Powai, Mumbai",0,0,₹700
516,Dr. Ambika Arora,"BDS, MDS - Oral Medicine and Radiology",11 Years Experience Overall  (5 years as specialist),Dentist,"Tilak Nagar, Mumbai",100% ,(43 votes),₹2000
517,Dr. Dhruti Raut Chavan,"MDS - Prosthodontics, BDS",11 Years Experience Overall,Dentist,"Dadar East, Mumbai",98% ,(123 votes),₹500
518,Dr. Geetha,"BDS, MDS - Prosthodontics",35 Years Experience Overall,Dentist,"Cunningham Road, Bangalore",100% ,(11 votes),₹700
519,Dr. Megha Gupta,"MDS - Conservative Dentistry & Endodontics, BDS",6 Years Experience Overall,Dentist,"Whitefield, Bangalore",100% ,(16 votes),₹600
520,Dr. Padmapriya Bhomaj,BDS,8 Years Experience Overall,Dentist,"Erandwane, Pune",0,0,₹200
521,Dr. Ankesh Jain,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall  (11 years as specialist),Dentist,"Mazgaon, Mumbai",100% ,(49 votes),₹200
522,Dr. Ajay Bajaj,"BDS, MDS - Conservative Dentistry & Endodontics",29 Years Experience Overall,Dentist,"Juhu, Mumbai",96% ,(854 votes),₹500
523,Dr. Falguni Shah,BDS,31 Years Experience Overall  (30 years as specialist),Dentist,"Borivali West, Mumbai",98% ,(222 votes),₹400
524,Dr. Shivaprasad BM,"BDS, MDS - Periodontics, FICOI",21 Years Experience Overall  (16 years as specialist),Dentist,"Gubbalala, Bangalore",100% ,(61 votes),₹300
525,Dr. Fahad Naaz,BDS,13 Years Experience Overall,Dentist,"Jacob Circle, Mumbai",98% ,(346 votes),₹500
526,Dr. Nimitt,"BDS, MDS - Paedodontics And Preventive Dentistry",11 Years Experience Overall  (8 years as specialist),Dentist,"Mulund West, Mumbai",84% ,(19 votes),₹600
527,Dr. Shibani Shetty,"BDS, MDS - Oral Pathology and Oral Microbiology",19 Years Experience Overall  (13 years as specialist),Dentist,"Yelahanka New Town, Bangalore",100% ,(212 votes),₹300
528,Dr. Anirudh Kadiyala,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall  (5 years as specialist),Dentist,"Manikonda, Hyderabad",100% ,(115 votes),₹300
529,Dr. K.Praveen Kumar Reddy,BDS,20 Years Experience Overall,Dentist,"Tarnaka, Hyderabad",100% ,(14 votes),₹300
530,Dr. Mudit Kedia,"MDS - Prosthodontist And Crown Bridge, BDS",13 Years Experience Overall,Dentist,"BTM Layout, Bangalore",99% ,(228 votes),₹500
531,Dr. Pearl Bhardwaj,"BDS, MDS - Periodontics",9 Years Experience Overall  (5 years as specialist),Dentist,"Model Town 2, Delhi",0,0,₹400
532,Dr. Ahraj,BDS,6 Years Experience Overall  (5 years as specialist),Dentist,"Sarjapur Road, Bangalore",100% ,(26 votes),₹750
533,Dr. Aaditi Mahajan,"MDS - Periodontics, BDS",12 Years Experience Overall  (7 years as specialist),Dentist,"Chembur East, Mumbai",98% ,(56 votes),₹300
534,Dr. Shrenik Parmar,BDS,24 Years Experience Overall,Dentist,"Mukund Nagar, Pune",99% ,(273 votes),₹300
535,Dr. Girish Shetake,BDS,16 Years Experience Overall,Dentist,"Sakinaka, Mumbai",97% ,(292 votes),₹400
536,Dr. J. Jebin Paul Nesaline,"BDS, MDS - Periodontics",16 Years Experience Overall  (11 years as specialist),Dentist,"Perungudi, Chennai",100% ,(32 votes),₹200
