,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
152,Dr. E Venkata Ramana Reddy,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",15 Years Experience Overall,Pediatrician,"Amberpet, Hyderabad",0,0,₹500
153,Dr. Manpreet Sethi,"MBBS, DNB - Paediatrics",17 Years Experience Overall,Pediatrician,"Nehru Place, Delhi",0,0,₹1100
154,Dr. Sujatha Thyagarajan,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Fellow of the Royal College of Pediatrics and Child Health (UK)",27 Years Experience Overall  (22 years as specialist),Pediatrician,"Whitefield, Bangalore",0,0,₹700
155,Dr. Tanushri Mukherjee,"MBBS, DNB - Paediatrics, Fellowship in Neonatology",16 Years Experience Overall  (9 years as specialist),Pediatrician,"Malad West, Mumbai",91% ,(34 votes),₹1000
156,Dr. Harish Kumar B,"MBBS, MD - Pediatrics",16 Years Experience Overall  (1 year as specialist),Pediatrician,"Avalahalli, Bangalore",0,0,₹500
157,Dr. P. Srinivas Reddy,"MBBS, DNB - Paediatrics",19 Years Experience Overall  (10 years as specialist),Pediatrician,"Kukatpally, Hyderabad",88% ,(42 votes),₹600
158,Dr. Sujatha Ramesh,"MBBS, Diplomate of the American Board of Paediatrics",38 Years Experience Overall  (29 years as specialist),Pediatrician,"Hebbal, Bangalore",0,0,₹1090
159,Dr. Divya Srirangarajan,"MBBS, MD - Pediatrics",17 Years Experience Overall  (13 years as specialist),Pediatrician,"Hebbal, Bangalore",0,0,₹700
160,Dr. Ananda R,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",17 Years Experience Overall,Pediatrician,"Sahakaranagar, Bangalore",94% ,(16 votes),₹850
161,Dr. Ravi Desai,"MBBS, Diploma in Child Health (DCH), Fellowship in Neonatology",11 Years Experience Overall  (7 years as specialist),Pediatrician,"Hadapsar, Pune",100% ,(83 votes),₹500
162,Dr. Sameer Sadawarte,"MBBS, Diploma in Child Health (DCH)",22 Years Experience Overall  (17 years as specialist),Pediatrician,"Mulund West, Mumbai",0,0,₹1300
163,Dr. Muthukumar,"MBBS, MD - Pediatrics, DM - Neurology",13 Years Experience Overall,Pediatrician,"Vanagaram, Chennai",100% ,(15 votes),₹800
164,Dr. Radhakrishna Hegde,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",34 Years Experience Overall,Pediatrician,"Bannerghatta Road, Bangalore",100% ,(17 votes),₹500
165,Dr. Poonam Sidana,"MBBS, MD - Pediatrics",26 Years Experience Overall,Pediatrician,"Punjabi Bagh, Delhi",100% ,(12 votes),₹1000
166,Dr. Saravanan,"MBBS, MD - Pediatrics, DM - Neonatology",12 Years Experience Overall  (11 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹800
167,Dr. Hariram M R,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, MD - Pediatrics",42 Years Experience Overall  (38 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",96% ,(70 votes),₹800
168,Dr. Pramilla Butani,"MBBS, Diploma in Child Health (DCH)",49 Years Experience Overall,Pediatrician,"Panchsheel Park, Delhi",0,0,₹1000
169,Dr. Intezar Mehdi,"MBBS, DNB - Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",24 Years Experience Overall  (17 years as specialist),Pediatrician,"Old Airport Road, Bangalore",0,0,₹1000
170,Dr. Meghna Manocha,"MD - Pediatrics, MBBS",20 Years Experience Overall  (15 years as specialist),Pediatrician,"Old Airport Road, Bangalore",97% ,(555 votes),₹900
171,Dr. Kishore SV,"MBBS, MD - Pediatrics",6 Years Experience Overall  (2 years as specialist),Pediatrician,"JP Nagar 7 Phase, Bangalore",0,0,₹200
172,Dr. M Kumar,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",28 Years Experience Overall  (22 years as specialist),Pediatrician,"Adambakkam, Chennai",96% ,(423 votes),₹400
173,Dr. Taheer Shaik,"MD - Physician, Diploma in Child Health (DCH)",16 Years Experience Overall,Pediatrician,"Kondapur, Hyderabad",0,0,₹700
174,Dr. Sheetal S,"MBBS, Diploma in Child Health (DCH)",21 Years Experience Overall  (19 years as specialist),Pediatrician,"Akshaya nagar, Bangalore",89% ,(37 votes),₹500
175,Dr. Priya Chandrasekar,"MBBS, DNB - Paediatrics",28 Years Experience Overall  (20 years as specialist),Pediatrician,"Alwarpet, Chennai",78% ,(18 votes),₹600
176,Dr. Sunil Sareen,"MBBS, DNB - Paediatrics",26 Years Experience Overall  (19 years as specialist),Pediatrician,"Punjabi Bagh, Delhi",0,0,₹1000
177,Dr. Cajetan M F Tellis,"MBBS, MD - Pediatrics",33 Years Experience Overall  (26 years as specialist),Pediatrician,"Sarjapur Road, Bangalore",87% ,(172 votes),₹600
178,Dr. Michelle Solomon,"Diploma in Child Health (DCH), MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",16 Years Experience Overall  (10 years as specialist),Pediatrician,"AS Rao Nagar, Hyderabad",97% ,(33 votes),₹400
179,Dr. Satheesh C,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",41 Years Experience Overall  (38 years as specialist),Pediatrician,"Thousand Lights, Chennai",100% ,(13 votes),₹900
180,Dr. Anupama Gupta,"MBBS, MD - Pediatrics",33 Years Experience Overall  (28 years as specialist),Pediatrician,"Panchsheel Park, Delhi",90% ,(62 votes),₹1500
181,Dr. K.Santosh Kumar,"MBBS, MD - Pediatrics, DM - Neonatology",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Korattur, Chennai",0,0,₹200
182,Dr. Sumitra Meena,"MBBS, MD - Pediatrics",9 Years Experience Overall  (4 years as specialist),Pediatrician,"Safdarjung Enclave, Delhi",0,0,₹500
183,Dr. Santhosh Olety Sathyanarayana,"Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MBBS",20 Years Experience Overall,Pediatrician,"Richmond Town, Bangalore",92% ,(50 votes),₹1000
184,Dr. Arvind Bountra,"MBBS, MD - Pediatrics",38 Years Experience Overall  (34 years as specialist),Pediatrician,"Saket, Delhi",96% ,(276 votes),₹1200
185,Dr. Vaishnavi Chandramohan,"MBBS, MD - Pediatrics",15 Years Experience Overall  (9 years as specialist),Pediatrician,"Marathahalli, Bangalore",0,0,₹850
186,Dr. Suneela Nayak,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics, FRCPCH",22 Years Experience Overall  (18 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",97% ,(65 votes),₹1100
187,Dr. Jatin Chhabra,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",17 Years Experience Overall  (13 years as specialist),Pediatrician,"Dwarka, Delhi",88% ,(17 votes),₹1100
188,Dr. Sangeetha,"MBBS, MD - Pediatrics",14 Years Experience Overall  (6 years as specialist),Pediatrician,"Tondiarpet, Chennai",0,0,₹400
189,Dr. Priyatharini,"MBBS, DNB - Paediatrics",7 Years Experience Overall  (3 years as specialist),Pediatrician,"Ashok Nagar, Chennai",100% ,(44 votes),₹400
190,Dr. Jyothi Raghuram,"MBBS, DNB - Paediatrics",18 Years Experience Overall,Pediatrician,"Whitefield, Bangalore",92% ,(12 votes),₹700
191,Dr. Kalyanashish Das,"MBBS, Diploma in Child Health (DCH)",23 Years Experience Overall  (19 years as specialist),Pediatrician,"CR Park, Delhi",100% ,(44 votes),₹600
192,Dr. Navitha,"Diploma in Child Health (DCH), MBBS",12 Years Experience Overall  (10 years as specialist),Pediatrician,"Hitech City, Hyderabad",79% ,(28 votes),₹700
193,Dr. Revathi A,"MD - Pediatrics, MBBS",15 Years Experience Overall  (8 years as specialist),Pediatrician,"Thoraipakkam, Chennai",100% ,(21 votes),₹400
194,Dr. Rajiv Uttam,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",36 Years Experience Overall  (29 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1500
195,Dr. Deepak Vasudev Kalbigiri,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",27 Years Experience Overall  (23 years as specialist),Pediatrician,"Whitefield, Bangalore",95% ,(42 votes),₹900
196,Dr. Bhakyalakshmi M,"MBBS, Diploma in Child Health (DCH)",17 Years Experience Overall  (11 years as specialist),Pediatrician,"Whitefield, Bangalore",0,0,₹800
197,Dr. Suryawanshi Pradip,"MBBS, MD - Pediatrics",22 Years Experience Overall,Pediatrician,"Nagar Road, Pune",100% ,(14 votes),₹600
198,Dr. Ashwini Shirsat,"MBBS, Diploma in Child Health (DCH)",5 Years Experience Overall  (3 years as specialist),Pediatrician,"Kharadi, Pune",0,0,₹500
199,Dr. Dhanasekhar Kesavelu,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",22 Years Experience Overall  (15 years as specialist),Pediatrician,"Thousand Lights, Chennai",99% ,(1212 votes),₹1000
200,Dr. Shobha Sharma,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",43 Years Experience Overall  (39 years as specialist),Pediatrician,"Santacruz West, Mumbai",0,0,₹1500
201,Dr. Arun Kumar,"MBBS, MD - Pediatrics",18 Years Experience Overall  (10 years as specialist),Pediatrician,"Saidapet, Chennai",0,0,₹800
202,Dr. Bhanu Chandar Reddy,"MBBS, MD - Pediatrics",3 Years Experience Overall,Pediatrician,"Adugodi, Bangalore",0,0,₹300
203,Dr. Surinder Kaur Arora,"Fellow of the Royal College of Pediatrics and Child Health (UK), MBBS, Diploma in Child Health (DCH - UK)",46 Years Experience Overall  (38 years as specialist),Pediatrician,"Saket, Delhi",0,0,₹1200
204,Dr. Spoorti,"MBBS, MD - Pediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Electronics City, Bangalore",0,0,₹700
205,Dr. Namratha Upadhya,"MBBS, MD - Pediatrics",10 Years Experience Overall,Pediatrician,"JP Nagar, Bangalore",0,0,₹1100
206,Dr. Sharat Varma,"MBBS, DNB - Pediatrics, PhD - Paediatric, Fellowship in Gastroenterology",16 Years Experience Overall  (12 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1000
207,Dr. Chiranjeevi Y A,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",11 Years Experience Overall  (8 years as specialist),Pediatrician,"Yelahanka, Bangalore",0,0,₹400
208,Dr. N Saravana Pandian,"MBBS, MD - Pediatrics, FNB - Pediatric Intensive Care",18 Years Experience Overall  (13 years as specialist),Pediatrician,"Chromepet, Chennai",0,0,₹600
209,Dr. Deepak K. Jaybhaye,"MBBS, MD - Pediatrics",9 Years Experience Overall  (2 years as specialist),Pediatrician,"Bhandup West, Mumbai",0,0,₹500
210,Dr. Surabhi Gupta,"MBBS, Diploma in Child Health (DCH)",23 Years Experience Overall  (20 years as specialist),Pediatrician,"Rajajinagar, Bangalore",88% ,(25 votes),₹500
211,Dr. Avi Sanghavi,"MBBS, MD - Pediatrics, Fellowship in Neonatology",9 Years Experience Overall  (6 years as specialist),Pediatrician,"Ghatkopar West, Mumbai",0,0,₹800
212,Dr. Shrishailesh. D.M,"MBBS, MD - Pediatrics",14 Years Experience Overall  (8 years as specialist),Pediatrician,"Koramangala 6 Block, Bangalore",97% ,(106 votes),₹600
213,Dr. Gunda Srinivas,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",17 Years Experience Overall  (13 years as specialist),Pediatrician,"JP Nagar, Bangalore",0,0,₹1000
214,Dr. Jayaram Y R,"MBBS, Diploma in Child Health (DCH)",37 Years Experience Overall,Pediatrician,"JP Nagar 7 Phase, Bangalore",92% ,(65 votes),₹650
215,Dr. Mohit Aggarwal,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",12 Years Experience Overall  (9 years as specialist),Pediatrician,"Krishna Nagar, Delhi",0,0,₹500
216,Dr. N.Dushyanth Subramaniam,"MBBS, MD - Pediatrics",7 Years Experience Overall  (2 years as specialist),Pediatrician,"Kodambakkam, Chennai",0,0,₹300
217,Dr. Koteswar Rao,"MBBS, MD - Pediatrics",30 Years Experience Overall,Pediatrician,"Jubilee Hills, Hyderabad",0,0,₹800
218,Dr. Anupam Sibal,"MBBS, MD - Pediatrics, FRCPCH",26 Years Experience Overall  (25 years as specialist),Pediatrician,"Sarita Vihar, Delhi",93% ,(14 votes),₹2000
219,Dr. Shivani Sanghavi,"MBBS, MD - Pediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Ghatkopar West, Mumbai",0,0,₹800
220,Dr. Vikram Kumar Singh,"MBBS, MD - Pediatrics",23 Years Experience Overall  (15 years as specialist),Pediatrician,"CR Park, Delhi",0,0,₹1000
221,Dr. Anjana Hulse,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",20 Years Experience Overall  (14 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",99% ,(541 votes),₹850
222,Dr. B. B. Aggarwal,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",33 Years Experience Overall,Pediatrician,"Pusa Road, Delhi",0,0,₹1300
223,Dr. R K Alwadhi,"MD - Pediatrics, DNB - Paediatrics, MBBS",26 Years Experience Overall  (22 years as specialist),Pediatrician,"Pusa Road, Delhi",0,0,₹1100
224,Dr. Vilas Kulkarni,"MD - Pediatrics, MBBS",52 Years Experience Overall  (42 years as specialist),Pediatrician,"Andheri West, Mumbai",98% ,(93 votes),₹1000
225,Dr. Ashwin Reddy,"MBBS, MD - Pediatrics",16 Years Experience Overall  (9 years as specialist),Pediatrician,"Secunderabad, Hyderabad",96% ,(104 votes),₹350
226,Dr. Sachin Yalagudri,"MBBS, MD - Pediatrics, DM - Cardiology",21 Years Experience Overall  (15 years as specialist),Pediatrician,"Gachibowli, Hyderabad",0,0,₹500
227,Dr. Sharadha Srinivas,"MBBS, MRCP (UK), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",35 Years Experience Overall  (27 years as specialist),Pediatrician,"Alwarpet, Chennai",56% ,(18 votes),₹600
228,Dr. Ponni Sivaprakasam,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",22 Years Experience Overall  (15 years as specialist),Pediatrician,"Perumbakkam, Chennai",0,0,₹800
229,Dr. Seema Gaonkar,"MBBS, MD - Pediatrics",16 Years Experience Overall  (12 years as specialist),Pediatrician,"Sahakaranagar, Bangalore",93% ,(15 votes),₹850
230,Dr. Arvind Kumar,"MBBS, MD - Pediatrics",41 Years Experience Overall  (38 years as specialist),Pediatrician,"Shalimar Bagh, Delhi",93% ,(15 votes),₹1000
231,Dr. Naveen Chettupalli,"MBBS, DNB - Paediatrics",13 Years Experience Overall  (7 years as specialist),Pediatrician,"Sanath Nagar, Hyderabad",100% ,(106 votes),₹300
232,Dr. N. Suresh,"MBBS, DNB - Paediatrics",17 Years Experience Overall  (13 years as specialist),Pediatrician,"Saidapet, Chennai",0,0,₹800
233,Dr. Shivkumar G. Lalwani,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH), DNB - Paediatrics, Fellowship in Neonatology",29 Years Experience Overall  (26 years as specialist),Pediatrician,"Powai, Mumbai",0,0,₹1000
234,Dr. Rahul Shukla,"MD - Pediatrics, MBBS",9 Years Experience Overall  (5 years as specialist),Pediatrician,"Mira Road, Mumbai",100% ,(23 votes),₹800
235,Dr. Sandeep Jagdale,"MBBS, MD - Pediatrics",15 Years Experience Overall  (10 years as specialist),Pediatrician,"Wagholi, Pune",100% ,(29 votes),₹500
236,Dr. Naveen R B,"MBBS, Diploma in Child Health (DCH), Fellowship in Neonatology",22 Years Experience Overall  (16 years as specialist),Pediatrician,"Whitefield, Bangalore",92% ,(248 votes),₹850
237,Dr. Rajen H Doshi,"MBBS, MD - Pediatrics",33 Years Experience Overall  (30 years as specialist),Pediatrician,"Mulund West, Mumbai",61% ,(18 votes),₹1300
238,Dr. Meena Venkatraman,"MBBS, Diplomate of the American Board of Paediatrics",20 Years Experience Overall  (14 years as specialist),Pediatrician,"Old Airport Road, Bangalore",98% ,(932 votes),₹900
239,Dr. Shrinivas Tambe,"MBBS, MD - Pediatrics",22 Years Experience Overall  (15 years as specialist),Pediatrician,"Aundh, Pune",100% ,(34 votes),₹600
240,Dr. G Bala Kishore,"MBBS, Diploma in Child Health (DCH)",17 Years Experience Overall,Pediatrician,"Erragadda, Hyderabad",0,0,₹200
241,Dr. Chitra Sankar,"MBBS, Diploma in Child Health (DCH), MRCP (UK)",26 Years Experience Overall,Pediatrician,"Old Airport Road, Bangalore",66% ,(62 votes),₹1200
242,Dr. Arasar Seeralar A T,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",36 Years Experience Overall  (27 years as specialist),Pediatrician,"Aminjikarai, Chennai",0,0,₹800
243,Dr. Radhika Sachdev,"MBBS, Diploma in Child Health (DCH)",24 Years Experience Overall  (20 years as specialist),Pediatrician,"Dwarka, Delhi",98% ,(296 votes),₹600
244,Dr. Sindhu,"MBBS, MD - Pediatrics, DM - Neonatology",19 Years Experience Overall  (15 years as specialist),Pediatrician,"OMR Road, Chennai",0,0,₹600
245,Dr. Anupama M Gupta,"MBBS, MD - Pediatrics",12 Years Experience Overall  (8 years as specialist),Pediatrician,"Chembur, Mumbai",100% ,(49 votes),₹1000
246,Dr. Revathi Raj,"MBBS, Diploma in Child Health (DCH)",29 Years Experience Overall,Pediatrician,"Teynampet, Chennai",0,0,₹1000
247,Dr. Prasad B S,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",10 Years Experience Overall  (7 years as specialist),Pediatrician,"HSR Layout, Bangalore",0,0,₹500
248,Dr. Prasada Reddy R,"MBBS, MD - Pediatrics, DM - Cardiology",41 Years Experience Overall  (37 years as specialist),Pediatrician,"Gachibowli, Hyderabad",91% ,(11 votes),₹500
249,Dr. ChiragKumar Khant,"MBBS, DNB - Paediatrics",13 Years Experience Overall  (4 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹800
250,Dr. S. D. Subba Rao,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",44 Years Experience Overall  (40 years as specialist),Pediatrician,"Jayanagar 9 Block, Bangalore",92% ,(62 votes),₹650
251,Dr. C P Ravi Kumar,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics",22 Years Experience Overall  (9 years as specialist),Pediatrician,"Hebbal, Bangalore",98% ,(664 votes),₹1500
252,Dr. Bhavesh Doshi,"MS - Paediatrics Surgery, MBBS",13 Years Experience Overall  (5 years as specialist),Pediatrician,"Malad West, Mumbai",0,0,₹1100
253,Dr. Mahesh Sulakshane,"MBBS, Diploma in Child Health (DCH)",19 Years Experience Overall  (13 years as specialist),Pediatrician,"Aundh, Pune",99% ,(670 votes),₹750
254,Dr. Ravi Malik,"MBBS, MD - Pediatrics",37 Years Experience Overall  (34 years as specialist),Pediatrician,"Nirman Vihar, Delhi",0,0,₹1000
255,Dr. S Anbu,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",41 Years Experience Overall  (35 years as specialist),Pediatrician,"Tondiarpet, Chennai",0,0,₹350
256,Dr. M. R. Shashibhushan,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",24 Years Experience Overall  (20 years as specialist),Pediatrician,"Malleswaram, Bangalore",97% ,(546 votes),₹850
257,Dr. Meera Sundharam,"MBBS, MD - Pediatrics",31 Years Experience Overall,Pediatrician,"Shalimar Bagh, Delhi",0,0,₹1000
258,Dr. Sudheer K A,"MBBS, MD - Pediatrics, DNB - Neonatology",15 Years Experience Overall  (14 years as specialist),Pediatrician,"Hebbal, Bangalore",93% ,(15 votes),₹700
259,Dr. Nitin Nayak M,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",8 Years Experience Overall,Pediatrician,"Rajajinagar, Bangalore",97% ,(34 votes),₹800
260,Dr. Anil Kumar Gulati,"MBBS, MD - Pediatrics",43 Years Experience Overall  (39 years as specialist),Pediatrician,"Saket, Delhi",100% ,(202 votes),₹1200
261,Dr. Ketaki C. Umarji,"MBBS, Diploma in Child Health (DCH)",16 Years Experience Overall  (14 years as specialist),Pediatrician,"Baner, Pune",95% ,(21 votes),₹500
262,Dr. Madhuri Sodagam,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",27 Years Experience Overall  (11 years as specialist),Pediatrician,"Alwarpet, Chennai",0,0,₹600
263,Dr. S M Farhana,"MBBS, MD - Pediatrics",11 Years Experience Overall  (6 years as specialist),Pediatrician,"Kadugodi, Bangalore",100% ,(17 votes),₹500
264,Dr. Chandrasekhar Singha,"MBBS, MD - Pediatrics",18 Years Experience Overall,Pediatrician,"Malviya Nagar, Delhi",0,0,₹1300
265,Dr. Binu Ninan,"MBBS, MD - Pediatrics",32 Years Experience Overall  (28 years as specialist),Pediatrician,"Aminjikarai, Chennai",0,0,₹1000
266,Dr. Parvathi Unninayar Iyer,"MBBS, MD - Pediatrics, Fellowship in Neonatology",39 Years Experience Overall,Pediatrician,"Okhla, Delhi",0,0,₹1500
267,Dr. Rekha Mittal,"MBBS, MD - Pediatrics",35 Years Experience Overall,Pediatrician,"Malviya Nagar, Delhi",0,0,₹2000
268,Dr. Naveen Gupta,"MBBS, MD - Pediatrics, DNB - Neonatology",23 Years Experience Overall  (17 years as specialist),Pediatrician,"Malviya Nagar, Delhi",95% ,(44 votes),₹1500
269,Dr. Aruna Sureshkumar,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",20 Years Experience Overall  (14 years as specialist),Pediatrician,"Madipakkam, Chennai",100% ,(17 votes),₹400
270,Dr. Charu Chandwani,"MBBS, MD - Pediatrics",13 Years Experience Overall  (7 years as specialist),Pediatrician,"Rohini, Delhi",100% ,(13 votes),₹700
271,Dr. Ajay Kumar Gupta,"MBBS, MD - Pediatrics, DNB - Paediatrics",32 Years Experience Overall  (28 years as specialist),Pediatrician,"Vasundhra Enclave, Delhi",0,0,₹800
272,Dr. Naveen Jain,"MBBS, MD - Pediatrics, DNB - Paediatrics",37 Years Experience Overall  (33 years as specialist),Pediatrician,"Pitampura, Delhi",93% ,(75 votes),₹900
273,Dr. Ganesh Shivmurti Badge,DNB - Paediatrics,8 Years Experience Overall,Pediatrician,"Kharadi, Pune",0,0,₹650
274,Dr. Krishna Priya,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",26 Years Experience Overall  (17 years as specialist),Pediatrician,"Vanagaram, Chennai",0,0,₹800
275,Dr. Saroja Balan," FRCP, MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MRCP (UK)",37 Years Experience Overall  (22 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹1000
276,Dr. Rajashri Shanbhag,"MBBS, Diploma in Child Health (DCH)",26 Years Experience Overall  (23 years as specialist),Pediatrician,"Jogeshwari East, Mumbai",100% ,(13 votes),₹800
277,Dr. Lokesh Banodkar,"MBBS, MD - Pediatrics",23 Years Experience Overall  (20 years as specialist),Pediatrician,"Ghatkopar East, Mumbai",0,0,₹1000
278,Dr. Gauri Amar Maind,"MBBS, MD - Pediatrics",21 Years Experience Overall  (15 years as specialist),Pediatrician,"Kothrud, Pune",100% ,(32 votes),₹500
279,Dr. Mohammed Abrar Shariff,"MBBS, MD - Pediatrics",9 Years Experience Overall  (6 years as specialist),Pediatrician,"Vasanthnagar, Bangalore",0,0,₹800
280,Dr. Sailaja V,"MBBS, Diploma in Child Health (DCH)",16 Years Experience Overall  (13 years as specialist),Pediatrician,"Hulimavu, Bangalore",95% ,(64 votes),₹500
281,Dr. Sanjeev Sehgal,"MBBS, MD - Pediatrics",44 Years Experience Overall  (38 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1000
282,Dr. Tapisha Gupta,"MBBS, MD - Pediatrics",29 Years Experience Overall  (24 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1000
283,Dr. Nivedita Oswal,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",18 Years Experience Overall  (14 years as specialist),Pediatrician,"Hadapsar, Pune",96% ,(92 votes),₹700
284,Dr. G. Prabhakaran,"MBBS, MD - Pediatrics",49 Years Experience Overall  (42 years as specialist),Pediatrician,"Adyar, Chennai",0,0,₹500
285,Dr. Jyothirmayi K,"MBBS, MD - Pediatrics",12 Years Experience Overall  (6 years as specialist),Pediatrician,"Kondapur, Hyderabad",100% ,(35 votes),₹700
286,Dr. Nandkishor S. Kabra,"MBBS, DM - Neonatology, MD - Pediatrics",24 Years Experience Overall  (23 years as specialist),Pediatrician,"Santacruz West, Mumbai",0,0,₹1500
287,Dr. Zinal,"MBBS, Diploma in Child Health (DCH)",24 Years Experience Overall  (21 years as specialist),Pediatrician,"Andheri West, Mumbai",98% ,(44 votes),₹2000
288,Dr. Shyam Kukreja,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",29 Years Experience Overall,Pediatrician,"Patparganj, Delhi",0,0,₹1500
289,Dr. Meetal Dharod,"MD - Pediatrics, MBBS",14 Years Experience Overall  (10 years as specialist),Pediatrician,"Borivali West, Mumbai",0,0,₹500
290,Dr. Udit Rohatagi,"MBBS, MD - Pediatrics",26 Years Experience Overall  (22 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹700
291,Dr. Nitin Lingayat,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",10 Years Experience Overall  (9 years as specialist),Pediatrician,"Baner, Pune",88% ,(16 votes),₹400
292,Dr. S Nagesh,"MBBS, MD - Pediatrics",44 Years Experience Overall  (43 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",86% ,(21 votes),₹800
293,Dr. Pratheeba,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",8 Years Experience Overall  (5 years as specialist),Pediatrician,"MKB Nagar, Chennai",0,0,₹300
294,Dr. Madhavi RS,"MBBS, DNB - Paediatrics",19 Years Experience Overall  (18 years as specialist),Pediatrician,"Banjara Hills, Hyderabad",92% ,(77 votes),₹750
295,Dr. Avani,"MBBS, Diploma in Child Health (DCH)",11 Years Experience Overall  (6 years as specialist),Pediatrician,"Mansoorabad, Hyderabad",100% ,(56 votes),₹300
296,Dr. Vishal Baldua,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH), FCCM",21 Years Experience Overall  (14 years as specialist),Pediatrician,"Goregaon East, Mumbai",97% ,(103 votes),₹800
297,Dr. Tilak Raj Dangwal,"MBBS, MD - Pediatrics",26 Years Experience Overall  (24 years as specialist),Pediatrician,"Patparganj, Delhi",71% ,(14 votes),₹500
298,Dr. Madhavachari,Diploma in Child Health (DCH),11 Years Experience Overall,Pediatrician,"Nacharam, Hyderabad",0,0,₹400
299,Dr. Dhananjaya C.D,"MBBS, MD - Pediatrics",19 Years Experience Overall  (15 years as specialist),Pediatrician,"Electronics City, Bangalore",98% ,(1614 votes),₹600
300,Dr. Anjaly Mariam Koshy,"MBBS, MD - Pediatrics",16 Years Experience Overall  (8 years as specialist),Pediatrician,"Electronics City, Bangalore",100% ,(15 votes),₹650
301,Dr. Deepti V,"MBBS, DNB - Paediatrics",12 Years Experience Overall  (5 years as specialist),Pediatrician,"KPHB, Hyderabad",0,0,₹500
