,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
150,Dr. Ramesh Patankar,"MBBS, MD - General Medicine, DM - Neurology",38 Years Experience Overall,Neurologist,"Chembur East, Mumbai",79% ,(85 votes),₹1500
151,Dr. Pavan Pai,"MBBS, DNB - General Medicine, DNB - Neurology",15 Years Experience Overall  (4 years as specialist),Neurologist,"Mira Road, Mumbai",0,0,₹1000
152,Dr. Adukia Sachin Ajitkumar,"MBBS, MD - General Medicine, DNB - Neurology",13 Years Experience Overall  (8 years as specialist),Neurologist,"Powai, Mumbai",0,0,₹1600
153,Dr. Abhidha Shah,"MBBS, MS - General Surgery, MCh - Neuro Surgery",14 Years Experience Overall,Neurologist,"Colaba, Mumbai",0,0,₹2500
154,Dr. Pradeep Tiwari,"DM - Neurology, MD - General Medicine, MBBS",6 Years Experience Overall  (1 year as specialist),Neurologist,"Chembur, Mumbai",0,0,₹1000
155,Dr. Prashant Makhija,"MBBS, MD - General Medicine, DM - Neurology",18 Years Experience Overall  (7 years as specialist),Neurologist,"Mumbai Central, Mumbai",92% ,(12 votes),₹2000
156,Dr. Darpan J. Thakre,"MBBS, MS - General Surgery, DNB - Neurosurgery",14 Years Experience Overall  (10 years as specialist),Neurologist,"Mahim, Mumbai",71% ,(14 votes),₹2500
157,Dr. Siddartha Reddy,"MBBS, MD - Pediatrics, DM - Neurology",14 Years Experience Overall  (7 years as specialist),Neurologist,"Madinaguda, Hyderabad",94% ,(1223 votes),₹700
158,Dr. Sri Ram Chandra Damaraju,"MBBS, MCh - Neuro Surgery, DNB - Neurology",31 Years Experience Overall  (25 years as specialist),Neurologist,"Himayat Nagar, Hyderabad",99% ,(209 votes),₹1100
159,Dr. Syed Osman,"MBBS, DNB - General Medicine, DNB - Neurology",15 Years Experience Overall  (4 years as specialist),Neurologist,"Tolichowki, Hyderabad",100% ,(14 votes),₹600
160,Dr. B V Deepa Rani,"MBBS, DM - Neurology",13 Years Experience Overall  (4 years as specialist),Neurologist,"Chanda Nagar, Hyderabad",99% ,(80 votes),₹600
161,Dr. Srikanth Boini,"DM - Neurology, MBBS, MD - General Medicine",9 Years Experience Overall  (1 year as specialist),Neurologist,"Miyapur, Hyderabad",91% ,(22 votes),₹600
162,Dr. P.Chandra Shekar,"DM - Neurology, MBBS, MD - General Medicine",13 Years Experience Overall  (5 years as specialist),Neurologist,"Nacharam, Hyderabad",67% ,(12 votes),₹600
163,Dr. Mukheem Mudabbir,"MBBS, MD - General Medicine, DM - Neurology",7 Years Experience Overall  (3 years as specialist),Neurologist,"Mehdipatnam, Hyderabad",0,0,₹650
164,Dr. S Srikanth Reddy,"MBBS, MS - General Surgery, MCh - Neuro Surgery",16 Years Experience Overall  (8 years as specialist),Neurologist,"Hitech City, Hyderabad",98% ,(52 votes),₹500
165,Dr. Kaushal Ippili,"MBBS, MS - General Surgery, DNB - Neurosurgery",21 Years Experience Overall  (10 years as specialist),Neurologist,"Jubilee Hills, Hyderabad",95% ,(134 votes),₹1200
166,Dr. Vemula Sreekanth,"MD - General Medicine, DM - Neurology, MBBS",28 Years Experience Overall  (21 years as specialist),Neurologist,"Jubilee Hills, Hyderabad",88% ,(186 votes),₹1000
167,Dr. Sudhir Kumar,"MBBS, DNB - General Medicine, DM - Neurology",29 Years Experience Overall  (20 years as specialist),Neurologist,"Jubilee Hills, Hyderabad",86% ,(42 votes),₹1000
168,Dr. Neehar Potluri,"MBBS, MD - General Medicine, DM - Neurology",22 Years Experience Overall  (17 years as specialist),Neurologist,"Kukatpally, Hyderabad",98% ,(3344 votes),₹500
169,Dr. Rajesh Reddy Chenna,"MBBS, MD - General Medicine, DM - Neurology",23 Years Experience Overall  (15 years as specialist),Neurologist,"Jubilee Hills, Hyderabad",76% ,(21 votes),₹1000
170,Dr. Deepika Sirineni,"MBBS, MD - General Medicine, DM - Neurology",9 Years Experience Overall  (7 years as specialist),Neurologist,"Hyderguda, Hyderabad",0,0,₹600
171,Dr. Sandeep Nayani,"MBBS, MD - General Medicine, DM - Neurology",15 Years Experience Overall  (8 years as specialist),Neurologist,"Jubilee Hills, Hyderabad",95% ,(21 votes),₹800
172,Dr. S Rajesh Reddy,"MBBS, MS - General Surgery, MCh - Neuro Surgery",17 Years Experience Overall  (11 years as specialist),Neurologist,"Jubilee Hills, Hyderabad",0,0,₹800
173,Dr. V Bramha Prasad,"MBBS, MCh - Neuro Surgery",19 Years Experience Overall  (8 years as specialist),Neurologist,"Secunderabad, Hyderabad",0,0,₹600
174,Dr. Raghavendra H,"MBBS, MS - General Surgery, MCh - Neuro Surgery, Fellow in Spine Surgery",18 Years Experience Overall  (9 years as specialist),Neurologist,"Ameerpet, Hyderabad",100% ,(172 votes),₹700
175,Dr. Ranjith.G,"MBBS, MD - General Medicine, DM - Neurology",11 Years Experience Overall  (3 years as specialist),Neurologist,"Hitech City, Hyderabad",0,0,₹500
176,Dr. Venkat Reddy A,"MBBS, MD - General Medicine, DM - Neurology",15 Years Experience Overall  (8 years as specialist),Neurologist,"Secunderabad, Hyderabad",92% ,(12 votes),₹600
177,Dr. Vikram Reddy,"MBBS, DNB - Paediatrics, DNB - Neurology",4 Years Experience Overall,Neurologist,"Hitech City, Hyderabad",0,0,₹500
178,Dr. Sree Ranga Lakshmi G,"MBBS, MD - General Medicine, DM - Neurology",28 Years Experience Overall  (25 years as specialist),Neurologist,"Kanchanbagh, Hyderabad",0,0,₹500
179,Dr. S Prasanna,"MBBS, MD - General Medicine, DM - Neurology",11 Years Experience Overall  (1 year as specialist),Neurologist,"Erragadda, Hyderabad",0,0,₹550
180,Dr. Anusha Challa,"MBBS, MD - Pediatrics, DM - Neurology",9 Years Experience Overall  (2 years as specialist),Neurologist,"Lakdikapul, Hyderabad",0,0,₹800
181,Dr. Rajesh Reddy Pasham,"MBBS, MD - General Medicine, DM - Neurology",14 Years Experience Overall  (3 years as specialist),Neurologist,"Miyapur, Hyderabad",100% ,(57 votes),₹600
182,Dr. Niveditha Sai Chandra,"MBBS, DNB - Neurology, MD - General Medicine",12 Years Experience Overall  (2 years as specialist),Neurologist,"East Marredpally, Hyderabad",0,0,₹900
183,Dr. K S Kiran,"MBBS, MCh - Neuro Surgery",16 Years Experience Overall  (7 years as specialist),Neurologist,"Chanda Nagar, Hyderabad",0,0,₹400
184,Dr. Alluri Neeraja,"DM - Neurology, MBBS, MD - General Medicine",17 Years Experience Overall  (4 years as specialist),Neurologist,"KPHB, Hyderabad",98% ,(40 votes),₹600
185,Dr. Matta Gopi Srikanth,"MBBS, MD - General Medicine, DM - Neurology",22 Years Experience Overall  (7 years as specialist),Neurologist,"Moti Nagar, Hyderabad",78% ,(23 votes),₹600
186,Dr. C.H. Suresh Reddy,"MBBS, MD - General Medicine, DM - Neurology",20 Years Experience Overall  (10 years as specialist),Neurologist,"LB Nagar, Hyderabad",79% ,(14 votes),₹680
187,Dr. Chaitanya Koduri,"MBBS, DM - Neurology, MD - General Medicine",11 Years Experience Overall  (7 years as specialist),Neurologist,"Gachibowli, Hyderabad",0,0,₹500
188,Dr. Yeshwanth Paidimarri,"MBBS, MD - General Medicine, DM - Neurology",13 Years Experience Overall  (4 years as specialist),Neurologist,"Kondapur, Hyderabad",100% ,(32 votes),₹900
189,Dr. Murali Krishna CH V,"MBBS, MD - General Medicine, DM - Neurology",21 Years Experience Overall  (12 years as specialist),Neurologist,"Kanchanbagh, Hyderabad",0,0,₹400
190,Dr. B Kirthi Theja,"MBBS, DM - Neurology, DNB - General Medicine",14 Years Experience Overall  (3 years as specialist),Neurologist,"Nacharam, Hyderabad",85% ,(20 votes),₹700
191,Dr. CH Praveen,"MBBS, MD - General Medicine, DM - Neurology",13 Years Experience Overall  (2 years as specialist),Neurologist,"LB Nagar, Hyderabad",0,0,₹680
192,Dr. Murali Krishna Konda,"MBBS, MD - General Medicine, DNB - Neurology",5 Years Experience Overall  (2 years as specialist),Neurologist,"Kukatpally, Hyderabad",0,0,₹800
193,Dr. Manoj Vasireddy,"MBBS, DNB - Paediatrics, DM - Neurology",11 Years Experience Overall  (2 years as specialist),Neurologist,"Kukatpally, Hyderabad",0,0,₹900
