,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
139,Dr. K Ramesh,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",30 Years Experience Overall  (19 years as specialist),Urologist,"Greams Road, Chennai",95% ,(490 votes),₹1000
140,Dr. G. Vezhaventhan,"MBBS, MS - General Surgery, MCh - Urology",26 Years Experience Overall  (23 years as specialist),Urologist,"Saidapet, Chennai",98% ,(309 votes),₹500
141,Dr. Saravanan.J,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",16 Years Experience Overall  (7 years as specialist),Urologist,"Perumbakkam, Chennai",97% ,(88 votes),₹500
142,Dr. A.K. Jayaraj,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",19 Years Experience Overall  (9 years as specialist),Urologist,"MRC Nagar, Chennai",99% ,(77 votes),₹700
143,Dr. Arul Velusamy,"MBBS, Diploma in Anesthesiology, MS - General Surgery, MCh - Urology",15 Years Experience Overall  (3 years as specialist),Urologist,"Ambattur, Chennai",94% ,(33 votes),₹600
144,Dr. Kabilan Saminathan,"MBBS, MS - General Surgery, MCh - Urology",24 Years Experience Overall  (12 years as specialist),Urologist,"Chetpet, Chennai",100% ,(30 votes),₹500
145,Dr. K. Pradeep Kumar,"MBBS, MS - General Surgery, MCh - Urology",17 Years Experience Overall  (11 years as specialist),Urologist,"Keelkattalai, Chennai",100% ,(22 votes),₹500
146,Dr. N Ragavan,"MBBS, MS - General Surgery, FRCS - Urology",27 Years Experience Overall  (13 years as specialist),Urologist,"Alwarpet, Chennai",95% ,(37 votes),₹1000
147,Dr. Sriram.K,"MCh - Urology/Genito-Urinary Surgery, MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",25 Years Experience Overall  (17 years as specialist),Urologist,"Porur, Chennai",100% ,(29 votes),₹950
148,Dr. Ravishankar L S,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",36 Years Experience Overall  (30 years as specialist),Urologist,"Teynampet, Chennai",0,0,₹500
149,Dr. Suresh Radhakrishnan,"MBBS, MS - General Surgery, MRCS (UK), FRCS - Urology",23 Years Experience Overall  (7 years as specialist),Urologist,"Chromepet, Chennai",100% ,(23 votes),₹800
150,Dr. Venkat Subramaniam,"MBBS, MS - General Surgery, MCh - Urology",16 Years Experience Overall  (10 years as specialist),Urologist,"Triplicane, Chennai",94% ,(34 votes),₹550
151,Dr. Muthu Veeramani,"MBBS, MS - General Surgery, MCh - Urology",22 Years Experience Overall  (21 years as specialist),Urologist,"Vadapalani, Chennai",100% ,(17 votes),₹800
152,Dr. K Muruganandham,"MBBS, MS - General Surgery, MCh - Urology",23 Years Experience Overall  (13 years as specialist),Urologist,"Perumbakkam, Chennai",0,0,₹800
153,Dr. Nitesh Jain,"MBBS, MS - General Surgery, MCh - Urology",20 Years Experience Overall  (11 years as specialist),Urologist,"Greams Road, Chennai",94% ,(78 votes),₹1000
154,Dr. Griffin M,"MBBS, MCh - Urology, MS - General Surgery",16 Years Experience Overall  (6 years as specialist),Urologist,"Kilpauk, Chennai",0,0,₹800
155,Dr. R.Srivathsan,"MBBS, MS - General Surgery, MCh - Urology",16 Years Experience Overall  (6 years as specialist),Urologist,"MRC Nagar, Chennai",0,0,₹750
156,Dr. R Jayaganesh,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",34 Years Experience Overall  (26 years as specialist),Urologist,"Greams Road, Chennai",0,0,₹1000
157,Dr. M.G.Shekar,"MBBS, MS - General Surgery, MCh - Urology",23 Years Experience Overall  (13 years as specialist),Urologist,"OMR Road, Chennai",0,0,₹700
158,Dr. Kamaraj V,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",26 Years Experience Overall,Urologist,"Vanagaram, Chennai",0,0,₹800
159,Dr. Deepak M,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",29 Years Experience Overall  (28 years as specialist),Urologist,"Thoraipakkam, Chennai",0,0,₹1000
160,Dr. B .Arun Kumar,"MBBS, MS - General Surgery, MCh - Urology",19 Years Experience Overall,Urologist,"Nungambakkam, Chennai",0,0,₹800
161,Dr. Thirumalai Ganesan Govindasamy,"MBBS, MCh - Urology/Genito-Urinary Surgery, MS - General Surgery",37 Years Experience Overall  (28 years as specialist),Urologist,"Greams Road, Chennai",0,0,₹500
162,Dr. Veerappan R,"MBBS, MS - General Surgery, MCh - Urology",14 Years Experience Overall  (4 years as specialist),Urologist,"Kovilambakkam, Chennai",0,0,₹500
163,Dr. Vasantharaja Ramasamy,"MBBS, MCh - Urology/Genito-Urinary Surgery, MS - General Surgery",14 Years Experience Overall  (7 years as specialist),Urologist,"Chromepet, Chennai",0,0,₹800
164,Dr. Sudharsan S B,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",13 Years Experience Overall  (3 years as specialist),Urologist,"Aminjikarai, Chennai",0,0,₹500
165,Dr. Deepak Raghavan,"MBBS, DNB - Urology/Genito - Urinary Surgery, DNB - General Surgery",18 Years Experience Overall  (13 years as specialist),Urologist,"Greams Road, Chennai",0,0,₹1000
166,Dr. Tummala Sai Venkat Manoj,"MBBS, MS - General Surgery, MCh - Urology",9 Years Experience Overall  (2 years as specialist),Urologist,"OMR Road, Chennai",0,0,₹600
167,Dr. Arun Kumar Balakrishnan,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",28 Years Experience Overall  (19 years as specialist),Urologist,"Greams Road, Chennai",0,0,₹1000
168,Dr. Seral Kannan,"MBBS, MS - General Surgery, MCh - Urology",19 Years Experience Overall  (11 years as specialist),Urologist,"Vadapalani, Chennai",0,0,₹800
169,Dr. C Dev Krishna Bharathi,"MBBS, MS - General Surgery, MCh - Urology",13 Years Experience Overall  (4 years as specialist),Urologist,"Anna Nagar, Chennai",0,0,₹700
170,Dr. Ragavan Narasimhan,"MBBS, MS - General Surgery, FRCS - Urology",23 Years Experience Overall  (12 years as specialist),Urologist,"Greams Road, Chennai",0,0,₹1000
171,Dr. Ramachandran V,"MBBS, MRCS (UK), MS - General Surgery, FRCS - Urology",17 Years Experience Overall  (3 years as specialist),Urologist,"MRC Nagar, Chennai",0,0,₹1000
172,Dr. Samir Bagadia,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",8 Years Experience Overall  (5 years as specialist),Urologist,"Andheri, Mumbai",0,0,₹1000
173,Dr. Mukesh Shah,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",39 Years Experience Overall  (31 years as specialist),Urologist,"Andheri, Mumbai",90% ,(21 votes),₹700
174,Dr. Sony Mehta,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",9 Years Experience Overall  (4 years as specialist),Urologist,"Andheri, Mumbai",99% ,(406 votes),₹2000
175,Dr. Jamal Akhtar Azmi,"MCh - Urology, MS - General Surgery, MBBS",13 Years Experience Overall  (5 years as specialist),Urologist,"Ghatkopar East, Mumbai",100% ,(283 votes),₹900
176,Dr. Ajaykumar R. Gajengi,"MS - General Surgery, MCh - Urology, MBBS",18 Years Experience Overall  (7 years as specialist),Urologist,"Borivali West, Mumbai",91% ,(34 votes),₹1000
177,Dr. Swapnil Tople,"DNB - Urology/Genito - Urinary Surgery, MBBS",14 Years Experience Overall  (6 years as specialist),Urologist,"Chembur, Mumbai",94% ,(17 votes),₹1500
178,Dr. Saket Sathe,"MBBS, DNB - Urology/Genito - Urinary Surgery, DNB - General Surgery",11 Years Experience Overall  (5 years as specialist),Urologist,"Kandivali West, Mumbai",94% ,(18 votes),₹1000
179,Dr. Abhinandan Sadalge,"MBBS, MS - General Surgery, MCh - Urology",24 Years Experience Overall  (16 years as specialist),Urologist,"Santacruz West, Mumbai",0,0,₹1500
180,Dr. Shrikant Badwe,"MBBS, MS - General Surgery, MCh - Urology",44 Years Experience Overall  (41 years as specialist),Urologist,"Goregaon West, Mumbai",90% ,(235 votes),₹1500
181,Dr. Prakash L Tejwani,"MS - General Surgery, MBBS, MCh - Urology",18 Years Experience Overall  (10 years as specialist),Urologist,"Mira Road, Mumbai",97% ,(365 votes),₹1000
182,Dr. Ramesh Mahajan,"MBBS, MS - General Surgery, MCh - Urology",27 Years Experience Overall  (25 years as specialist),Urologist,"Mulund West, Mumbai",90% ,(39 votes),₹2000
183,Dr. Pankaj Maheshwari N,"MBBS, DNB - General Surgery, MS - General Surgery, MCh - Urology",33 Years Experience Overall  (30 years as specialist),Urologist,"Mulund West, Mumbai",89% ,(18 votes),₹2000
184,Dr. Anand Utture,"MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS, FICS, MS - General Surgery",27 Years Experience Overall  (23 years as specialist),Urologist,"Mahim, Mumbai",86% ,(94 votes),₹1300
185,Dr. Anirudhha Gokhale,"MCh - Urology, MS - General Surgery, MBBS",17 Years Experience Overall  (11 years as specialist),Urologist,"Borivali West, Mumbai",92% ,(52 votes),₹1000
186,Dr. Varun Sanjay Gunavanthe,"MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery",8 Years Experience Overall,Urologist,"Santacruz West, Mumbai",0,0,₹2200
187,Dr. Anjali Bhosle,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",27 Years Experience Overall  (23 years as specialist),Urologist,"Mulund West, Mumbai",95% ,(21 votes),₹2000
188,Dr. Tarun Jain,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",9 Years Experience Overall  (6 years as specialist),Urologist,"Tardeo, Mumbai",0,0,₹2000
189,Dr. Nasreen Gite,"MBBS, MS - General Surgery, MCh - Urology",8 Years Experience Overall,Urologist,"Chembur, Mumbai",0,0,₹1200
190,Dr. Pradeep Prabhakar Rao,"MBBS, DNB - Urology/Genito - Urinary Surgery",32 Years Experience Overall  (21 years as specialist),Urologist,"Parel, Mumbai",0,0,₹1850
191,Dr. Mukund Andakar,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",31 Years Experience Overall  (27 years as specialist),Urologist,"Tardeo, Mumbai",0,0,₹1500
192,Dr. Prakash Chandra Shetty,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",28 Years Experience Overall  (17 years as specialist),Urologist,"Powai, Mumbai",77% ,(22 votes),₹1700
193,Dr. Jitendra Jagtap,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",13 Years Experience Overall  (10 years as specialist),Urologist,"Parel, Mumbai",0,0,₹1850
194,Dr. Amit Pravin Gala,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",14 Years Experience Overall  (3 years as specialist),Urologist,"Malad, Mumbai",0,0,₹800
195,Dr. Mangesh Patil,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery, MNAMS - General Surgery",22 Years Experience Overall  (12 years as specialist),Urologist,"Mahim, Mumbai",95% ,(19 votes),₹1800
196,Dr. Ashutosh Baghel,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",17 Years Experience Overall  (6 years as specialist),Urologist,"Mira Road, Mumbai",0,0,₹1000
197,Dr. Sheshang U. Kamath,"MBBS, MCh - Urology",10 Years Experience Overall  (3 years as specialist),Urologist,"Borivali West, Mumbai",100% ,(12 votes),₹1500
198,Dr. Sachin Pahade,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",21 Years Experience Overall  (13 years as specialist),Urologist,"Mahim, Mumbai",0,0,₹1300
199,Dr. Suresh Kumar Bhagat,"MBBS, MS - Urology, MCh - Urology",20 Years Experience Overall  (16 years as specialist),Urologist,"Mahim, Mumbai",100% ,(12 votes),₹1800
200,Dr. M S Kothari,"MBBS, MS - General Surgery, MCh - Urology",34 Years Experience Overall  (26 years as specialist),Urologist,"Mahim, Mumbai",0,0,₹1300
201,Dr. Ravindra Hodarkar,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",45 Years Experience Overall  (39 years as specialist),Urologist,"Mahim, Mumbai",43% ,(14 votes),₹1300
202,Dr. Ketan Desai,"MCh - Urology, MS - General Surgery, DNB - General Surgery, MBBS",37 Years Experience Overall  (28 years as specialist),Urologist,"Peddar Road, Mumbai",0,0,₹3500
203,Dr. Samir S Shirodkar,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",28 Years Experience Overall  (17 years as specialist),Urologist,"Mahim, Mumbai",0,0,₹1800
204,Dr. Sayed Zaffar Karam,"MBBS, DNB - General Surgery, MCh - Urology",11 Years Experience Overall  (2 years as specialist),Urologist,"Chembur, Mumbai",0,0,₹1200
205,Dr. Abhishek M Shah,"MBBS, MS - General Surgery, MCh - Urology",14 Years Experience Overall  (2 years as specialist),Urologist,"Mahim, Mumbai",0,0,₹1800
206,Dr. Bhargava Reddy,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",21 Years Experience Overall  (16 years as specialist),Urologist,"Kukatpally, Hyderabad",91% ,(87 votes),₹499
207,Dr. Purna Chandra Reddy,"MBBS, MCh - Urology/Genito-Urinary Surgery",38 Years Experience Overall  (29 years as specialist),Urologist,"Somajiguda, Hyderabad",95% ,(260 votes),₹650
208,Dr. Srinivas N,"MBBS, MS - General Surgery, MCh - Urology",22 Years Experience Overall  (18 years as specialist),Urologist,"Dilsukhnagar, Hyderabad",92% ,(53 votes),₹500
209,Dr. Bhavatej Enganti,"MBBS, MS - General Surgery, MRCS (UK), DNB - General Surgery, MCh - Urology",14 Years Experience Overall  (9 years as specialist),Urologist,"Somajiguda, Hyderabad",96% ,(374 votes),₹650
210,Dr. Syed Mohammed Ghouse.,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",12 Years Experience Overall  (8 years as specialist),Urologist,"Somajiguda, Hyderabad",93% ,(30 votes),₹650
211,Dr. Rajendar Reddy,"MBBS, MS - General Surgery, FRCS - Urology, CCST - Urology",19 Years Experience Overall  (7 years as specialist),Urologist,"Ameerpet, Hyderabad",0,0,₹500
212,Dr. G.V. Rajgopal,"MBBS, MCh - Urology/Genito-Urinary Surgery",30 Years Experience Overall  (22 years as specialist),Urologist,"Kukatpally, Hyderabad",0,0,₹1000
213,Dr. Kammela Sreedhar,"MCh - Urology, MS - General Surgery, MBBS",36 Years Experience Overall  (34 years as specialist),Urologist,"Mehdipatnam, Hyderabad",87% ,(258 votes),₹500
214,Dr. Sanjay Sinha,"MBBS, MS - Urology, DNB - Urology/Genito - Urinary Surgery, MCh - Urology",26 Years Experience Overall,Urologist,"Hyderguda, Hyderabad",95% ,(22 votes),0
215,Dr. Rama Sanjay Y,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",31 Years Experience Overall  (30 years as specialist),Urologist,"Ameerpet, Hyderabad",76% ,(38 votes),₹700
216,Dr. G.C.Malakondaiah,"MBBS, MS - General Surgery, MCh - Urology",43 Years Experience Overall  (34 years as specialist),Urologist,"Lakdikapul, Hyderabad",100% ,(11 votes),₹950
217,Dr. Subramanyam Kolanukuduru,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, FRCS - Urology",40 Years Experience Overall  (33 years as specialist),Urologist,"Jubilee Hills, Hyderabad",95% ,(21 votes),₹1000
218,Dr. KVR Prasad,"MBBS, MS - General Surgery, MCh - Urology",34 Years Experience Overall  (32 years as specialist),Urologist,"Hitech City, Hyderabad",89% ,(90 votes),₹500
219,Dr. A V Ravi Kumar,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",34 Years Experience Overall  (26 years as specialist),Urologist,"Hitech City, Hyderabad",95% ,(138 votes),₹500
220,Dr. Rajagopal V,MBBS,37 Years Experience Overall,Urologist,"Jubilee Hills, Hyderabad",94% ,(17 votes),₹1000
221,Dr. DVSLN Sharma,"MBBS, MS - General Surgery, MCh - Urology",32 Years Experience Overall  (22 years as specialist),Urologist,"Jubilee Hills, Hyderabad",0,0,₹1000
222,Dr. Sanjai Addla,"FRCS - Urology, MRCS (UK), MBBS",25 Years Experience Overall  (15 years as specialist),Urologist,"Jubilee Hills, Hyderabad",100% ,(13 votes),₹1000
223,Dr. Arun Shah,"MBBS, MS - General Surgery, MCh - Urology",36 Years Experience Overall  (35 years as specialist),Urologist,"Jubilee Hills, Hyderabad",0,0,₹1000
224,Dr. C Raveendra Reddy,"MBBS, MCh - Urology, MS - General Surgery",20 Years Experience Overall  (7 years as specialist),Urologist,"Kukatpally, Hyderabad",93% ,(85 votes),₹500
225,Dr. Mohammed Taif N Bendigeri,"MBBS, MS - General Surgery, MCh - Urology",12 Years Experience Overall  (9 years as specialist),Urologist,"Hitech City, Hyderabad",100% ,(24 votes),₹650
226,Dr. Raghuveer Karne,"MBBS, DNB - Urology/Genito - Urinary Surgery",13 Years Experience Overall  (4 years as specialist),Urologist,"Dilsukhnagar, Hyderabad",0,0,₹700
227,Dr. Vasanth Rao Periketi,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",15 Years Experience Overall  (7 years as specialist),Urologist,"Kanchanbagh, Hyderabad",96% ,(27 votes),₹1000
228,Dr. Sarika H Pandya,"MBBS, DNB - Urology/Genito - Urinary Surgery",16 Years Experience Overall  (9 years as specialist),Urologist,"Somajiguda, Hyderabad",89% ,(57 votes),₹650
229,Dr. Gopal Ramdas Tak,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",13 Years Experience Overall  (9 years as specialist),Urologist,"Somajiguda, Hyderabad",0,0,₹650
230,Dr. R. Deepak,"MBBS, MS - General Surgery, MCh - Urology",14 Years Experience Overall  (9 years as specialist),Urologist,"Hitech City, Hyderabad",100% ,(39 votes),₹700
231,Dr. Rajesh Kumar Reddy Adapala,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",15 Years Experience Overall  (4 years as specialist),Urologist,"Somajiguda, Hyderabad",0,0,₹650
232,Dr. P. Naveen kumar,"MBBS, MS - Urology, MCh - Urology",14 Years Experience Overall,Urologist,"Nacharam, Hyderabad",91% ,(32 votes),₹600
233,Dr. Chandra Sekhar B,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",19 Years Experience Overall  (9 years as specialist),Urologist,"Gachibowli, Hyderabad",0,0,₹500
234,Dr. Mohammed Khaja Arifuddin,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",17 Years Experience Overall  (11 years as specialist),Urologist,"KPHB, Hyderabad",0,0,₹400
235,Dr. Hemnath U A,"MBBS, MS - General Surgery, MCh - Urology",12 Years Experience Overall  (3 years as specialist),Urologist,"Kondapur, Hyderabad",0,0,₹500
236,Dr. P Praneeth,"MBBS, MS - General Surgery, MCh - Urology",4 Years Experience Overall  (2 years as specialist),Urologist,"Manikonda, Hyderabad",0,0,₹600
237,Dr. Venu,"MBBS, DNB - Urology/Genito - Urinary Surgery",25 Years Experience Overall  (7 years as specialist),Urologist,"LB Nagar, Hyderabad",0,0,₹680
238,Dr. Leela krishna Karri,"MBBS, MS - General Surgery, MCh - Urology",11 Years Experience Overall  (2 years as specialist),Urologist,"Hitech City, Hyderabad",0,0,₹700
239,Dr. Rakesh Panda,"MBBS, MS - General Surgery, MCh - Urology",11 Years Experience Overall  (3 years as specialist),Urologist,"Kondapur, Hyderabad",0,0,₹500
