,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
140,Dr. Sumeet G Pawar,"DNB - Neurosurgery, MBBS",13 Years Experience Overall  (6 years as specialist),Neurosurgeon,"Chembur, Mumbai",Mumbai,0,0,₹1500
141,Dr. Abhidha Shah,"MBBS, MS - General Surgery, MCh - Neuro Surgery",14 Years Experience Overall,Neurosurgeon,"Colaba, Mumbai",Mumbai,0,0,₹2500
142,Dr. Batuk Diyora,"MBBS, MS - General Surgery, DNB - Neurosurgery",22 Years Experience Overall  (15 years as specialist),Neurosurgeon,"Mahim, Mumbai",Mumbai,0,0,₹1800
143,Dr. Pandurang Reddy M,"DNB - Neurosurgery, MS - General Surgery, MBBS, Fellowship in Interventional Neurosurgery (FINR)",20 Years Experience Overall  (11 years as specialist),Neurosurgeon,"Mahim, Mumbai",Mumbai,0,0,₹2800
144,Dr. Aditya Patil,"MBBS, MS - General Surgery, MCh - Neuro Surgery",13 Years Experience Overall  (5 years as specialist),Neurosurgeon,"Wadala, Mumbai",Mumbai,0,0,₹1500
145,Dr. Ajit Mishra,"MBBS, MS - General Surgery, MCh - Neuro Surgery",12 Years Experience Overall  (4 years as specialist),Neurosurgeon,"Malad West, Mumbai",Mumbai,0,0,₹1200
146,Dr. Smita Thorve,"MBBS, DNB - General Surgery, DNB - Neurosurgery",8 Years Experience Overall  (2 years as specialist),Neurosurgeon,"Chembur East, Mumbai",Mumbai,0,0,₹1200
147,Dr. Vivek Patel,"DNB - Neurosurgery, MS - General Surgery, MBBS",5 Years Experience Overall  (2 years as specialist),Neurosurgeon,"Borivali West, Mumbai",Mumbai,0,0,₹1500
148,Dr. Ravi Balkrishna Sangle,"MBBS, MCh - Neuro Surgery",13 Years Experience Overall  (2 years as specialist),Neurosurgeon,"Mulund West, Mumbai",Mumbai,0,0,₹1500
149,Dr. Darpan J. Thakre,"MBBS, MS - General Surgery, DNB - Neurosurgery",14 Years Experience Overall  (10 years as specialist),Neurosurgeon,"Mahim, Mumbai",Mumbai,71%,(14 votes),₹2500
150,Dr. Samir Parekh,"DNB - Neurosurgery, MBBS",19 Years Experience Overall  (13 years as specialist),Neurosurgeon,"Malad, Mumbai",Mumbai,0,0,₹3500
151,Dr. Sri Ram Chandra Damaraju,"MBBS, MCh - Neuro Surgery, DNB - Neurology",31 Years Experience Overall  (25 years as specialist),Neurosurgeon,"Himayat Nagar, Hyderabad",Hyderabad,99%,(209 votes),₹1100
152,Dr. Arun Reddy,"MBBS, DNB - Neurosurgery",14 Years Experience Overall  (7 years as specialist),Neurosurgeon,"Miyapur, Hyderabad",Hyderabad,0,0,₹600
153,Dr. B.S.V. Raju,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MCh - Neuro Surgery",30 Years Experience Overall  (25 years as specialist),Neurosurgeon,"Ameerpet, Hyderabad",Hyderabad,77%,(94 votes),₹650
154,Dr. Laxminadh Sivaraju,"MBBS, MCh - Neuro Surgery",18 Years Experience Overall  (9 years as specialist),Neurosurgeon,"Mehdipatnam, Hyderabad",Hyderabad,0,0,₹650
155,Dr. Uday Goutam,"MBBS, MCh - Neuro Surgery",17 Years Experience Overall  (3 years as specialist),Neurosurgeon,"KPHB, Hyderabad",Hyderabad,0,0,₹600
156,Dr. Sai Kalyan S,"MCh - Neuro Surgery, MS - General Surgery, MBBS",13 Years Experience Overall  (6 years as specialist),Neurosurgeon,"Attapur, Hyderabad",Hyderabad,0,0,₹600
157,Dr. Vishakha,"MCh - Neuro Surgery, MRCS (UK), DNB - General Surgery, MBBS",18 Years Experience Overall  (12 years as specialist),Neurosurgeon,"Madinaguda, Hyderabad",Hyderabad,95%,(176 votes),₹700
158,Dr. S Srikanth Reddy,"MBBS, MS - General Surgery, MCh - Neuro Surgery",16 Years Experience Overall  (8 years as specialist),Neurosurgeon,"Hitech City, Hyderabad",Hyderabad,98%,(52 votes),₹500
159,Dr. Kaushal Ippili,"MBBS, MS - General Surgery, DNB - Neurosurgery",21 Years Experience Overall  (10 years as specialist),Neurosurgeon,"Jubilee Hills, Hyderabad",Hyderabad,95%,(134 votes),₹1200
160,Dr. A.K. Purohit,"MBBS, MS - General Surgery, MCh - Neuro Surgery",41 Years Experience Overall  (35 years as specialist),Neurosurgeon,"Ameerpet, Hyderabad",Hyderabad,100%,(34 votes),₹700
161,Dr. Narreddy Manohar Reddy,"MBBS, MS - General Surgery, MCh - Neuro Surgery",26 Years Experience Overall  (24 years as specialist),Neurosurgeon,"Hyderguda, Hyderabad",Hyderabad,0,0,₹500
162,Dr. S Rajesh Reddy,"MBBS, MS - General Surgery, MCh - Neuro Surgery",17 Years Experience Overall  (11 years as specialist),Neurosurgeon,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹800
163,Dr. Rahul Lath,"MBBS, DNB - Neurosurgery, MCh - Neuro Surgery",29 Years Experience Overall  (23 years as specialist),Neurosurgeon,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹1000
164,Dr. Ratnam Boola Gnana,"MBBS, MCh - Neuro Surgery",25 Years Experience Overall,Neurosurgeon,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹1000
165,Dr. V Bramha Prasad,"MBBS, MCh - Neuro Surgery",19 Years Experience Overall  (8 years as specialist),Neurosurgeon,"Secunderabad, Hyderabad",Hyderabad,0,0,₹600
166,Dr. R T S Naik,"MBBS, MCh - Neuro Surgery, MS - General Surgery",30 Years Experience Overall  (25 years as specialist),Neurosurgeon,"Hyderguda, Hyderabad",Hyderabad,0,0,₹1000
167,Dr. B Kalyan,"MBBS, MCh - Neuro Surgery",12 Years Experience Overall  (11 years as specialist),Neurosurgeon,"Lakdikapul, Hyderabad",Hyderabad,0,0,₹950
168,Dr. Raghavendra H,"MBBS, MS - General Surgery, MCh - Neuro Surgery, Fellow in Spine Surgery",18 Years Experience Overall  (9 years as specialist),Neurosurgeon,"Ameerpet, Hyderabad",Hyderabad,100%,(172 votes),₹700
169,Dr. Y. Murali Krishna,"MBBS, MS - General Surgery, MCh - Neuro Surgery",17 Years Experience Overall  (14 years as specialist),Neurosurgeon,"Ameerpet, Hyderabad",Hyderabad,0,0,₹600
170,Dr. M.Sireesh Reddy,"MBBS, MS - General Surgery, MCh - Neuro Surgery",22 Years Experience Overall  (7 years as specialist),Neurosurgeon,"Lakdikapul, Hyderabad",Hyderabad,0,0,₹950
171,Dr. Aneel Kumar,"MBBS, MS - General Surgery, MCh - Neuro Surgery",12 Years Experience Overall,Neurosurgeon,"Hitech City, Hyderabad",Hyderabad,0,0,₹500
172,Dr. Tarang K. Vora,"MBBS, DNB - Neurosurgery",10 Years Experience Overall  (5 years as specialist),Neurosurgeon,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹1000
173,Dr. Soma Madhan Reddy,"MBBS, MS - General Surgery, DNB - Neurosurgery",22 Years Experience Overall  (9 years as specialist),Neurosurgeon,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹700
174,Dr. K S Kiran,"MBBS, MCh - Neuro Surgery",16 Years Experience Overall  (7 years as specialist),Neurosurgeon,"Chanda Nagar, Hyderabad",Hyderabad,0,0,₹400
175,Dr. Rohith Kumar Nayak,"MBBS, MS - General Surgery, MCh - Neuro Surgery",26 Years Experience Overall  (21 years as specialist),Neurosurgeon,"Kukatpally, Hyderabad",Hyderabad,0,0,₹500
176,Dr. Venkatesh Yeddula,"MBBS, MS - General Surgery, MCh - Neuro Surgery",20 Years Experience Overall,Neurosurgeon,"Lakdikapul, Hyderabad",Hyderabad,0,0,₹800
177,Dr. J. Gauri Shankar,"MBBS, MS - General Surgery, MCh - Neuro Surgery",23 Years Experience Overall  (10 years as specialist),Neurosurgeon,"LB Nagar, Hyderabad",Hyderabad,0,0,₹680
178,Dr. Sharan Basappa,"MBBS, MS - Neuro Surgery, DNB - Neurosurgery",12 Years Experience Overall,Neurosurgeon,"Kukatpally, Hyderabad",Hyderabad,0,0,₹500
179,Dr. Shyam Angatha,"MBBS, MS - General Surgery, MCh - Neuro Surgery",15 Years Experience Overall  (5 years as specialist),Neurosurgeon,"Ecil, Hyderabad",Hyderabad,0,0,₹500
180,Dr. Sanjeev Kumar,"MBBS, MS - General Surgery, MCh - Neuro Surgery",19 Years Experience Overall  (8 years as specialist),Neurosurgeon,"Chanda Nagar, Hyderabad",Hyderabad,0,0,₹500
