,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
145,Dr. Somnath Sengupta,"MD - Psychological Medicine, MBBS",32 Years Experience Overall,Psychiatrist,"Greater Kailash Part 2, Delhi",Delhi,0,0,₹2000
146,Dr. Sandeep Govil,"MBBS, DNB - Psychiatry",22 Years Experience Overall  (15 years as specialist),Psychiatrist,"Greater Kailash Part 2, Delhi",Delhi,84%,(50 votes),₹1200
147,Dr. Rahul Chandhok,"MBBS, M.D. (Psychiatry)",24 Years Experience Overall  (20 years as specialist),Psychiatrist,"Okhla, Delhi",Delhi,74%,(35 votes),₹1500
148,Dr. Shraddha Chaudhary,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (5 years as specialist),Psychiatrist,"Vasant Kunj, Delhi",Delhi,95%,(64 votes),₹1200
149,Dr. Shiraz,"MBBS, DPM (Psychiatry)",16 Years Experience Overall  (4 years as specialist),Psychiatrist,"Okhla Industrial Estate, Delhi",Delhi,95%,(44 votes),₹1500
150,Dr. Prashant Mishra,"DPM (Psychiatry), MBBS",11 Years Experience Overall  (6 years as specialist),Psychiatrist,"Naraina, Delhi",Delhi,100%,(21 votes),₹1500
151,Dr. Sonal Vermani,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (6 years as specialist),Psychiatrist,"Preet Vihar, Delhi",Delhi,0,0,₹700
152,Dr. Vasantha Jayaram,"MBBS, DPM (Psychiatry), DNB - Psychiatry",40 Years Experience Overall  (35 years as specialist),Psychiatrist,"Thiruvanmiyur, Chennai",Chennai,89%,(123 votes),₹1000
153,Dr. Esther Suresh,"MBBS, DPM (Psychiatry)",27 Years Experience Overall  (21 years as specialist),Psychiatrist,"Anna Nagar, Chennai",Chennai,98%,(675 votes),₹1000
154,Dr. Janaki Rajagopalan,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",17 Years Experience Overall  (14 years as specialist),Psychiatrist,"Gandhi Nagar, Chennai",Chennai,100%,(142 votes),₹2500
155,Dr. Poongodi Bala,"MBBS, MRCPsych, CCT- Child and Adolescent Psychiatry",20 Years Experience Overall  (9 years as specialist),Psychiatrist,"KK Nagar, Chennai",Chennai,97%,(38 votes),₹1500
156,Dr. Mythili,"MBBS, MRCPsych",21 Years Experience Overall  (16 years as specialist),Psychiatrist,"Pallavaram, Chennai",Chennai,98%,(100 votes),₹2000
157,Dr. Deepa Gopinath,"M.D. (Psychiatry), MBBS",10 Years Experience Overall  (5 years as specialist),Psychiatrist,"Madipakkam, Chennai",Chennai,98%,(42 votes),₹1000
158,Dr. Hema Tharoor,"MBBS, DNB - Psychiatry, DPM (Psychiatry)",28 Years Experience Overall  (22 years as specialist),Psychiatrist,"Alwarpet, Chennai",Chennai,78%,(23 votes),₹800
159,Dr. Bharathi Visveswaran,"MBBS, Diploma in Public Health, M.D. (Psychiatry)",36 Years Experience Overall  (30 years as specialist),Psychiatrist,"Greams Road, Chennai",Chennai,0,0,₹1000
160,Dr. T V Ashokan,"MBBS, DPM (Psychiatry), M.D. (Psychiatry)",41 Years Experience Overall  (35 years as specialist),Psychiatrist,"Tondiarpet, Chennai",Chennai,0,0,₹400
161,Dr. Karthik.M.S,"MBBS, M.D. (Psychiatry)",18 Years Experience Overall  (13 years as specialist),Psychiatrist,"Aminjikarai, Chennai",Chennai,95%,(40 votes),₹1500
162,Dr. Saritha,"MBBS, DPM (Psychiatry)",17 Years Experience Overall  (11 years as specialist),Psychiatrist,"Anna Nagar East, Chennai",Chennai,97%,(30 votes),₹1000
163,Dr. Sivabalan Elangovan,"MBBS, M.D. (Psychiatry)",17 Years Experience Overall  (11 years as specialist),Psychiatrist,"Anna Nagar East, Chennai",Chennai,98%,(43 votes),₹1000
164,Dr. Siddhika Ayyer,"DNB - Psychiatry, DPM (Psychiatry), MBBS",14 Years Experience Overall  (7 years as specialist),Psychiatrist,"Perumbakkam, Chennai",Chennai,0,0,₹800
165,Dr. S.Arunkumar,"MBBS, M.D. (Psychiatry), DPM (Psychiatry)",13 Years Experience Overall,Psychiatrist,"Mogappair West, Chennai",Chennai,98%,(1075 votes),₹3000
166,Dr. V Jaikumar,"MBBS, M.D. (Psychiatry)",23 Years Experience Overall  (16 years as specialist),Psychiatrist,"Velachery, Chennai",Chennai,88%,(33 votes),₹500
167,Dr. Vinayak V,"MBBS, DPM (Psychiatry), M.D. (Psychiatry)",16 Years Experience Overall  (14 years as specialist),Psychiatrist,"Santhome, Chennai",Chennai,98%,(111 votes),₹750
168,Dr. Ennapadam S. Krishnamoorthy,"MBBS, M.D. (Psychiatry)",31 Years Experience Overall  (27 years as specialist),Psychiatrist,"Teynampet, Chennai",Chennai,90%,(29 votes),₹1500
169,Dr. Sree Prathap,"MBBS, MRCPsych",22 Years Experience Overall  (17 years as specialist),Psychiatrist,"Pallavaram, Chennai",Chennai,98%,(179 votes),₹2000
170,Dr. Vijayakumar S,"MBBS, DPM (Psychiatry)",50 Years Experience Overall  (47 years as specialist),Psychiatrist,"Santhome, Chennai",Chennai,0,0,₹700
171,Dr. Arun Narayan Pradeep,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (7 years as specialist),Psychiatrist,"Perambur, Chennai",Chennai,97%,(31 votes),₹1000
172,Dr. Lakshmi Prabha,M.D. (Psychiatry),7 Years Experience Overall,Psychiatrist,"Porur, Chennai",Chennai,100%,(24 votes),₹1000
173,Dr. Sitharam K,"MRCP (UK), MBBS",26 Years Experience Overall  (16 years as specialist),Psychiatrist,"Velachery, Chennai",Chennai,58%,(19 votes),₹700
174,Dr. Vidhya Jothi.N,"MBBS, M.D. (Psychiatry)",6 Years Experience Overall  (2 years as specialist),Psychiatrist,"Tambaram, Chennai",Chennai,0,0,₹1500
175,Dr. D.Sai Baalasubramanian,"M.D. (Psychiatry), MBBS",19 Years Experience Overall  (9 years as specialist),Psychiatrist,"Chitlapakkam, Chennai",Chennai,100%,(25 votes),₹1000
176,Dr. S. Gopinath,"M.D. (Psychiatry), MBBS",10 Years Experience Overall  (4 years as specialist),Psychiatrist,"Madipakkam, Chennai",Chennai,100%,(49 votes),₹1000
177,Dr. Vasanth,"MBBS, M.D. (Psychiatry)",15 Years Experience Overall  (8 years as specialist),Psychiatrist,"OMR Road, Chennai",Chennai,89%,(18 votes),₹700
178,Dr. Muthu krishnan,"MBBS, M.D. (Psychiatry)",45 Years Experience Overall  (30 years as specialist),Psychiatrist,"Greams Road, Chennai",Chennai,0,0,₹1500
179,Dr. Susila Sharmili Kumaravel,"MBBS, M.D. (Psychiatry)",6 Years Experience Overall  (1 year as specialist),Psychiatrist,"Perumbakkam, Chennai",Chennai,0,0,₹750
180,Dr. Seshadri Harihar,"MBBS, MRCPsych",46 Years Experience Overall  (34 years as specialist),Psychiatrist,"Greams Road, Chennai",Chennai,0,0,₹1000
181,Dr. Bevin S,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (6 years as specialist),Psychiatrist,"Valasaravakkam, Chennai",Chennai,100%,(19 votes),₹1000
182,Dr. Vivek Arun Kumar J K,"M.D. (Psychiatry), MBBS",11 Years Experience Overall  (5 years as specialist),Psychiatrist,"Tambaram West, Chennai",Chennai,0,0,₹1500
183,Dr. Raman K,"M.D. (Psychiatry), MBBS",16 Years Experience Overall,Psychiatrist,"Vanagaram, Chennai",Chennai,0,0,₹800
184,Dr. Mithun Prasad.V,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (3 years as specialist),Psychiatrist,"Vadapalani, Chennai",Chennai,100%,(11 votes),₹800
185,Dr. Soumya,"M.D. (Psychiatry), MBBS",5 Years Experience Overall  (2 years as specialist),Psychiatrist,"Pallavaram, Chennai",Chennai,0,0,₹750
186,Dr. Suresh Kumar G D,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MRCP (UK), CCT- Child and Adolescent Psychiatry",24 Years Experience Overall  (8 years as specialist),Psychiatrist,"Thousand Lights, Chennai",Chennai,0,0,₹1000
187,Dr. Venkateswaran,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Thousand Lights, Chennai",Chennai,0,0,₹1000
188,Dr. Ketan Parmar,"MBBS, DPM (Psychiatry), MD - Psychological Medicine",34 Years Experience Overall  (32 years as specialist),Psychiatrist,"Borivali East, Mumbai",Mumbai,0,0,₹1200
189,Dr. Naazneen Ladak,"MBBS, DPM (Psychiatry)",16 Years Experience Overall  (15 years as specialist),Psychiatrist,"Andheri West, Mumbai",Mumbai,91%,(176 votes),₹2000
190,Dr. Payal Sharma Kamath,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (6 years as specialist),Psychiatrist,"Borivali East, Mumbai",Mumbai,96%,(193 votes),₹1500
191,Dr. Darpan Kaur,"MBBS, DNB - Psychiatry",17 Years Experience Overall  (12 years as specialist),Psychiatrist,"Sion East, Mumbai",Mumbai,99%,(77 votes),₹1500
192,Dr. Chetan Lokhande,"MBBS, M.D. (Psychiatry)",12 Years Experience Overall  (8 years as specialist),Psychiatrist,"Kurla East, Mumbai",Mumbai,100%,(22 votes),₹1300
193,Dr. Sneha Naik Samant,"DPM (Psychiatry), MBBS",12 Years Experience Overall  (5 years as specialist),Psychiatrist,"Borivali, Mumbai",Mumbai,99%,(68 votes),₹1200
194,Dr. Nikhil Gurjar,"MBBS, M.D. (Psychiatry)",4 Years Experience Overall  (1 year as specialist),Psychiatrist,"Mahim, Mumbai",Mumbai,0,0,₹1300
195,Dr. Rohann Bokdawala,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (8 years as specialist),Psychiatrist,"Marine Lines, Mumbai",Mumbai,97%,(375 votes),₹2500
196,Dr. Smit JP,"MBBS, M.D. (Psychiatry)",2 Years Experience Overall  (1 year as specialist),Psychiatrist,"Borivali East, Mumbai",Mumbai,0,0,₹1200
197,Dr. Shyam Mithiya,"MBBS, DPM (Psychiatry)",15 Years Experience Overall  (11 years as specialist),Psychiatrist,"Ghatkopar West, Mumbai",Mumbai,96%,(1380 votes),₹1750
198,Dr. Ankita Mishra,"MBBS, M.D. (Psychiatry)",15 Years Experience Overall  (11 years as specialist),Psychiatrist,"Dadar, Mumbai",Mumbai,97%,(37 votes),₹3000
199,Dr. Parul Tank,"MBBS, MD - Psychological Medicine",26 Years Experience Overall  (21 years as specialist),Psychiatrist,"Mulund West, Mumbai",Mumbai,95%,(85 votes),₹2000
200,Dr. Anjali  Karira,"MBBS, M.D. (Psychiatry)",15 Years Experience Overall  (10 years as specialist),Psychiatrist,"Bandra West, Mumbai",Mumbai,99%,(86 votes),₹2000
201,Dr. Santosh Bangar,"MBBS, M.D. (Psychiatry), Diploma in Psychiatry, MRCPsych, Diploma in Clinical Psychiatry, Diploma in Clinical Psychiatry",23 Years Experience Overall  (16 years as specialist),Psychiatrist,"Parel, Mumbai",Mumbai,100%,(113 votes),₹3100
202,Dr. Jalpa Bhuta,"MBBS, MD - Psychological Medicine, DNB - Psychiatry, MRCPsych",23 Years Experience Overall  (22 years as specialist),Psychiatrist,"Parel, Mumbai",Mumbai,87%,(15 votes),₹1850
203,Dr. Paresh C. Trivedi,"MBBS, DPM (Psychiatry)",30 Years Experience Overall  (26 years as specialist),Psychiatrist,"Andheri West, Mumbai",Mumbai,96%,(902 votes),₹1500
204,Dr. Kedar Tilwe,"DNB - Psychiatry, DPM (Psychiatry), MBBS",15 Years Experience Overall  (11 years as specialist),Psychiatrist,"Mulund West, Mumbai",Mumbai,92%,(24 votes),₹1500
205,Dr. Adita Agrawal,"MBBS, DNB - Psychiatry",13 Years Experience Overall  (10 years as specialist),Psychiatrist,"Jogeshwari West, Mumbai",Mumbai,83%,(23 votes),₹1500
206,Dr. Rajiv Anand,"MBBS, M.D. (Psychiatry)",46 Years Experience Overall  (40 years as specialist),Psychiatrist,"Andheri West, Mumbai",Mumbai,93%,(257 votes),₹2000
207,Dr. Nikunj Gokani,"M.D. (Psychiatry), MBBS",4 Years Experience Overall  (1 year as specialist),Psychiatrist,"Chembur East, Mumbai",Mumbai,100%,(26 votes),₹1500
208,Dr. Sagar Mundada,"M.D. (Psychiatry), MBBS",11 Years Experience Overall  (6 years as specialist),Psychiatrist,"Powai, Mumbai",Mumbai,98%,(282 votes),₹2000
209,Dr. Priyadarshani Jain,"M.D. (Psychiatry), MBBS, DPM (Psychiatry)",17 Years Experience Overall  (10 years as specialist),Psychiatrist,"Andheri East, Mumbai",Mumbai,100%,(165 votes),₹3000
210,Dr. Anita Sukhwani,"MBBS, DPM (Psychiatry)",31 Years Experience Overall  (26 years as specialist),Psychiatrist,"Mahalaxmi, Mumbai",Mumbai,94%,(193 votes),₹3000
211,Dr. Austin Fernandes,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall,Psychiatrist,"Powai, Mumbai",Mumbai,0,0,₹1600
212,Dr. Anshu Kulkarni,"MD - Psychological Medicine, MBBS",24 Years Experience Overall  (21 years as specialist),Psychiatrist,"Mahim, Mumbai",Mumbai,90%,(252 votes),₹2500
213,Dr. Aditya Nair,"MBBS, DPM (Psychiatry)",19 Years Experience Overall  (15 years as specialist),Psychiatrist,"Chembur East, Mumbai",Mumbai,93%,(27 votes),₹1000
214,Dr. Parijat Roy,"M.D. (Psychiatry), MBBS",8 Years Experience Overall  (1 year as specialist),Psychiatrist,"Dadar West, Mumbai",Mumbai,0,0,₹1200
215,Dr. Jyoti Maheshwari,"MBBS, DPM (Psychiatry)",31 Years Experience Overall  (27 years as specialist),Psychiatrist,"Andheri West, Mumbai",Mumbai,92%,(13 votes),₹2500
216,Dr. Sumedha Tiwari,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (5 years as specialist),Psychiatrist,"Jogeshwari West, Mumbai",Mumbai,95%,(20 votes),₹1500
217,Dr. Smruti Karambelkar,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (7 years as specialist),Psychiatrist,"Andheri West, Mumbai",Mumbai,0,0,₹1500
218,Dr. Chinmay Kulkarni,"DPM (Psychiatry), MBBS",13 Years Experience Overall  (6 years as specialist),Psychiatrist,"Powai, Mumbai",Mumbai,99%,(164 votes),₹1300
219,Dr. Parth Nagda,"MBBS, M.D. (Psychiatry)",4 Years Experience Overall  (3 years as specialist),Psychiatrist,"Matunga East, Mumbai",Mumbai,100%,(13 votes),₹1200
220,Dr. Akanksha Rathi Maheshwari,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (5 years as specialist),Psychiatrist,"Andheri West, Mumbai",Mumbai,0,0,₹2000
221,Dr. Prakhar Jain,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (3 years as specialist),Psychiatrist,"Marine Lines, Mumbai",Mumbai,0,0,₹1500
222,Dr. Ruhi Satija,"MBBS, DPM (Psychiatry)",8 Years Experience Overall  (4 years as specialist),Psychiatrist,"Dadar, Mumbai",Mumbai,0,0,₹1500
223,Dr. Siva Anoop Yella,"MBBS, M.D. (Psychiatry)",5 Years Experience Overall  (2 years as specialist),Psychiatrist,"Ameerpet, Hyderabad",Hyderabad,0,0,₹1000
224,Dr. Vikram A,"DPM (Psychiatry), MBBS",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Chanda Nagar, Hyderabad",Hyderabad,96%,(51 votes),₹1000
225,Dr. D Suresh,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (6 years as specialist),Psychiatrist,"Himayat Nagar, Hyderabad",Hyderabad,0,0,₹1000
226,Dr. Farheen Sultana,"MBBS, M.D. (Psychiatry)",8 Years Experience Overall  (5 years as specialist),Psychiatrist,"Gachibowli, Hyderabad",Hyderabad,100%,(13 votes),₹1500
227,Dr. Asfiya Kulsum,"MBBS, M.D. (Psychiatry)",6 Years Experience Overall  (3 years as specialist),Psychiatrist,"Langar Houz, Hyderabad",Hyderabad,91%,(23 votes),₹600
228,Dr. Gautami Nagabhirava,"MBBS, M.D. (Psychiatry)",8 Years Experience Overall  (4 years as specialist),Psychiatrist,"Nizampet, Hyderabad",Hyderabad,0,0,₹600
229,Dr. Sunil Kumar A,"MBBS, M.D. (Psychiatry)",18 Years Experience Overall  (2 years as specialist),Psychiatrist,"Madhapur, Hyderabad",Hyderabad,0,0,₹1250
230,Dr. Muchipalli Sai Prashanthi,"M.D. (Psychiatry), MBBS",7 Years Experience Overall  (3 years as specialist),Psychiatrist,"Suchitra Circle, Hyderabad",Hyderabad,0,0,₹1000
231,Dr. Srinivas K,"MBBS, M.D. (Psychiatry), Master of Public Health (MPH)",10 Years Experience Overall  (9 years as specialist),Psychiatrist,"Kukatpally, Hyderabad",Hyderabad,98%,(123 votes),₹1000
232,Dr. Bandari Srikanth,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (5 years as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,97%,(72 votes),₹1000
233,Dr. Anitha,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall,Psychiatrist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹1100
234,Dr. Sai Naveen Singagari,"M.D. (Psychiatry), MBBS",5 Years Experience Overall  (2 years as specialist),Psychiatrist,"Manikonda, Hyderabad",Hyderabad,0,0,₹800
235,Dr. Jagadeesh Babu,"BHMS, M.D. Hom. (Psychiatry), MSc - Psychology",17 Years Experience Overall  (9 years as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,83%,(88 votes),₹500
236,Dr. Rajesh,"MBBS, M.D. (Psychiatry)",26 Years Experience Overall  (21 years as specialist),Psychiatrist,"Ameerpet, Hyderabad",Hyderabad,98%,(113 votes),₹500
237,Dr. Praveen Kumar Chintapanti,"MBBS, DPM (Psychiatry)",26 Years Experience Overall,Psychiatrist,"Jubilee Hills, Hyderabad",Hyderabad,90%,(39 votes),₹2000
238,Dr. Aparna B,"MBBS, DNB - Psychiatry",12 Years Experience Overall  (5 years as specialist),Psychiatrist,"Alwal, Hyderabad",Hyderabad,98%,(120 votes),₹600
239,Dr. Harish Chandra Reddy,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (10 years as specialist),Psychiatrist,"KPHB, Hyderabad",Hyderabad,98%,(182 votes),₹1000
240,Dr. K.Nihal Balaji,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (7 years as specialist),Psychiatrist,"Nallakunta, Hyderabad",Hyderabad,0,0,₹1000
241,Dr. Aana Shaunak Shah,"MBBS, M.D. (Psychiatry)",5 Years Experience Overall  (1 year as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹900
242,Dr. B Kranthi Kiran,"MBBS, M.D. (Psychiatry)",33 Years Experience Overall  (22 years as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,95%,(55 votes),₹3000
243,Dr. Keshav Rao Devulapally,"MBBS, M.D. (Psychiatry)",30 Years Experience Overall  (29 years as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,96%,(76 votes),₹1500
244,Dr. Kartik Valipay,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (3 years as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹800
245,Dr. Krishnasahithi,"MBBS, M.D. (Psychiatry)",12 Years Experience Overall  (6 years as specialist),Psychiatrist,"Jubilee Hills, Hyderabad",Hyderabad,79%,(14 votes),₹800
246,Dr. Nithin Kondapuram,"Diploma in Psychiatry, MBBS",11 Years Experience Overall  (7 years as specialist),Psychiatrist,"Ameerpet, Hyderabad",Hyderabad,0,0,₹1000
247,Dr. Prabhakar Korada,"DNB - Psychiatry, MBBS",47 Years Experience Overall  (26 years as specialist),Psychiatrist,"Secunderabad, Hyderabad",Hyderabad,0,0,₹1500
248,Dr. Lokesh Kumar Kalasapati,"M.D. (Psychiatry), MBBS",12 Years Experience Overall  (9 years as specialist),Psychiatrist,"Kukatpally, Hyderabad",Hyderabad,100%,(40 votes),₹600
249,Dr. Neilofor Hussain,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (5 years as specialist),Psychiatrist,"Malakpet, Hyderabad",Hyderabad,100%,(16 votes),₹1200
250,Dr. Ashok K. Alimchandani,"MBBS, DPM (Psychiatry), M.D. (Psychiatry)",33 Years Experience Overall,Psychiatrist,"Secunderabad, Hyderabad",Hyderabad,53%,(19 votes),₹1000
251,Dr. Nandini Bandikatla,"MBBS, MRCP (UK)",22 Years Experience Overall  (5 years as specialist),Psychiatrist,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹2000
252,Dr. Nishanth Vemana,"M.D. (Psychiatry), MBBS",12 Years Experience Overall  (8 years as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,97%,(90 votes),₹1000
253,Dr. Virinchi Sharma,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (7 years as specialist),Psychiatrist,"Padmarao Nagar, Hyderabad",Hyderabad,99%,(356 votes),₹1500
254,Dr. Shanti Mohan,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (4 years as specialist),Psychiatrist,"Jeedimetla, Hyderabad",Hyderabad,0,0,₹1000
255,Dr. Navitha Reddy,"MBBS, M.D. (Psychiatry)",12 Years Experience Overall  (6 years as specialist),Psychiatrist,"Jubilee Hills, Hyderabad",Hyderabad,95%,(57 votes),₹800
256,Dr. Divya Devulapally,"MBBS, Diploma in Psychiatry, MRCPsych",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹1200
257,Dr. Shahjahan Akthar,"M.D. (Psychiatry), MBBS",7 Years Experience Overall  (3 years as specialist),Psychiatrist,"Secunderabad, Hyderabad",Hyderabad,0,0,₹1000
258,Dr. Vijay Mathews,"M.D. (Psychiatry), MBBS",12 Years Experience Overall  (4 years as specialist),Psychiatrist,"Vidyanagar, Hyderabad",Hyderabad,0,0,₹1000
259,Dr. Vishnu G,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (7 years as specialist),Psychiatrist,"Chaitanyapuri, Hyderabad",Hyderabad,0,0,₹1000
260,Dr. Naveen Kumar Dhagudu,"MBBS, M.D. (Psychiatry), DM - Addiction Psychiatry",15 Years Experience Overall  (11 years as specialist),Psychiatrist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹500
261,Dr. Sunil Reddy A,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (2 years as specialist),Psychiatrist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹700
262,Dr. Ramesh Ammati,"MBBS, M.D. (Psychiatry)",4 Years Experience Overall,Psychiatrist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹500
263,Dr. Madhu Mohan M,"MBBS, M.D. (Psychiatry)",5 Years Experience Overall  (2 years as specialist),Psychiatrist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹1500
264,Dr. Deepika Kommu,"M.D. (Psychiatry), MBBS",6 Years Experience Overall  (3 years as specialist),Psychiatrist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹1500
265,Dr. B Sushma,"MBBS, M.D. (Psychiatry)",5 Years Experience Overall  (2 years as specialist),Psychiatrist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹1500
