,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
133,Dr. Deepak Lahoti,"MBBS, MD - Medicine, DM - Gastroenterology",32 Years Experience Overall,Gastroenterologist,"Patparganj, Delhi",Delhi,68%,(72 votes),₹1300
134,Dr. Manjit Singh Paul,"MBBS, MD - Medicine, DM - Gastroenterology",42 Years Experience Overall  (29 years as specialist),Gastroenterologist,"Shalimar Bagh, Delhi",Delhi,94%,(64 votes),₹1200
135,Dr. Suneel Chakravarty,"MBBS, MD - General Medicine, DM - Gastroenterology",16 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Saket, Delhi",Delhi,0,0,₹1200
136,Dr. Hitendra Garg,"DM - Gastroenterology, MBBS, MD - General Medicine",14 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
137,Dr. Kaushal Madan,"DNB - General Medicine, MBBS, DM - Gastroenterology",27 Years Experience Overall  (20 years as specialist),Gastroenterologist,"Saket, Delhi",Delhi,82%,(11 votes),₹1500
138,Dr. Brig. Pankaj Puri,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Gastroenterology",33 Years Experience Overall  (23 years as specialist),Gastroenterologist,"Okhla, Delhi",Delhi,94%,(16 votes),₹1500
139,Dr. Subrat Acharya,"MBBS, MD - General Medicine, DM - Gastroenterology",40 Years Experience Overall,Gastroenterologist,"Okhla, Delhi",Delhi,0,0,₹2000
140,Dr. Sharat Varma,"MBBS, DNB - Pediatrics, PhD - Paediatric, Fellowship in Gastroenterology",16 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Patparganj, Delhi",Delhi,0,0,₹1000
141,Dr. Naresh Agarwal,"MBBS, MD - Medicine, DM - Gastroenterology",28 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Patparganj, Delhi",Delhi,52%,(33 votes),₹1000
142,Dr. Anando Sengupta,"MBBS, DNB - General Medicine, DNB - Gastroenterology",11 Years Experience Overall  (2 years as specialist),Gastroenterologist,"Patparganj, Delhi",Delhi,0,0,₹600
143,Dr. Surakshith T K,"MBBS, MD - General Medicine, DNB - Gastroenterology",10 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Okhla, Delhi",Delhi,0,0,₹1200
144,Dr. B.P Singh,"MBBS, MD - Medicine, DNB - Gastroenterology",23 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Saket, Delhi",Delhi,50%,(16 votes),₹1200
145,Dr. S. Arulprakash,"MBBS, DM - Gastroenterology, DNB - Gastroenterology, MD - Pediatrics, DNB - Paediatrics",21 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Porur, Chennai",Chennai,98%,(146 votes),₹600
146,Dr. R. Kamalakannan,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",24 Years Experience Overall  (10 years as specialist),Gastroenterologist,"Purasawakkam, Chennai",Chennai,99%,(462 votes),₹500
147,Dr. Mahesh Sundaram,"MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology",24 Years Experience Overall  (18 years as specialist),Gastroenterologist,"Madipakkam, Chennai",Chennai,97%,(158 votes),₹500
148,Dr. Tarakeshwari M,"MBBS, MD - General Medicine, DM - Gastroenterology",19 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Valasaravakkam, Chennai",Chennai,0,0,₹600
149,Dr. T.S.Chandrasekar,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",27 Years Experience Overall  (22 years as specialist),Gastroenterologist,"Perungudi, Chennai",Chennai,97%,(60 votes),₹700
150,Dr. Rajkumar Rathinasamy,"MBBS, MCh - Surgical Gastroenterology/G.I. Surgery, MRCS (UK), MS - General Surgery",22 Years Experience Overall  (14 years as specialist),Gastroenterologist,"Perumbakkam, Chennai",Chennai,86%,(44 votes),₹700
151,Dr. Tarun J George,"DM - Gastroenterology, MD - General Medicine, MBBS",11 Years Experience Overall  (5 years as specialist),Gastroenterologist,"KK Nagar, Chennai",Chennai,100%,(57 votes),₹850
152,Dr. Joy Varghese,"MBBS, MD - General Medicine, DM - Gastroenterology",26 Years Experience Overall  (14 years as specialist),Gastroenterologist,"Perumbakkam, Chennai",Chennai,100%,(12 votes),₹800
153,Dr. S. Palaniappan,"MBBS, MD - General Medicine, DM - Gastroenterology",32 Years Experience Overall  (22 years as specialist),Gastroenterologist,"Manapakkam, Chennai",Chennai,89%,(46 votes),₹800
154,Dr. Satish Devakumar,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",20 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Velachery, Chennai",Chennai,97%,(215 votes),₹500
155,Dr. ILAVARASI .L,"MD - General Medicine, DM - Gastroenterology, MBBS",14 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Chetpet, Chennai",Chennai,98%,(41 votes),₹500
156,Dr. Prof. A Murali,"MBBS, MD - General Medicine, DM - Gastroenterology",39 Years Experience Overall  (30 years as specialist),Gastroenterologist,"Manapakkam, Chennai",Chennai,100%,(13 votes),₹800
157,Dr. M. Srinivas,"MBBS, MRCP (UK)",29 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Perumbakkam, Chennai",Chennai,100%,(27 votes),₹800
158,Dr. Magnus Jayaraj Mansard,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology, MRCS (UK)",23 Years Experience Overall  (18 years as specialist),Gastroenterologist,"Perumbakkam, Chennai",Chennai,96%,(23 votes),₹800
159,Dr. V Vimalraj,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",25 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Manapakkam, Chennai",Chennai,0,0,₹800
160,Dr. Vishnu Abhishek Raju,"MBBS, MD - General Medicine, DM - Gastroenterology",15 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Perumbakkam, Chennai",Chennai,0,0,₹800
161,Dr. Elankumaran K,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",19 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Alwarpet, Chennai",Chennai,0,0,₹600
162,Dr. Muthukumaran K,"MBBS, MD - General Medicine, DM - Gastroenterology",12 Years Experience Overall,Gastroenterologist,"Vanagaram, Chennai",Chennai,0,0,₹600
163,Dr. Hemamala Venugopal Saithanyamurthi,"MBBS, MD - General Medicine, DM - Gastroenterology",27 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Manapakkam, Chennai",Chennai,0,0,₹800
164,Dr. B S Ramakrishna,"MBBS, MD - General Medicine, DM - Gastroenterology",44 Years Experience Overall  (38 years as specialist),Gastroenterologist,"Vadapalani, Chennai",Chennai,94%,(84 votes),₹800
165,Dr. B Mahadevan,"MD - Pediatrics, DM - Gastroenterology, MBBS",13 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Perumbakkam, Chennai",Chennai,73%,(15 votes),₹800
166,Dr. Prabudoss,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",21 Years Experience Overall  (18 years as specialist),Gastroenterologist,"Velachery, Chennai",Chennai,96%,(410 votes),₹700
167,Dr. Anisha Ashok,"MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, MBBS",16 Years Experience Overall  (12 years as specialist),Gastroenterologist,"T Nagar, Chennai",Chennai,92%,(210 votes),₹800
168,Dr. Umalakshmi Premnath,"MBBS, MD - General Medicine, DM - Medical Gastroenterology",5 Years Experience Overall  (3 years as specialist),Gastroenterologist,"Chetpet, Chennai",Chennai,100%,(14 votes),₹500
169,Dr. Mohan A T,"MBBS, MD - General Medicine, DM - Gastroenterology",37 Years Experience Overall,Gastroenterologist,"Greams Road, Chennai",Chennai,75%,(20 votes),₹1000
170,Dr. Venkatesh Munikrishnan,"MBBS, FRCS - General Surgery (Colorectal), MRCS (UK)",27 Years Experience Overall  (21 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,95%,(560 votes),₹1000
171,Dr. Preethi M,"DM - Gastroenterology, DNB - General Medicine, MBBS, MRCP (UK)",19 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1000
172,Dr. Patta Radhakrishna,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",29 Years Experience Overall  (28 years as specialist),Gastroenterologist,"Vadapalani, Chennai",Chennai,100%,(72 votes),₹800
173,Dr. Ravi R,"MBBS, MD - General Medicine, DM - Gastroenterology",39 Years Experience Overall  (27 years as specialist),Gastroenterologist,"Chromepet, Chennai",Chennai,0,0,₹600
174,Dr. Premkumar K,"MBBS, MD - General Medicine, DM - Gastroenterology",16 Years Experience Overall,Gastroenterologist,"Teynampet, Chennai",Chennai,0,0,₹1000
175,Dr. L. Anand,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",26 Years Experience Overall  (22 years as specialist),Gastroenterologist,"MRC Nagar, Chennai",Chennai,0,0,₹700
176,Dr. Shanthi Vijayaraghavan,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics, DM - Gastroenterology",36 Years Experience Overall  (23 years as specialist),Gastroenterologist,"OMR Road, Chennai",Chennai,0,0,₹700
177,Dr. S Rajendran,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",34 Years Experience Overall  (22 years as specialist),Gastroenterologist,"Teynampet, Chennai",Chennai,0,0,₹1000
178,Dr. Aditya Shah,"MBBS, MD - General Medicine, DM - Gastroenterology",12 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Tharamani, Chennai",Chennai,95%,(120 votes),₹1000
179,Dr. Dinesh Jothimani,"MBBS, MRCP (UK)",22 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Chromepet, Chennai",Chennai,0,0,₹600
180,Dr. Mohammed Nayeem,"MBBS, MS - General Surgery, MRCS (UK)",24 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1000
181,Dr. Usha Srinivas,"MBBS, MD - General Medicine, DM - Gastroenterology",29 Years Experience Overall  (27 years as specialist),Gastroenterologist,"Teynampet, Chennai",Chennai,0,0,₹1000
182,Dr. Ramkumar G,"MBBS, MD - General Medicine, DM - Gastroenterology",26 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Tondiarpet, Chennai",Chennai,0,0,₹400
183,Dr. Porselvi Rajin,"MBBS, DNB - General Medicine, DM - Gastroenterology",20 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Kilpauk, Chennai",Chennai,0,0,₹1000
184,Dr. Barathkumar Mookiah,"MBBS, MD - Lab Medicine, DNB - Gastroenterology, MD - General Medicine",23 Years Experience Overall  (22 years as specialist),Gastroenterologist,"Kilpauk, Chennai",Chennai,0,0,₹700
185,Dr. Hariharan Muthuswamy,"MBBS, MD - General Medicine, DM - Gastroenterology",27 Years Experience Overall  (25 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1000
186,Dr. Sarojini Parameswaran,"MBBS, DNB - General Medicine, DM - Gastroenterology, Diploma in Dermatology",27 Years Experience Overall  (22 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1500
187,Dr. Revathy Shanmugam,"MBBS, MD - General Medicine, DM - Gastroenterology",24 Years Experience Overall  (22 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1500
188,Dr. Ubal Dhus,"MBBS, MD - General Medicine, DM - Gastroenterology",24 Years Experience Overall  (22 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,64%,(14 votes),₹1500
189,Dr. Saptarshi Bishnu,"DM - Hepatology, MBBS, MD - General Medicine",13 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1000
190,Dr. Sugi Subramaniam Raghavan Velayutham,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",12 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Vadapalani, Chennai",Chennai,0,0,₹500
191,Dr. Seshadri Venkatesh P,"DNB - General Medicine, DNB - Gastroenterology, MBBS",24 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1500
192,Dr. Kavitha Sampathkumar,"MBBS, DNB - Gastroenterology",21 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Vadapalani, Chennai",Chennai,0,0,₹500
193,Dr. J.Saravanan,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",17 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Kilpauk, Chennai",Chennai,0,0,₹750
194,Dr. Piramanayagam P,"MBBS, MD - General Medicine, DM - Gastroenterology",17 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Greams Road, Chennai",Chennai,0,0,₹1500
195,Dr. Swati Raju,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Vadapalani, Chennai",Chennai,0,0,₹500
196,Dr. Perungo Thirumarai Chelvan,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",18 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Chromepet, Chennai",Chennai,82%,(11 votes),₹800
197,Dr. Jagadeesh Menon,"MBBS, MD - Pediatrics, DM - Pediatric Gastroenterology",8 Years Experience Overall,Gastroenterologist,"Chromepet, Chennai",Chennai,0,0,₹1000
198,Dr. Nitin Aherrao,"MBBS, MD - General Medicine, DM - Gastroenterology",15 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Andheri West, Mumbai",Mumbai,97%,(38 votes),₹2000
199,Dr. Vasudev,"MBBS, MD - Medicine, DM - Gastroenterology",23 Years Experience Overall  (17 years as specialist),Gastroenterologist,"Bhandup West, Mumbai",Mumbai,87%,(150 votes),₹1700
200,Dr. Ameet Mandot,"MBBS, MD - General Medicine, DNB - Gastroenterology",20 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Parel, Mumbai",Mumbai,100%,(19 votes),₹1850
201,Dr. Vipulroy Rathod,"MS - General Surgery, MBBS, DM - Medical Gastroenterology",33 Years Experience Overall  (31 years as specialist),Gastroenterologist,"Santacruz West, Mumbai",Mumbai,87%,(312 votes),₹2500
202,Dr. Bhooshan Pandit,"MBBS, MD - Medicine, DM - Gastroenterology",20 Years Experience Overall,Gastroenterologist,"Powai, Mumbai",Mumbai,90%,(88 votes),₹1600
203,Dr. Hardik Shah,"MBBS, DNB - General Medicine, DNB - Gastroenterology",13 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Gamdevi, Mumbai",Mumbai,98%,(1103 votes),₹2000
204,Dr. Imran Shaikh,"MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology",17 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Mira Road, Mumbai",Mumbai,100%,(17 votes),₹1050
205,Dr. Purushottam Vashistha,"MBBS, DM - Gastroenterology",20 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Powai, Mumbai",Mumbai,87%,(100 votes),₹1600
206,Dr. Gaurav Nitin Chaubal,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, Fellowship in Abdominal Transplant Surgery",18 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Parel, Mumbai",Mumbai,0,0,₹1850
207,Dr. Keyur A Sheth,"MBBS, DNB - General Medicine, DNB - Gastroenterology, CCST - Gastroenterology",20 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Chembur, Mumbai",Mumbai,89%,(57 votes),₹1500
208,Dr. Mehul Choksi,"MBBS, MD - General Medicine, DM - Gastroenterology",21 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Mahim, Mumbai",Mumbai,90%,(184 votes),₹1300
209,Dr. Nutan Devendra Desai,"MBBS, MD - General Medicine, DM - Gastroenterology",37 Years Experience Overall  (28 years as specialist),Gastroenterologist,"Mulund West, Mumbai",Mumbai,73%,(26 votes),₹2000
210,Dr. Aruna Pradeep Bhave,"MBBS, DNB - Gastroenterology",43 Years Experience Overall  (34 years as specialist),Gastroenterologist,"Mulund West, Mumbai",Mumbai,0,0,₹2000
211,Dr. Geeta Malkan Billa,"MBBS, MD - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",31 Years Experience Overall  (27 years as specialist),Gastroenterologist,"Powai, Mumbai",Mumbai,92%,(36 votes),₹1600
212,Dr. Mrudul vishanji dharod,"DNB - Gastroenterology, MD - Medicine, MBBS",15 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Mira Road, Mumbai",Mumbai,89%,(18 votes),₹1000
213,Dr. Nitin A Jain,"DNB - Surgical Gastroenterology, MS - General Surgery, DNB - General Surgery, MBBS",16 Years Experience Overall  (10 years as specialist),Gastroenterologist,"Powai, Mumbai",Mumbai,87%,(47 votes),₹1000
214,Dr. Nimish P. Shah,"MBBS, MD - General Medicine, DNB - Gastroenterology",15 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Mulund West, Mumbai",Mumbai,63%,(19 votes),₹1500
215,Dr. Vinay Kumar Dhir,"MBBS, MD - General Medicine, DNB - Gastroenterology",39 Years Experience Overall  (29 years as specialist),Gastroenterologist,"Mahim, Mumbai",Mumbai,0,0,₹2300
216,Dr. Alisha Chaubal,"MBBS, MD - General Medicine, DM - Medical Gastroenterology",13 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Parel, Mumbai",Mumbai,0,0,₹1850
217,Dr. Shankar Zanwar,"MBBS, MD - General Medicine, DNB - Gastroenterology",11 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Sion, Mumbai",Mumbai,0,0,₹1200
218,Dr. Pratik Tibdewal,"MBBS, MD - General Medicine, DM - Gastroenterology",14 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Malad, Mumbai",Mumbai,71%,(14 votes),₹1200
219,Dr. Darshil Shah,"MBBS, DNB - General Medicine, DNB - Gastroenterology",14 Years Experience Overall  (3 years as specialist),Gastroenterologist,"Borivali West, Mumbai",Mumbai,0,0,₹1500
220,Dr. Siddhesh Vijay Rane,"MBBS, MD - General Medicine, DM - Medical Gastroenterology",9 Years Experience Overall  (1 year as specialist),Gastroenterologist,"Malad, Mumbai",Mumbai,0,0,₹1000
221,Dr. Ramesh Srinivasan,"MD - Pediatrics, MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Pediatric Gastroenterology, Hepatology and Nutrition",26 Years Experience Overall  (24 years as specialist),Gastroenterologist,"Jubilee Hills, Hyderabad",Hyderabad,97%,(29 votes),₹800
222,Dr. Suraj Uppalapati,"MBBS, MD - General Medicine, DM - Gastroenterology",10 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Kondapur, Hyderabad",Hyderabad,95%,(215 votes),₹600
223,Dr. Chandra Sekhar Puli,"MBBS, MRCP (UK), CCST - Gastroenterology,  FRCP",20 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Kukatpally, Hyderabad",Hyderabad,89%,(47 votes),₹900
224,Dr. Harish,"DM - Medical Gastroenterology, MD - General Medicine, MBBS",5 Years Experience Overall  (1 year as specialist),Gastroenterologist,"Srinagar Colony, Hyderabad",Hyderabad,0,0,₹600
225,Dr. Santosh M N,"MBBS, MD - General Medicine, DNB - Gastroenterology",15 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹900
226,Dr. Bharat Kumar Nara,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",20 Years Experience Overall  (14 years as specialist),Gastroenterologist,"Lakdikapul, Hyderabad",Hyderabad,97%,(30 votes),₹800
227,Dr. Y. Rami Reddy,"MD - General Medicine, DM - Gastroenterology, MBBS",11 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Lakdikapul, Hyderabad",Hyderabad,97%,(136 votes),₹800
228,Dr. Moka Praneeth,"MBBS, DM - Gastroenterology, MD - Internal Medicine",13 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Hitech City, Hyderabad",Hyderabad,90%,(20 votes),₹500
229,Dr. Naveen Polavarapu,"MBBS, MRCP (UK)",21 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Jubilee Hills, Hyderabad",Hyderabad,100%,(13 votes),₹1200
230,Dr. B Varun Rao,"MBBS, MD - General Medicine, DM - Gastroenterology",17 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Hitech City, Hyderabad",Hyderabad,92%,(266 votes),₹650
231,Dr. B Prabhakar,"MBBS, MD - General Medicine, DM - Gastroenterology",27 Years Experience Overall,Gastroenterologist,"Hyderguda, Hyderabad",Hyderabad,58%,(12 votes),₹600
232,Dr. Sarathchandra Gorantla,"MBBS, MD - General Medicine, DM - Gastroenterology",15 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹1200
233,Dr. Kiran Peddi,"MBBS, MRCP (UK), CCST - Gastroenterology",26 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Gachibowli, Hyderabad",Hyderabad,98%,(448 votes),₹800
234,Dr. Raghuram Kondala,"MBBS, MD - Medicine, DM - Gastroenterology",17 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Moosapet, Hyderabad",Hyderabad,96%,(155 votes),₹600
235,Dr. K S Somasekhar Rao,"MBBS, MD - General Medicine, DM - Gastroenterology",20 Years Experience Overall  (10 years as specialist),Gastroenterologist,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹1200
236,Dr. K N Chandan Kumar,"MBBS, MD - General Medicine, DM - Hepatology",15 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Lakdikapul, Hyderabad",Hyderabad,0,0,₹800
237,Dr. Swathi G,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Kondapur, Hyderabad",Hyderabad,93%,(57 votes),₹600
238,Dr. V Subramanya Srinivas,"MBBS, DM - Gastroenterology",22 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Hitech City, Hyderabad",Hyderabad,0,0,₹500
239,Dr. Gopalkrishna,"MBBS, MD - General Medicine, DM - Gastroenterology",15 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Kukatpally, Hyderabad",Hyderabad,94%,(66 votes),₹600
240,Dr. T V Aditya Chowdary,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",14 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Lakdikapul, Hyderabad",Hyderabad,0,0,₹800
241,Dr. V Vamsidhar Reddy,"MBBS, MD - General Medicine, DM - Gastroenterology",14 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Kondapur, Hyderabad",Hyderabad,100%,(19 votes),₹500
242,Dr. Anita Penchikala,"MBBS, MD - General Medicine, DM - Gastroenterology",19 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Erragadda, Hyderabad",Hyderabad,0,0,₹400
243,Dr. Rajendra Prasad Bhupathi,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",22 Years Experience Overall  (15 years as specialist),Gastroenterologist,"LB Nagar, Hyderabad",Hyderabad,0,0,₹680
244,Dr. Sarada Pasangulapati,"MBBS, MRCP (UK), CCST - Gastroenterology",14 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Manikonda, Hyderabad",Hyderabad,96%,(57 votes),₹600
245,Dr. Sundeep Lakhtakia,"MBBS, MD - Medicine, DM - Gastroenterology, DNB - General Medicine",23 Years Experience Overall,Gastroenterologist,"Gachibowli, Hyderabad",Hyderabad,82%,(34 votes),₹500
246,Dr. Jagan Mohan Reddy,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",15 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Kondapur, Hyderabad",Hyderabad,0,0,₹800
247,Dr. Mohan Ramchandani,"MBBS, MD - General Medicine, DM - Gastroenterology",26 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Gachibowli, Hyderabad",Hyderabad,74%,(19 votes),₹500
248,Dr. Nageshwar K,"MBBS, DM - Gastroenterology",23 Years Experience Overall  (14 years as specialist),Gastroenterologist,"LB Nagar, Hyderabad",Hyderabad,85%,(33 votes),₹500
249,Dr. N Karunakar Reddy,"MBBS, DNB - Surgical Gastroenterology",18 Years Experience Overall  (3 years as specialist),Gastroenterologist,"Nizampet, Hyderabad",Hyderabad,91%,(11 votes),₹500
250,Dr. Shujaath Asif. M,"MD - Pediatrics, MBBS, DM - Gastroenterology",13 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹500
251,Dr. Pramod Kumar D A,"MBBS, MD - General Medicine, DM - Hepatology",11 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹500
252,Dr. Sivananda Reddy,"MBBS, DM - Gastroenterology",14 Years Experience Overall  (4 years as specialist),Gastroenterologist,"LB Nagar, Hyderabad",Hyderabad,0,0,₹680
253,Dr. Parag Dashatwar,"MBBS, MD - General Medicine, DNB - Gastroenterology",14 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Mehdipatnam, Hyderabad",Hyderabad,0,0,₹650
