,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
146,Dr. S.Vijeendran   (Physiotherapist),"BSc - Exercise Therapy for Disabled, MPT/MPTh - Cardio-Thoracic Physiotherapy",23 Years Experience Overall  (16 years as specialist),Physiotherapist,"Banashankari 1st Stage, Bangalore",Bangalore,0,0,₹500
147,Dr. Samriddhi Shetty   (Physiotherapist),BPTh/BPT,6 Years Experience Overall,Physiotherapist,"Dadar, Mumbai",Mumbai,0,0,₹1000
148,Dr. Abhishek Kujur   (Physiotherapist),"BPTh/BPT, MPT/MPTh - Sports Medicine",7 Years Experience Overall,Physiotherapist,"Indiranagar, Bangalore",Bangalore,0,0,₹650
149,Dr. Gaurav Sheel   (Physiotherapist),Masters of Physiotheraphy,12 Years Experience Overall,Physiotherapist,"Kundalahalli, Bangalore",Bangalore,94%,(16 votes),₹500
150,Dr. Kalyani Rukmangad   (Physiotherapist),BPTh/BPT,6 Years Experience Overall,Physiotherapist,"Hinjewadi, Pune",Pune,100%,(16 votes),₹300
151,Dr. Swagat Dhar   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Malleswaram, Bangalore",Bangalore,91%,(112 votes),₹500
152,Dr. P.V Rajan   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",13 Years Experience Overall,Physiotherapist,"Frazer Town, Bangalore",Bangalore,98%,(169 votes),₹400
153,Dr. Kinjal Anandpara   (Physiotherapist),"Doctor Of Physical Therapy (DPT), BPTh/BPT",15 Years Experience Overall,Physiotherapist,"Prabhadevi, Mumbai",Mumbai,100%,(24 votes),₹3000
154,Dr. Abu Jonayed   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",8 Years Experience Overall  (4 years as specialist),Physiotherapist,"Siri Fort Road, Delhi",Delhi,0,0,₹1000
155,Dr. Mamidi Saichand   (Physiotherapist),BPTh/BPT,6 Years Experience Overall,Physiotherapist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹650
156,Dr. Mukesh Kumar   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Saket, Delhi",Delhi,100%,(12 votes),₹500
157,Dr. Deepti Chhabra   (Physiotherapist),BPTh/BPT,16 Years Experience Overall,Physiotherapist,"Janakpuri, Delhi",Delhi,100%,(31 votes),₹500
158,Dr. Swati Sharma   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Vasant Kunj, Delhi",Delhi,98%,(45 votes),₹500
159,"Dr. S.Srinivas .PT, C-PS   (Physiotherapist)","BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",14 Years Experience Overall,Physiotherapist,"Gachibowli, Hyderabad",Hyderabad,90%,(41 votes),₹300
160,Dr. Sayed Junaid Khadri   (Physiotherapist),BPTh/BPT,11 Years Experience Overall,Physiotherapist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹250
161,Dr. Ramakanth   (Physiotherapist),BPTh/BPT,18 Years Experience Overall,Physiotherapist,"Ecil, Hyderabad",Hyderabad,0,0,₹400
162,Dr. Hemanth Kumar   (Physiotherapist),BPTh/BPT,13 Years Experience Overall,Physiotherapist,"HSR Layout, Bangalore",Bangalore,0,0,₹700
163,Dr. Megha Mehta   (Physiotherapist),"MPTh/MPT - Sports Physiotherapy, BPTh/BPT",7 Years Experience Overall  (6 years as specialist),Physiotherapist,"Hadapsar, Pune",Pune,99%,(201 votes),₹600
164,Dr. Janhavi Rankhambe   (Physiotherapist),BSc - Physiotherapy,24 Years Experience Overall,Physiotherapist,"Powai, Mumbai",Mumbai,0,0,₹530
165,Dr. Anuj Sharma   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,10 Years Experience Overall,Physiotherapist,"Dilshad Garden, Delhi",Delhi,0,0,₹300
166,Dr. Nirali Patel   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",8 Years Experience Overall,Physiotherapist,"Wakad, Pune",Pune,0,0,₹500
167,Dr. Jyothi K R   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",15 Years Experience Overall,Physiotherapist,"Kundalahalli, Bangalore",Bangalore,0,0,₹500
168,Dr. Anisethy Bharat   (Physiotherapist),BPTh/BPT,20 Years Experience Overall,Physiotherapist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹250
169,Dr. Ketaki Shingare   (Physiotherapist),"BPTh/BPT, MSc. - Applying Physiotherapy (Musculoskeletal)",12 Years Experience Overall,Physiotherapist,"Ghatkopar East, Mumbai",Mumbai,0,0,₹600
170,Dr. Renuka Dharmale   (Physiotherapist),BPTh/BPT,20 Years Experience Overall,Physiotherapist,"Wakad, Pune",Pune,97%,(69 votes),₹300
171,Dr. Somasekhar Bolla   (Physiotherapist),BPTh/BPT,11 Years Experience Overall,Physiotherapist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹650
172,Dr. R. Vidyalakshmi   (Physiotherapist),MPTh/MPT - Sports Physiotherapy,13 Years Experience Overall,Physiotherapist,"Madambakkam, Chennai",Chennai,0,0,₹500
173,Dr. Kunjal Shah   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",15 Years Experience Overall  (11 years as specialist),Physiotherapist,"Santacruz West, Mumbai",Mumbai,100%,(12 votes),₹1200
174,Dr. Kiran Yadav   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",11 Years Experience Overall,Physiotherapist,"BTM Layout, Bangalore",Bangalore,0,0,₹500
175,Dr. Sindhu Shashidharan   (Physiotherapist),BPTh/BPT,6 Years Experience Overall,Physiotherapist,"HSR Layout, Bangalore",Bangalore,0,0,₹300
176,Dr. Snehal Bhujbal   (Physiotherapist),BPTh/BPT,5 Years Experience Overall,Physiotherapist,"Wakad, Pune",Pune,0,0,₹500
177,Dr. Rukayya Dungrawala   (Physiotherapist),BPTh/BPT,18 Years Experience Overall,Physiotherapist,"Undri, Pune",Pune,0,0,₹600
178,Dr. Abhishek Massey   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,6 Years Experience Overall,Physiotherapist,"Vasant Kunj, Delhi",Delhi,94%,(105 votes),₹400
179,Dr. Archishubhra Pal   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",16 Years Experience Overall,Physiotherapist,"Hennur, Bangalore",Bangalore,98%,(208 votes),₹400
180,Dr. Naushin Qureshi   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",6 Years Experience Overall,Physiotherapist,"Santacruz West, Mumbai",Mumbai,100%,(20 votes),₹2000
181,Dr. Pooja Shobhan   (Physiotherapist),BPTh/BPT,2 Years Experience Overall,Physiotherapist,"Dwarka, Delhi",Delhi,0,0,₹700
182,Dr. Preeti Dubbewar   (Physiotherapist),BPTh/BPT,17 Years Experience Overall,Physiotherapist,"Hinjewadi, Pune",Pune,97%,(33 votes),₹250
183,Dr. Adinarayana   (Physiotherapist),BPTh/BPT,8 Years Experience Overall,Physiotherapist,"Indiranagar, Bangalore",Bangalore,0,0,₹650
184,Dr. S.K.Rathour   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",15 Years Experience Overall,Physiotherapist,"Chattarpur, Delhi",Delhi,100%,(96 votes),₹300
185,Dr. Avanti Kadam Rane   (Physiotherapist),BPTh/BPT,17 Years Experience Overall,Physiotherapist,"Bandra West, Mumbai",Mumbai,98%,(104 votes),₹1000
186,Dr. Deepti Waghmare   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"NIBM, Pune",Pune,0,0,₹650
187,Dr. Nishtha Srivastava   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",15 Years Experience Overall  (14 years as specialist),Physiotherapist,"Viman Nagar, Pune",Pune,97%,(31 votes),₹600
188,Dr. Maneesha Mohan   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Punjabi Bagh, Delhi",Delhi,0,0,₹800
189,Dr. Priya Saravanan   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"Chromepet, Chennai",Chennai,0,0,₹500
190,Dr. Abhishek Parashar   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Undri, Pune",Pune,0,0,₹299
191,Dr. Brindha Sundari   (Physiotherapist),BPTh/BPT,23 Years Experience Overall,Physiotherapist,"Besant Nagar, Chennai",Chennai,100%,(29 votes),₹600
192,Dr. Yatishakumari Kesalikar   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Borivali West, Mumbai",Mumbai,0,0,₹600
193,Dr. Shubhangi Jachak   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",15 Years Experience Overall,Physiotherapist,"Dhanori, Pune",Pune,0,0,₹400
194,Dr. Shruti Ganatra   (Physiotherapist),BPTh/BPT,16 Years Experience Overall,Physiotherapist,"CV Raman Nagar, Bangalore",Bangalore,100%,(139 votes),₹400
195,Dr. Sujatha Matipati   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Nallagandla, Hyderabad",Hyderabad,100%,(64 votes),₹400
196,Dr. Vedha Valli   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,100%,(20 votes),₹300
197,Dr. Tariq Shaikh   (Physiotherapist),BPTh/BPT,20 Years Experience Overall,Physiotherapist,"Koregaon Park, Pune",Pune,98%,(48 votes),₹800
198,Dr. Shilpi Sarthi   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Paediatric Physiotherapy",15 Years Experience Overall  (8 years as specialist),Physiotherapist,"Hennur, Bangalore",Bangalore,93%,(41 votes),₹400
199,Dr. Lochan Arora   (Physiotherapist),"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT",13 Years Experience Overall  (9 years as specialist),Physiotherapist,"Gujranwala Town, Delhi",Delhi,96%,(349 votes),₹400
200,Dr. S Purna Chandra Shekhar   (Physiotherapist),MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy,14 Years Experience Overall,Physiotherapist,"KPHB, Hyderabad",Hyderabad,100%,(77 votes),₹500
201,Dr. David Arun Kumar J   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",14 Years Experience Overall  (8 years as specialist),Physiotherapist,"Kumaraswamy Layout, Bangalore",Bangalore,0,0,₹550
202,Dr. Rohan Sawant   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Kandivali West, Mumbai",Mumbai,100%,(55 votes),₹400
203,Dr. K.M.Siddharthan   (Physiotherapist),BPTh/BPT,22 Years Experience Overall,Physiotherapist,"Velachery, Chennai",Chennai,0,0,₹1000
204,Dr. S Devarajan   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",27 Years Experience Overall  (22 years as specialist),Physiotherapist,"Adyar, Chennai",Chennai,100%,(377 votes),₹500
205,Dr. Shruti Rajore   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"Kharadi, Pune",Pune,99%,(431 votes),₹500
206,Dr. Pawan Arora   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",8 Years Experience Overall,Physiotherapist,"Wakad, Pune",Pune,93%,(14 votes),₹500
207,Dr. Mehta Devangee Bakul   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",15 Years Experience Overall,Physiotherapist,"Prabhadevi, Mumbai",Mumbai,100%,(13 votes),₹1000
208,Dr. Arun Kumar Rawal   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",11 Years Experience Overall  (7 years as specialist),Physiotherapist,"Indiranagar, Bangalore",Bangalore,99%,(85 votes),₹1300
209,Dr. N. Gomathy   (Physiotherapist),"MPTh/MPT - Paediatric Physiotherapy, BPTh/BPT",21 Years Experience Overall  (13 years as specialist),Physiotherapist,"Sholinganallur, Chennai",Chennai,98%,(132 votes),₹300
210,Dr. Thabitha Dasari   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹650
211,Dr. K Sujatha   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Uppal, Hyderabad",Hyderabad,0,0,₹500
212,Dr. Renu watwani   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Anna Nagar, Chennai",Chennai,0,0,₹600
213,Dr. Devaki Kale   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Model Colony, Pune",Pune,0,0,₹500
214,Dr. Kanika Gulati   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",14 Years Experience Overall,Physiotherapist,"Tagore Garden, Delhi",Delhi,100%,(14 votes),₹400
215,Dr. Rakhi Ratnam   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",11 Years Experience Overall  (8 years as specialist),Physiotherapist,"Safdarjung Development Area, Delhi",Delhi,98%,(46 votes),₹1000
216,Dr. Ashok Kumar   (Physiotherapist),BPTh/BPT,20 Years Experience Overall,Physiotherapist,"Madipakkam, Chennai",Chennai,98%,(53 votes),₹250
217,Dr. Shraddha Khot   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Borivali West, Mumbai",Mumbai,100%,(37 votes),₹500
218,Dr. Niraj Jha   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",16 Years Experience Overall  (8 years as specialist),Physiotherapist,"Chembur, Mumbai",Mumbai,97%,(871 votes),₹1000
219,Dr. Manisha P Chipade   (Physiotherapist),BPTh/BPT,18 Years Experience Overall,Physiotherapist,"Hadapsar, Pune",Pune,0,0,₹500
220,Dr. Nasir Mughees   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",13 Years Experience Overall  (9 years as specialist),Physiotherapist,"Vikas Puri, Delhi",Delhi,100%,(58 votes),₹300
221,Dr. S.V.Ramesh   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,10 Years Experience Overall,Physiotherapist,"Mulund West, Mumbai",Mumbai,93%,(29 votes),₹500
222,Dr. Deepti Somani   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY), Diploma in Health Administration",15 Years Experience Overall  (11 years as specialist),Physiotherapist,"Ashok Vihar Phase 1, Delhi",Delhi,96%,(144 votes),₹600
223,Dr. Sambit Kumar Lenka   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",4 Years Experience Overall  (1 year as specialist),Physiotherapist,"Mahadevapura, Bangalore",Bangalore,0,0,₹500
224,Dr. S. Manikandan   (Physiotherapist),BPTh/BPT,19 Years Experience Overall,Physiotherapist,"Porur, Chennai",Chennai,0,0,₹300
225,Dr. Surendra Chaudhary   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Koramangala 6 Block, Bangalore",Bangalore,0,0,₹400
226,Dr. Murugan   (Physiotherapist),BPTh/BPT,26 Years Experience Overall,Physiotherapist,"Velachery, Chennai",Chennai,0,0,₹300
227,Dr. Pratik Desai   (Physiotherapist),"Masters of Physiotheraphy, BPTh/BPT",12 Years Experience Overall,Physiotherapist,"HSR Layout, Bangalore",Bangalore,99%,(510 votes),₹600
228,Dr. Amir Khan   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",4 Years Experience Overall  (1 year as specialist),Physiotherapist,"Malad West, Mumbai",Mumbai,0,0,₹700
229,Dr. Nivrith Chambra   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"CV Raman Nagar, Bangalore",Bangalore,100%,(139 votes),₹400
230,Dr. Mohammad Sayeed   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Bandra West, Mumbai",Mumbai,0,0,₹1500
231,Dr. Gaurav Jain   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Kandivali West, Mumbai",Mumbai,100%,(13 votes),₹500
232,Dr. Mugdha Deshpande   (Physiotherapist),BPTh/BPT,19 Years Experience Overall  (18 years as specialist),Physiotherapist,"Powai, Mumbai",Mumbai,95%,(22 votes),₹500
233,Dr. Mohan M   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Porur, Chennai",Chennai,0,0,₹400
234,Dr. Sumit Gupta   (Physiotherapist),BPTh/BPT,17 Years Experience Overall  (16 years as specialist),Physiotherapist,"Baner, Pune",Pune,71%,(24 votes),₹500
235,Dr. Sattiraju Pushyami   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",15 Years Experience Overall  (14 years as specialist),Physiotherapist,"Banjara Hills, Hyderabad",Hyderabad,100%,(46 votes),₹700
236,Dr. Sudharsan V   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",18 Years Experience Overall  (14 years as specialist),Physiotherapist,"Bellandur, Bangalore",Bangalore,0,0,₹600
237,Dr. Sheetal Kawade   (Physiotherapist),BPTh/BPT,7 Years Experience Overall,Physiotherapist,"Hadapsar, Pune",Pune,0,0,₹350
238,Dr. Ponkhi Sharma   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Jayanagar 7 Block, Bangalore",Bangalore,100%,(70 votes),₹450
239,Dr. Muthukumar   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,8 Years Experience Overall  (7 years as specialist),Physiotherapist,"Teynampet, Chennai",Chennai,0,0,₹500
240,Dr. Valmiki Karthik   (Physiotherapist),BPTh/BPT,11 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,94%,(68 votes),₹750
241,Dr. S Priyanka   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Dilsukhnagar, Hyderabad",Hyderabad,0,0,₹650
242,Dr. Greeshma Shenoy   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Powai, Mumbai",Mumbai,0,0,₹800
243,Dr. Krishi Kumar Vadla   (Physiotherapist),"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT",19 Years Experience Overall  (9 years as specialist),Physiotherapist,"Nizampet, Hyderabad",Hyderabad,97%,(117 votes),₹500
244,Dr. Bakthaprabhudas N   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",17 Years Experience Overall  (6 years as specialist),Physiotherapist,"Sembakkam, Chennai",Chennai,97%,(135 votes),₹400
245,Dr. Anusha K.K   (Physiotherapist),BPTh/BPT,Physiotherapist,Physiotherapist,"Jayanagar 7 Block, Bangalore",Bangalore,0,0,₹450
246,Dr. Abhimanyu Kumar   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Tagore Garden, Delhi",Delhi,100%,(117 votes),₹400
247,Dr. Isha Ghelani   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Andheri West, Mumbai",Mumbai,0,0,0
248,Dr. Md Shadab Alam   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",11 Years Experience Overall,Physiotherapist,"Kharadi, Pune",Pune,100%,(60 votes),₹400
249,Dr. Lavanya   (Physiotherapist),MPTh/MPT - Neurological Physiotherapy,1 Year Experience Overall,Physiotherapist,"Sahakaranagar, Bangalore",Bangalore,0,0,₹300
250,Dr. Anisha Sekhri   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Preet Vihar, Delhi",Delhi,97%,(77 votes),₹500
251,Dr. Mansi Arora   (Physiotherapist),"BPTh/BPT, BPTh/BPT",12 Years Experience Overall  (11 years as specialist),Physiotherapist,"Pitampura, Delhi",Delhi,92%,(12 votes),₹800
252,Dr. Pooja Sahu   (Physiotherapist),BPTh/BPT,5 Years Experience Overall,Physiotherapist,"Sarjapura, Bangalore",Bangalore,0,0,₹500
253,Dr. Hitesh Arora   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",17 Years Experience Overall  (16 years as specialist),Physiotherapist,"Safdarjung Development Area, Delhi",Delhi,100%,(20 votes),₹1000
254,Dr. Chanchal Aggarwal   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",18 Years Experience Overall  (5 years as specialist),Physiotherapist,"Prashant Vihar, Delhi",Delhi,0,0,₹500
255,Dr. Rama Shankar Singh   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",20 Years Experience Overall,Physiotherapist,"Kalkaji, Delhi",Delhi,100%,(13 votes),₹600
256,Dr. Narmada Nalluri   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Yellareddyguda, Hyderabad",Hyderabad,100%,(15 votes),₹500
257,Dr. Manu Raj   (Physiotherapist),BPTh/BPT,5 Years Experience Overall,Physiotherapist,"Jayanagar, Bangalore",Bangalore,0,0,₹400
258,Dr. Mustafa Murtuza   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Mannady, Chennai",Chennai,0,0,₹400
259,Dr. R Arunkumar   (Physiotherapist),BPTh/BPT,21 Years Experience Overall,Physiotherapist,"ECR Road, Chennai",Chennai,0,0,₹500
260,Dr. K Neethu John   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Prabhadevi, Mumbai",Mumbai,0,0,₹1000
261,Dr. Persis Elavia   (Physiotherapist),BSc - Physiotherapy,26 Years Experience Overall,Physiotherapist,"Wadala, Mumbai",Mumbai,100%,(221 votes),₹1500
262,Dr. Priyanka Sukthankar   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Andheri East, Mumbai",Mumbai,99%,(287 votes),₹600
263,Dr. Dhwani Shah   (Physiotherapist),BPTh/BPT,13 Years Experience Overall,Physiotherapist,"Borivali West, Mumbai",Mumbai,100%,(43 votes),₹1000
264,Dr. Nizam Hamza   (Physiotherapist),BPTh/BPT,6 Years Experience Overall  (4 years as specialist),Physiotherapist,"KR Puram, Bangalore",Bangalore,100%,(24 votes),₹450
265,Dr. Naveen K S,"Doctor Of Physical Therapy (DPT), Sports Medicine (ABPMR), BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",24 Years Experience Overall,Physiotherapist,"Malleswaram, Bangalore",Bangalore,82%,(11 votes),₹650
266,Dr. Mohammed Mubeen Ashar   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Sunkadakatte, Bangalore",Bangalore,0,0,₹400
267,Dr. Naveen Verma   (Physiotherapist),BPTh/BPT,19 Years Experience Overall,Physiotherapist,"Rohini Sector 18, Delhi",Delhi,0,0,₹500
268,Dr. Abhijeet Toshniwal   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neuro Sciences (Adult Neurology)",15 Years Experience Overall  (12 years as specialist),Physiotherapist,"Wakad, Pune",Pune,100%,(101 votes),₹300
269,Dr. Kunal A Batra   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",13 Years Experience Overall  (10 years as specialist),Physiotherapist,"Rohini, Delhi",Delhi,97%,(86 votes),₹500
270,Dr. Jasper   (Physiotherapist),Masters of Physiotheraphy,16 Years Experience Overall,Physiotherapist,"Jayanagar 9 Block, Bangalore",Bangalore,97%,(30 votes),₹500
271,Dr. Anoop Kumar Singh   (Physiotherapist),"BPTh/BPT, MD - Acupuncture",14 Years Experience Overall,Physiotherapist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹400
272,Dr. Prabhavathi   (Physiotherapist),MPTh/MPT - Neurological Physiotherapy,19 Years Experience Overall,Physiotherapist,"Kelambakkam, Chennai",Chennai,100%,(33 votes),₹300
273,Dr. Saranya R   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Velachery, Chennai",Chennai,0,0,₹300
274,Dr. Sakthi Vinayagam   (Physiotherapist),"BPTh/BPT, MPT/MPTh - Sports Medicine",13 Years Experience Overall  (11 years as specialist),Physiotherapist,"Gerugambakkam, Chennai",Chennai,0,0,₹500
275,Dr. Dhara Shah   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"Borivali West, Mumbai",Mumbai,94%,(63 votes),₹500
276,Dr. Dhanashree Parab   (Physiotherapist),MPTh/MPT - Neurological Physiotherapy,6 Years Experience Overall,Physiotherapist,"Baner Road, Pune",Pune,0,0,₹500
277,Dr. Himanshu Vaidya   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",17 Years Experience Overall,Physiotherapist,"RMV 2nd Stage, Bangalore",Bangalore,100%,(64 votes),₹400
278,Dr. Munira Mamnoon   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Dadar, Mumbai",Mumbai,100%,(13 votes),₹600
279,Dr. Durga Joshi   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",5 Years Experience Overall  (4 years as specialist),Physiotherapist,"Indiranagar, Bangalore",Bangalore,0,0,₹1300
280,Dr. Akanksha Saini,"BPTh/BPT, Masters of Physiotheraphy",4 Years Experience Overall,Physiotherapist,"Indiranagar, Bangalore",Bangalore,0,0,₹1300
281,Dr. Anjali Gupta   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",6 Years Experience Overall,Physiotherapist,"Baner, Pune",Pune,0,0,₹1000
282,Dr. Deepshikha Goel   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",17 Years Experience Overall  (10 years as specialist),Physiotherapist,"Anand Vihar, Delhi",Delhi,100%,(28 votes),₹500
283,Dr. Naman Tamta   (Physiotherapist),BPTh/BPT,2 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹500
284,Dr. Charu Awasthi   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Uttam Nagar, Delhi",Delhi,0,0,₹200
285,Dr. Jestin John   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Indiranagar, Bangalore",Bangalore,0,0,0
286,Dr. P.V.S.Ganesh   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",21 Years Experience Overall  (16 years as specialist),Physiotherapist,"Dilsukhnagar, Hyderabad",Hyderabad,95%,(22 votes),₹500
287,Dr. Anant Kumar Bairagi   (Physiotherapist),"MPTh/MPT - Paediatric Physiotherapy, BPTh/BPT",12 Years Experience Overall  (8 years as specialist),Physiotherapist,"Nagarbhavi, Bangalore",Bangalore,100%,(11 votes),₹400
288,Dr. Michael Piterson Debbarma   (Physiotherapist),Masters of Physiotheraphy,Physiotherapist,Physiotherapist,"Panathur, Bangalore",Bangalore,0,0,₹600
289,Dr. Sandhya Thakkar   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Sarita Vihar, Delhi",Delhi,0,0,₹700
290,Dr. Akshita Vijayvergiya   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,6 Years Experience Overall  (5 years as specialist),Physiotherapist,"Kondhwa, Pune",Pune,0,0,₹350
291,Dr. Swathi   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",10 Years Experience Overall  (9 years as specialist),Physiotherapist,"Malleswaram, Bangalore",Bangalore,100%,(24 votes),₹700
292,Dr. Raveena Kini   (Physiotherapist),MPTh/MPT - Musculoskeletal Physiotherapy,4 Years Experience Overall  (3 years as specialist),Physiotherapist,"Vileparle East, Mumbai",Mumbai,0,0,₹400
