,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
139,Dr. Sunil Modi,"MBBS, MD - Medicine, DM - Cardiology",46 Years Experience Overall  (39 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1800
140,Dr. Vivek Gupta,"MBBS, MD - General Medicine, DM - Cardiology",34 Years Experience Overall  (27 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,71%,(14 votes),₹2500
141,Dr. Vanita Arora,"MBBS, MD - Medicine, DNB - Cardiology",27 Years Experience Overall  (22 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2500
142,Dr. Satbir Singh,"MBBS, DNB - General Medicine, DNB - Cardiology",23 Years Experience Overall  (16 years as specialist),Cardiologist,"Rajouri Garden, Delhi",Delhi,98%,(181 votes),₹1000
143,Dr. Arif Wahab,"MBBS, MD - General Medicine, DM - Cardiology",17 Years Experience Overall  (8 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2000
144,Dr. Akhilesh Shrivastava,"MBBS, Diploma in Cardiology",39 Years Experience Overall,Cardiologist,"Panchsheel Park, Delhi",Delhi,0,0,₹1200
145,Dr. Prashanta Kumar Ghosh,"MBBS, MD - General Medicine, DM - Cardiology",48 Years Experience Overall  (33 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
146,Dr. Raman Puri,"MBBS, MD - General Medicine, DM - Cardiology",45 Years Experience Overall  (31 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
147,Dr. Amar Parihar,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",31 Years Experience Overall  (24 years as specialist),Cardiologist,"Lajpat Nagar, Delhi",Delhi,0,0,₹1000
148,Dr. K K Saxena,"MBBS, MD - Medicine, DM - Cardiology",42 Years Experience Overall  (35 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2500
149,Dr. Rajiv Mehrotra,"MBBS, DM - Cardiology, MD - General Medicine",37 Years Experience Overall  (28 years as specialist),Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
150,Dr. Prof Narendra Nath Khanna,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall,Cardiologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2500
151,Dr. Arvind Das,"MBBS, MD - Medicine, DM - Cardiology",23 Years Experience Overall,Cardiologist,"Panchsheel Park, Delhi",Delhi,97%,(32 votes),₹1750
152,Dr. Naveen Bhamri,"MBBS, MD - Medicine, DM - Cardiology",23 Years Experience Overall  (15 years as specialist),Cardiologist,"Shalimar Bagh, Delhi",Delhi,98%,(108 votes),₹1500
153,Dr. Chandrashekhar,"MBBS, MD - General Medicine, DM - Cardiology, FACC",18 Years Experience Overall  (16 years as specialist),Cardiologist,"Shalimar Bagh, Delhi",Delhi,86%,(22 votes),₹1200
154,Dr. Rashi Khare,"MBBS, MD - Medicine, DM - Cardiology",16 Years Experience Overall  (8 years as specialist),Cardiologist,"Shalimar Bagh, Delhi",Delhi,0,0,₹800
155,Dr. Umesh Gupta,"MBBS, MD - General Medicine, DM - Cardiology",51 Years Experience Overall  (44 years as specialist),Cardiologist,"Greater Kailash Part 1, Delhi",Delhi,100%,(69 votes),₹2000
156,Dr. Sameer Gupta,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate in Cardiovascular Disease, Diplomate in Interventional Cardiology, Diplomate, American Board of Endovascular Medicine ",19 Years Experience Overall  (10 years as specialist),Cardiologist,"Greater Kailash Part 1, Delhi",Delhi,100%,(25 votes),₹2000
157,Dr. Nishith Chandra,"MBBS, DM - Cardiology, MD - Pediatrics",28 Years Experience Overall,Cardiologist,"Okhla, Delhi",Delhi,98%,(1478 votes),₹1500
158,Dr. Aparna Jaswal,"MBBS, MD - Medicine, DNB - Cardiology",27 Years Experience Overall  (19 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,98%,(406 votes),₹1500
159,Dr. Anil Saxena,"MBBS, MD - Medicine, DNB - Cardiology",40 Years Experience Overall  (29 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
160,Dr. Peeyush Jain,"MBBS, MD - Medicine, DM - Cardiology",43 Years Experience Overall  (35 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
161,Dr. Ashok K Omar,"MBBS, MD - General Medicine, DM - Cardiology",39 Years Experience Overall  (35 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
162,Dr. Atul Mathur,"MBBS, MD - General Medicine, DM - Cardiology",38 Years Experience Overall  (31 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,95%,(19 votes),₹1500
163,Dr. Vineet Malik,"MBBS, MD - Medicine, DM - Cardiology",20 Years Experience Overall  (16 years as specialist),Cardiologist,"Pitampura, Delhi",Delhi,88%,(17 votes),₹1200
164,Dr. Ripen Gupta,"MBBS, MD - Medicine, FNB - Interventional  Cardiology, DM - Cardiology",24 Years Experience Overall,Cardiologist,"Saket, Delhi",Delhi,0,0,₹1200
165,Dr. Vineet Bhatia,"MBBS, MD - General Medicine, DM - Cardiology",27 Years Experience Overall  (19 years as specialist),Cardiologist,"Patparganj, Delhi",Delhi,0,0,₹1200
166,Dr. Sudhansu Sekhar Parida,"MBBS, MD - General Medicine, DM - Cardiology",17 Years Experience Overall  (6 years as specialist),Cardiologist,"Shalimar Bagh, Delhi",Delhi,95%,(20 votes),₹800
167,Dr. Suman Bhandari,"MBBS, MD - Medicine, DM - Cardiology",45 Years Experience Overall  (39 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,79%,(14 votes),₹1500
168,Dr. Viney Jetley,"MBBS, MD - General Medicine, DNB - General Medicine, DNB - Cardiology",29 Years Experience Overall  (24 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,100%,(12 votes),₹1500
169,Dr. Praveer Aggarwal,"MBBS, MD - General Medicine, DM - Cardiology",35 Years Experience Overall  (30 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,96%,(26 votes),₹1500
170,Dr. Parneesh Arora,"MBBS, MD - Medicine, DNB - Cardiology, DM - Cardiology",31 Years Experience Overall  (23 years as specialist),Cardiologist,"Patparganj, Delhi",Delhi,100%,(95 votes),₹1200
171,Dr. Arvind Dambalkar,"MBBS, MD - General Medicine, DM - Cardiology",12 Years Experience Overall  (4 years as specialist),Cardiologist,"Greater Kailash Part 1, Delhi",Delhi,0,0,₹1200
172,Dr. Vijay Kumar,"MBBS, MD - General Medicine, DNB - Cardiology",30 Years Experience Overall  (17 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
173,Dr. S Radha Krishnan,"MBBS, MD - General Medicine, DM - Cardiology",42 Years Experience Overall  (36 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
174,Dr. Rajiv Agarwal,"MBBS, MD - Medicine, DM - Cardiology, Fellowship In Interventional  Cardiology",32 Years Experience Overall,Cardiologist,"Saket, Delhi",Delhi,0,0,₹1200
175,Dr. Nishant Tyagi,"MBBS, MD - General Medicine, DNB - Cardiology",12 Years Experience Overall,Cardiologist,"Patparganj, Delhi",Delhi,95%,(58 votes),₹800
176,Dr. Ashok Khera,"MBBS, MD - General Medicine, DNB - Cardiology",40 Years Experience Overall  (21 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
177,Dr. Vinay Kumar Bahl,"MBBS, MD - Medicine, DM - Cardiology",45 Years Experience Overall  (38 years as specialist),Cardiologist,"Patparganj, Delhi",Delhi,0,0,₹1200
178,Dr. Viveka Kumar,"MD - General Medicine, DM - Cardiology, MBBS",29 Years Experience Overall  (23 years as specialist),Cardiologist,"Saket, Delhi",Delhi,0,0,₹1200
179,Dr. Ashok Seth,"MBBS, Fellow of the Royal College of Physicians of Canada (FRCP Canada), FACC",36 Years Experience Overall  (27 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,90%,(29 votes),₹3000
180,Dr. Anil Bhatt,"DM - Cardiology, MD - Medicine, MBBS",44 Years Experience Overall  (33 years as specialist),Cardiologist,"Patparganj, Delhi",Delhi,0,0,₹1200
181,Dr. Manoj Kumar,"MBBS, MD - General Medicine, DM - Cardiology",32 Years Experience Overall  (22 years as specialist),Cardiologist,"Patparganj, Delhi",Delhi,0,0,₹1200
182,Dr. Vishal Rastogi,"MBBS, MD - General Medicine, DM - Cardiology",25 Years Experience Overall  (18 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
183,Dr. Vivudh Pratap Singh,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (7 years as specialist),Cardiologist,"Okhla, Delhi",Delhi,0,0,₹1500
184,Dr. Asha Mahilmaran,"MBBS, MD - General Medicine, DM - Cardiology",32 Years Experience Overall  (22 years as specialist),Cardiologist,"Tondiarpet, Chennai",Chennai,0,0,₹400
185,Dr. I Sathyamurthy,"MBBS, MD - General Medicine, DM - Cardiology",50 Years Experience Overall  (41 years as specialist),Cardiologist,"Alwarpet, Chennai",Chennai,90%,(21 votes),₹1000
186,Dr. B. Madan Mohan,"MBBS, MD - General Medicine, DM - Cardiology",29 Years Experience Overall  (17 years as specialist),Cardiologist,"Adyar, Chennai",Chennai,95%,(392 votes),₹800
187,Dr. Sandhya S,"MBBS, MD - General Medicine, DM - Cardiology",13 Years Experience Overall  (3 years as specialist),Cardiologist,"Anna Nagar, Chennai",Chennai,0,0,₹500
188,Dr. Anantharaman Rajaram,"MBBS, MRCP (UK), CCT - Cardiology",27 Years Experience Overall  (24 years as specialist),Cardiologist,"Mogappair, Chennai",Chennai,100%,(30 votes),₹750
189,Dr. Rudrappa,"MBBS, MD - General Medicine, DM - Cardiology",24 Years Experience Overall  (9 years as specialist),Cardiologist,"Adyar, Chennai",Chennai,0,0,₹500
190,Dr. Harikrishnan Parthasarathy,"MBBS, MD - General Medicine, MRCP (UK), CCT - Cardiology",26 Years Experience Overall  (11 years as specialist),Cardiologist,"Vanagaram, Chennai",Chennai,99%,(299 votes),₹800
191,Dr. Sanjai P V,"MBBS, MD - General Medicine, DM - Cardiology",12 Years Experience Overall  (6 years as specialist),Cardiologist,"Vadapalani, Chennai",Chennai,0,0,₹1000
192,Dr. Anand Gnanaraj,"MBBS, MD - General Medicine, DM - Cardiology",30 Years Experience Overall  (16 years as specialist),Cardiologist,"Vanagaram, Chennai",Chennai,0,0,₹800
193,Dr. Cecily Mary Majella,"MBBS, MD - General Medicine, DM - Cardiology",26 Years Experience Overall  (8 years as specialist),Cardiologist,"Alwarpet, Chennai",Chennai,0,0,₹1000
194,Dr. Premkumar K J,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (13 years as specialist),Cardiologist,"Vanagaram, Chennai",Chennai,0,0,₹800
195,Dr. Bharath Kumar. G,"MBBS, MD - General Medicine, DNB - Cardiology",16 Years Experience Overall  (9 years as specialist),Cardiologist,"Perumbakkam, Chennai",Chennai,0,0,₹800
196,Dr. Gobu,"MBBS, MD - General Medicine, DM - Cardiology",22 Years Experience Overall  (12 years as specialist),Cardiologist,"Perumbakkam, Chennai",Chennai,0,0,₹800
197,Dr. Karthick Anjaneyan,"MBBS, MD - General Medicine, DM - Cardiology",18 Years Experience Overall  (5 years as specialist),Cardiologist,"Perumbakkam, Chennai",Chennai,0,0,₹800
198,Dr. Pradeep Gopinath Nayar,"MBBS, MD - General Medicine, DNB - Cardiology",38 Years Experience Overall  (24 years as specialist),Cardiologist,"Adyar, Chennai",Chennai,0,0,₹500
199,Dr. Prof Guru Prasad Sogunuru,"MBBS, MD - General Medicine, DM - Cardiology",26 Years Experience Overall  (16 years as specialist),Cardiologist,"Anna Nagar East, Chennai",Chennai,89%,(36 votes),₹700
200,Dr. G. Manohar,"MBBS, DM - Cardiology, MD - General Medicine",33 Years Experience Overall  (9 years as specialist),Cardiologist,"Adyar, Chennai",Chennai,0,0,₹500
201,Dr. Susan George,"MBBS, MD - General Medicine, DNB - Cardiology",29 Years Experience Overall  (27 years as specialist),Cardiologist,"Perumbakkam, Chennai",Chennai,0,0,₹800
202,Dr. Gopal Murugesan,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",25 Years Experience Overall  (15 years as specialist),Cardiologist,"Manapakkam, Chennai",Chennai,0,0,₹800
203,Dr. D Prabhakar,"MBBS, DM - Cardiology, MD - General Medicine",32 Years Experience Overall  (22 years as specialist),Cardiologist,"Kilpauk, Chennai",Chennai,94%,(90 votes),₹700
204,Dr. Jyotirmaya Dash,"MBBS, MD - General Medicine, DNB - Cardiology",24 Years Experience Overall  (12 years as specialist),Cardiologist,"Vadapalani, Chennai",Chennai,100%,(93 votes),₹500
205,Dr. Abraham Oomman,"MBBS, MD - General Medicine, DM - Cardiology, DNB - Cardiology",31 Years Experience Overall  (24 years as specialist),Cardiologist,"Tondiarpet, Chennai",Chennai,0,0,₹350
206,Dr. Babu Ezhumalai,"MBBS, MD - General Medicine, DM - Cardiology, FNB - Interventional  Cardiology",18 Years Experience Overall  (10 years as specialist),Cardiologist,"Adyar, Chennai",Chennai,0,0,₹1000
207,Dr. Refai Showkathali,"MBBS, MRCP (UK), CCT - Cardiology",23 Years Experience Overall  (10 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,100%,(22 votes),₹1000
208,Dr. Prasad G N,"MBBS, DNB - Cardiology, MD - General Medicine",32 Years Experience Overall  (18 years as specialist),Cardiologist,"Vadapalani, Chennai",Chennai,100%,(13 votes),₹1000
209,Dr. Y Vijayachandra Reddy,"MBBS, DNB - General Medicine, DM - Cardiology",28 Years Experience Overall  (26 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,100%,(12 votes),₹1000
210,Dr. Sai Satish,"MBBS, MD - General Medicine, DM - Cardiology",25 Years Experience Overall  (16 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,0,0,₹1000
211,Dr. Pramod Kumar Jaiswal,"MBBS, MD - General Medicine, DM - Cardiology",35 Years Experience Overall  (28 years as specialist),Cardiologist,"Vadapalani, Chennai",Chennai,100%,(23 votes),₹1000
212,Dr. Asha Vidhyasekaran,"MD - General Medicine, DM - Cardiology, MBBS",32 Years Experience Overall  (19 years as specialist),Cardiologist,"Kilpauk, Chennai",Chennai,0,0,₹500
213,Dr. Avinash Jayachandran,"MBBS, MD - General Medicine, DM - Cardiology",10 Years Experience Overall  (2 years as specialist),Cardiologist,"Alwarpet, Chennai",Chennai,0,0,₹700
214,Dr. Ramakrishnan.G,"MBBS, DNB - General Surgery, MCh - Cardio Thoracic Surgery",25 Years Experience Overall  (17 years as specialist),Cardiologist,"Vanagaram, Chennai",Chennai,0,0,₹800
215,Dr. A.M. Karthigesan,"MBBS, MD - General Medicine, DNB - Cardiology, DNB - General Medicine",25 Years Experience Overall  (17 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,0,0,₹1500
216,Dr. Deepesh Venkatraman,"MBBS, DM - Cardiology, MD - General Medicine",15 Years Experience Overall  (7 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,100%,(11 votes),₹1000
217,Dr. Sengottu Velu,"MBBS, MD - General Medicine, DNB - Cardiology, DM - Cardiology",30 Years Experience Overall  (21 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,0,0,₹1500
218,Dr. Robert Mao,"MBBS, MD - General Medicine, DM - Cardiology",40 Years Experience Overall  (38 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,94%,(18 votes),₹1500
219,Dr. Shanmugasundaram D,"MBBS, MD - General Medicine, DNB - Cardiology",26 Years Experience Overall  (11 years as specialist),Cardiologist,"OMR Road, Chennai",Chennai,100%,(14 votes),₹700
220,Dr. S Aravind,"MBBS, MD - General Medicine, DM - Cardiology",8 Years Experience Overall,Cardiologist,"Vanagaram, Chennai",Chennai,0,0,₹550
221,Dr. K Jayanthi,"MBBS, MD - General Medicine, DNB - Cardiology",36 Years Experience Overall  (26 years as specialist),Cardiologist,"Vadapalani, Chennai",Chennai,0,0,₹1000
222,Dr. Narendra Kumar V,"MBBS, DM - Cardiology, MD - Pediatrics",21 Years Experience Overall  (6 years as specialist),Cardiologist,"Chromepet, Chennai",Chennai,100%,(31 votes),₹800
223,Dr. Govini Balasubramanian,"MS - General Surgery, MBBS, MCh - Cardio Thoracic Surgery",21 Years Experience Overall  (13 years as specialist),Cardiologist,"Vadapalani, Chennai",Chennai,0,0,₹1000
224,Dr. Ganesh. T,"DM - Cardiology, MBBS",15 Years Experience Overall  (6 years as specialist),Cardiologist,"Kodambakkam, Chennai",Chennai,0,0,₹500
225,Dr. A.L. Narayanan,"MD - General Medicine, DM - Cardiology, MBBS",34 Years Experience Overall,Cardiologist,"Aminjikarai, Chennai",Chennai,100%,(11 votes),₹800
226,Dr. Nishanth S,"MBBS, MD - General Medicine, DM - Cardiology",11 Years Experience Overall  (4 years as specialist),Cardiologist,"Alwarthirunagar, Chennai",Chennai,95%,(21 votes),₹600
227,Dr. Arul E D,"MBBS, MD - General Medicine, DNB - Cardiology",21 Years Experience Overall  (11 years as specialist),Cardiologist,"OMR Road, Chennai",Chennai,91%,(11 votes),₹700
228,Dr. Madhu Prabhu Doss,"MBBS, MD - General Medicine, DM - Cardiology",22 Years Experience Overall  (11 years as specialist),Cardiologist,"OMR Road, Chennai",Chennai,0,0,₹700
229,Dr. M Seetha,"MBBS, MD - General Medicine, DNB - Cardiology",16 Years Experience Overall  (7 years as specialist),Cardiologist,"T Nagar, Chennai",Chennai,96%,(23 votes),₹1300
230,Dr. Rajeshwari Nayak,"MBBS, DNB - Cardiology, DNB - General Medicine",25 Years Experience Overall  (20 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,0,0,₹1000
231,Dr. Kirubakaran,"MBBS, MD - General Medicine, DNB - Cardiology",20 Years Experience Overall  (11 years as specialist),Cardiologist,"Kilpauk, Chennai",Chennai,0,0,₹800
232,Dr. Kanthallu Srinivasan,"MBBS, MD - General Medicine, DNB - Cardiology",27 Years Experience Overall  (18 years as specialist),Cardiologist,"Greams Road, Chennai",Chennai,0,0,₹1500
233,Dr. Srichandran L,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (11 years as specialist),Cardiologist,"Aminjikarai, Chennai",Chennai,0,0,₹800
234,Dr. Arun Kalyanasundaram,"MBBS, Diplomate in Cardiovascular Disease, Diplomate in Interventional Cardiology",22 Years Experience Overall  (13 years as specialist),Cardiologist,"Kottivakkam, Chennai",Chennai,0,0,₹1500
235,Dr. Siva Muthukumar,"MBBS, MCh - Cardio Thoracic Surgery, DNB - General Surgery, DNB - Cardiothoracic Surgery, MS - General Surgery",24 Years Experience Overall  (14 years as specialist),Cardiologist,"OMR Road, Chennai",Chennai,0,0,₹700
236,Dr. Ravi Kumar,"MD - General Medicine, DM - Cardiology, MBBS",33 Years Experience Overall  (28 years as specialist),Cardiologist,"Aminjikarai, Chennai",Chennai,0,0,₹800
237,Dr. T S Srinath,"MBBS, MD - General Medicine, DNB - Cardiology",26 Years Experience Overall  (15 years as specialist),Cardiologist,"Vadapalani, Chennai",Chennai,0,0,₹1000
238,Dr. M Kathiresan,"MBBS, MD - General Medicine, DM - Cardiology",24 Years Experience Overall  (14 years as specialist),Cardiologist,"OMR Road, Chennai",Chennai,0,0,₹700
239,Dr. Ramya Shri,"MBBS, MD - Pediatrics, DM - Cardiology",20 Years Experience Overall  (17 years as specialist),Cardiologist,"Aminjikarai, Chennai",Chennai,0,0,₹800
240,Dr. Musthafa Janeel,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",19 Years Experience Overall  (12 years as specialist),Cardiologist,"Thousand Lights, Chennai",Chennai,0,0,₹1000
241,Dr. Ashok Kumar Aringondam,"MBBS, MD - General Medicine, DM - Cardiology",12 Years Experience Overall  (5 years as specialist),Cardiologist,"Chromepet, Chennai",Chennai,0,0,₹800
242,Dr. Vivekan M,"MBBS, DNB - General Medicine, DNB - Cardiology",14 Years Experience Overall  (4 years as specialist),Cardiologist,"Aminjikarai, Chennai",Chennai,0,0,₹500
243,Dr. Surinder Hansra,"MBBS, MD - General Medicine, DNB - Cardiology",23 Years Experience Overall  (13 years as specialist),Cardiologist,"Kandivali East, Mumbai",Mumbai,95%,(98 votes),₹1000
244,Dr. Ashish Agrawal,"DM - Cardiology, MD - Medicine, MBBS",19 Years Experience Overall  (9 years as specialist),Cardiologist,"Mulund West, Mumbai",Mumbai,97%,(359 votes),₹1500
245,Dr. C. B. Munjewar,"MBBS, MD - General Medicine, DM - Cardiology",16 Years Experience Overall  (8 years as specialist),Cardiologist,"Ghatkopar, Mumbai",Mumbai,97%,(32 votes),₹1500
246,Dr. Nitesh B. Karnire,"MBBS, DM - Cardiology, MD - General Medicine, Fellowship In Interventional  Cardiology",13 Years Experience Overall  (5 years as specialist),Cardiologist,"Bandra East, Mumbai",Mumbai,0,0,₹1000
247,Dr. Aditya Dhawale,"MBBS, MD - General Medicine, DNB - Cardiology",13 Years Experience Overall  (2 years as specialist),Cardiologist,"Ghatkopar West, Mumbai",Mumbai,0,0,₹1000
248,Dr. Kunal Praful Sinkar,"MBBS, DNB - Cardiology, DNB - General Medicine",5 Years Experience Overall  (3 years as specialist),Cardiologist,"Dadar West, Mumbai",Mumbai,0,0,₹1500
249,Dr. Shoaib Padaria Fakhruddin,"MBBS, MD - General Medicine, DM - Cardiology",40 Years Experience Overall  (34 years as specialist),Cardiologist,"Tardeo, Mumbai",Mumbai,82%,(17 votes),₹1500
250,Dr. Ganesh Kumar A.V,"MBBS, MD - General Medicine, DNB - Cardiology",20 Years Experience Overall,Cardiologist,"Powai, Mumbai",Mumbai,0,0,₹2600
251,Dr. Suresh Vijan,"MD - Medicine,  FRCP, FACC",31 Years Experience Overall  (6 years as specialist),Cardiologist,"Mulund West, Mumbai",Mumbai,0,0,₹1500
252,Dr. Hasmukh Ravat,"MBBS, MD - Medicine, DM - Cardiology",40 Years Experience Overall  (30 years as specialist),Cardiologist,"Mulund West, Mumbai",Mumbai,0,0,₹1500
253,Dr. Snehal Kothari,"DM - Cardiology, DNB - Cardiology, MD - Medicine, FACC, Fellowship In Interventional  Cardiology",21 Years Experience Overall,Cardiologist,"Mahim, Mumbai",Mumbai,99%,(179 votes),₹1800
254,Dr. Swati Garekar,"MBBS, Diplomater, American Board of Cardiology",26 Years Experience Overall  (14 years as specialist),Cardiologist,"Mulund West, Mumbai",Mumbai,0,0,₹1500
255,Dr. Harin Vyas,"MBBS, MRCP (UK), CCT - Cardiology",16 Years Experience Overall  (8 years as specialist),Cardiologist,"Mulund West, Mumbai",Mumbai,0,0,₹2000
256,Dr. Irfan Khan,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (8 years as specialist),Cardiologist,"Powai, Mumbai",Mumbai,100%,(12 votes),₹2600
257,Dr. Chetan Bhambure,"MBBS, MD - Medicine, DNB - Cardiology",25 Years Experience Overall  (13 years as specialist),Cardiologist,"Mira Road, Mumbai",Mumbai,0,0,₹1000
258,Dr. Rushikesh Patil,"MBBS, MD - General Medicine, DM - Cardiology",18 Years Experience Overall  (9 years as specialist),Cardiologist,"Powai, Mumbai",Mumbai,0,0,₹2600
259,Dr. Atul Limaye,"MBBS, DM - Cardiology, MRCP (UK)",21 Years Experience Overall,Cardiologist,"Mulund West, Mumbai",Mumbai,0,0,₹1500
260,Dr. Praveen Kulkarni,"MBBS, MD - Medicine, DM - Cardiology",20 Years Experience Overall  (11 years as specialist),Cardiologist,"Parel, Mumbai",Mumbai,95%,(20 votes),₹1850
261,Dr. Patil Amit,"DM - Cardiology, MBBS, MD - General Medicine",11 Years Experience Overall  (3 years as specialist),Cardiologist,"Chembur, Mumbai",Mumbai,0,0,₹1500
262,Dr. Ankur Phatarpekar,"DM - Cardiology, MBBS",18 Years Experience Overall  (6 years as specialist),Cardiologist,"Mahim, Mumbai",Mumbai,100%,(43 votes),₹1800
263,Dr. Swarup Pal,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",16 Years Experience Overall  (9 years as specialist),Cardiologist,"Powai, Mumbai",Mumbai,0,0,₹1900
264,Dr. Deepak R Shejol,"MBBS, MD - Medicine, DM - Cardiology, DNB - Cardiology",10 Years Experience Overall  (6 years as specialist),Cardiologist,"Kurla West, Mumbai",Mumbai,0,0,₹1500
265,Dr. Nilesh Gautam,"MBBS, MD - General Medicine, DM - Cardiology",21 Years Experience Overall  (19 years as specialist),Cardiologist,"Mahim, Mumbai",Mumbai,0,0,₹1300
266,Dr. Nitin Nanasaheb Bote,"MD - General Medicine, DM - Cardiology, MBBS",14 Years Experience Overall  (6 years as specialist),Cardiologist,"Mahim, Mumbai",Mumbai,92%,(13 votes),₹1800
267,Dr. Abhishek Wadkar,"DM - Cardiology, MD - General Medicine, MBBS",19 Years Experience Overall  (8 years as specialist),Cardiologist,"Borivali West, Mumbai",Mumbai,81%,(16 votes),₹2000
268,Dr. Kamales Kumar Saha,"MBBS, MS - General Surgery, DNB - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",36 Years Experience Overall  (27 years as specialist),Cardiologist,"Goregaon East, Mumbai",Mumbai,91%,(22 votes),₹3000
269,Dr. Ramesh Kawar,"MBBS, MD - General Medicine, DM - Cardiology",25 Years Experience Overall  (24 years as specialist),Cardiologist,"Malad West, Mumbai",Mumbai,81%,(43 votes),₹1500
270,Dr. Hemant Khemani,"MBBS, MD - General Medicine, DM - Cardiology",15 Years Experience Overall  (9 years as specialist),Cardiologist,"Borivali West, Mumbai",Mumbai,0,0,₹1500
271,Dr. Parin Sangoi,"MBBS, MD - General Medicine, DNB - Cardiology",15 Years Experience Overall  (4 years as specialist),Cardiologist,"Mumbai Central, Mumbai",Mumbai,0,0,₹1500
272,Dr. Tabassum Khan,"MBBS, DNB - Cardiology",20 Years Experience Overall  (9 years as specialist),Cardiologist,"Goregaon East, Mumbai",Mumbai,0,0,₹2000
273,Dr. Ravish Ramesh Rawal,"MBBS, DM - Cardiology",16 Years Experience Overall  (9 years as specialist),Cardiologist,"Malad, Mumbai",Mumbai,0,0,₹2000
274,Dr. Ganesh Manudhane,"MD - General Medicine, MBBS, DM - Cardiology",11 Years Experience Overall  (3 years as specialist),Cardiologist,"Goregaon, Mumbai",Mumbai,0,0,₹1500
275,Dr. Haresh Mehta,"MBBS, MD - General Medicine, DNB - Cardiology",32 Years Experience Overall  (24 years as specialist),Cardiologist,"Mahim, Mumbai",Mumbai,0,0,₹3300
276,Dr. Kondal Rao,"DM - Cardiology, MD - General Medicine, MBBS",26 Years Experience Overall,Cardiologist,"Lakdikapul, Hyderabad",Hyderabad,0,0,₹800
277,Dr. K.Naga Murali,"MBBS, MD - General Medicine, DM - Cardiology",22 Years Experience Overall  (6 years as specialist),Cardiologist,"Miyapur, Hyderabad",Hyderabad,93%,(59 votes),₹650
278,Dr. Lanka Krishna,"MBBS, DNB - General Medicine, DM - Cardiology",41 Years Experience Overall  (24 years as specialist),Cardiologist,"Ameerpet, Hyderabad",Hyderabad,94%,(48 votes),₹800
279,Dr. Sanjib K Sahu,"MD - General Medicine, DNB - Cardiology",24 Years Experience Overall  (16 years as specialist),Cardiologist,"Vidyanagar, Hyderabad",Hyderabad,92%,(73 votes),₹500
280,Dr. Ramakrishna Janapati,"MBBS, MD - General Medicine, DM - Cardiology",8 Years Experience Overall  (6 years as specialist),Cardiologist,"KPHB, Hyderabad",Hyderabad,0,0,₹600
281,Dr. R V Venkata Rao,"MBBS, DM - Cardiology, MD - General Medicine",16 Years Experience Overall  (6 years as specialist),Cardiologist,"Miyapur, Hyderabad",Hyderabad,92%,(38 votes),₹500
