,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
277,Dr. Usha Maurya Kumar,"MS - Obstetrics & Gynaecology, MBBS, MRCOG(UK)",34 Years Experience Overall  (30 years as specialist),Gynecologist,"Saket, Delhi",Delhi,60%,(48 votes),₹1200
278,Dr. Rima Sonpal,"MBBS, DGO, FCPS - Mid. & Gynae",11 Years Experience Overall  (8 years as specialist),Gynecologist,"Ghatkopar West, Mumbai",Mumbai,98%,(55 votes),₹800
279,Dr. Madhuri Burande Laha,"MBBS, DGO, DNB - Obstetrics & Gynecology",25 Years Experience Overall  (21 years as specialist),Gynecologist,"Kharadi, Pune",Pune,91%,(612 votes),₹650
280,Dr. Aaditi Acharya Sharma,"MBBS, DGO",16 Years Experience Overall  (13 years as specialist),Gynecologist,"Laxmi Nagar, Delhi",Delhi,95%,(321 votes),₹700
281,Dr. Mugdha Joshi,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (13 years as specialist),Gynecologist,"Bavdhan, Pune",Pune,99%,(388 votes),₹500
282,Dr. Arpana Haritwal,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall,Gynecologist,"Saket, Delhi",Delhi,0,0,₹1000
283,Dr. P Sreenivasa Rao,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",28 Years Experience Overall  (21 years as specialist),Gynecologist,"Indiranagar, Bangalore",Bangalore,100%,(59 votes),₹600
284,Dr. Laila Rajesh Dave,"MBBS, MD - Obstetrics & Gynaecology",36 Years Experience Overall,Gynecologist,"Mahim, Mumbai",Mumbai,88%,(25 votes),₹1300
285,Dr. Nidhi Jhawar,"MBBS, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",9 Years Experience Overall,Gynecologist,"Richmond Town, Bangalore",Bangalore,0,0,₹1200
286,Dr. Madhuri Roy,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (21 years as specialist),Gynecologist,"Hinjewadi, Pune",Pune,97%,(95 votes),₹700
287,Dr. Manimekalai Vennimalai,"MBBS, MD - Obstetrics & Gynaecology, DGO",46 Years Experience Overall  (44 years as specialist),Gynecologist,"Velachery, Chennai",Chennai,85%,(20 votes),₹1000
288,Dr. Puja Prasad,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (6 years as specialist),Gynecologist,"Patparganj, Delhi",Delhi,100%,(81 votes),₹900
289,Dr. Ritu Garg,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (10 years as specialist),Gynecologist,"Dwarka Sector 6, Delhi",Delhi,95%,(20 votes),₹900
290,Dr. Ekta Sharma,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (16 years as specialist),Gynecologist,"Moti Nagar, Delhi",Delhi,0,0,₹1200
291,Dr. Mala Sibal,"MBBS, DGO, DNB - Obstetrics & Gynecology",34 Years Experience Overall  (31 years as specialist),Gynecologist,"Old Airport Road, Bangalore",Bangalore,91%,(22 votes),₹750
292,Dr. Durga Karne,"MBBS, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",21 Years Experience Overall  (19 years as specialist),Gynecologist,"Sinhagad Road, Pune",Pune,96%,(84 votes),₹500
293,Dr. Shweta Raje,"MBBS, MD - Obstetrics & Gynaecology",18 Years Experience Overall  (17 years as specialist),Gynecologist,"Khar West, Mumbai",Mumbai,99%,(283 votes),₹1500
294,Dr. Pavithra K,"MBBS, DGO",11 Years Experience Overall  (10 years as specialist),Gynecologist,"Malleswaram, Bangalore",Bangalore,98%,(49 votes),₹850
295,Dr. Vijayalakshmi M,"MBBS, DGO",43 Years Experience Overall  (39 years as specialist),Gynecologist,"Indiranagar, Bangalore",Bangalore,95%,(105 votes),₹800
296,Dr. Payal Singhal,"MBBS, MD - Obstetrics & Gynaecology",27 Years Experience Overall  (26 years as specialist),Gynecologist,"Panchsheel Park, Delhi",Delhi,77%,(13 votes),₹1200
297,Dr. Preethika Shetty,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (9 years as specialist),Gynecologist,"Wadgaon Sheri, Pune",Pune,100%,(118 votes),₹500
298,Dr. Indira C  Reddy,"MBBS, MD - Obstetrics & Gynaecology, DGO",42 Years Experience Overall,Gynecologist,"VV Puram, Bangalore",Bangalore,86%,(14 votes),₹600
299,Dr. N. Sarada Vani,"DNB - Obstetrics & Gynecology, MBBS",23 Years Experience Overall  (11 years as specialist),Gynecologist,"Ameerpet, Hyderabad",Hyderabad,95%,(375 votes),₹400
300,Dr. Kishore Pandit,"MBBS, DGO",25 Years Experience Overall  (22 years as specialist),Gynecologist,"Aundh, Pune",Pune,99%,(315 votes),₹1400
301,Dr. Suyesha Khanijao,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (10 years as specialist),Gynecologist,"Saket, Delhi",Delhi,95%,(97 votes),₹1000
302,Dr. Aparna Hegde,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO",27 Years Experience Overall  (24 years as specialist),Gynecologist,"Khar West, Mumbai",Mumbai,97%,(70 votes),₹1500
303,Dr. Deepshikha Dwivedi,"MBBS, DNB - Obstetrics & Gynecology, FICS",17 Years Experience Overall  (12 years as specialist),Gynecologist,"Baner, Pune",Pune,97%,(358 votes),₹600
304,Dr. Archana R. Gaikwad,"MBBS, DGO",16 Years Experience Overall  (14 years as specialist),Gynecologist,"Chembur East, Mumbai",Mumbai,0,0,₹500
305,Dr. Shakti Bhan Khanna,"MBBS, MD - Obstetrics & Gynaecology",58 Years Experience Overall  (52 years as specialist),Gynecologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2000
306,Dr. Andal Reddy,"MBBS, DGO, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (21 years as specialist),Gynecologist,"Manikonda, Hyderabad",Hyderabad,96%,(137 votes),₹500
307,Dr. Pratibha Narayan,"DNB - Obstetrics & Gynecology, MS - Obstetrics & Gynaecology, MBBS",27 Years Experience Overall  (22 years as specialist),Gynecologist,"Banjara Hills, Hyderabad",Hyderabad,92%,(436 votes),₹750
308,Dr. Vijal Modi,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (8 years as specialist),Gynecologist,"Goregaon West, Mumbai",Mumbai,100%,(13 votes),₹800
309,Dr. Anita Soni,"MBBS, MD - Obstetrics & Gynaecology, DGO",19 Years Experience Overall,Gynecologist,"Powai, Mumbai",Mumbai,73%,(55 votes),₹1300
310,Dr. Diana Bernard,"MBBS, DGO, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (13 years as specialist),Gynecologist,"Hebbal, Bangalore",Bangalore,0,0,₹750
311,Dr. Swagatha Mukherjee,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (8 years as specialist),Gynecologist,"JP Nagar 7 Phase, Bangalore",Bangalore,71%,(17 votes),₹650
312,Dr. Arvind Kumar Vaid,"MBBS, MD - Obstetrics & Gynaecology",19 Years Experience Overall  (15 years as specialist),Gynecologist,"Patel Nagar South, Delhi",Delhi,0,0,₹500
313,Dr. Babitha Maturi,"MBBS, DGO",28 Years Experience Overall  (23 years as specialist),Gynecologist,"Manikonda, Hyderabad",Hyderabad,0,0,₹500
314,Dr. Rolika Keshri,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (13 years as specialist),Gynecologist,"Kondapur, Hyderabad",Hyderabad,97%,(33 votes),₹700
315,Dr. Namrita Sheregar,"MBBS, DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),Gynecologist,"Andheri West, Mumbai",Mumbai,99%,(137 votes),₹1000
316,Dr. Rashmi Swaroop,"MBBS, DGO, Fellowship in Reproductive Medicine",22 Years Experience Overall  (16 years as specialist),Gynecologist,"VV Puram, Bangalore",Bangalore,99%,(139 votes),₹600
317,Dr. Pratibha Aggarwal,"MBBS, MD - Obstetrics & Gynaecology",34 Years Experience Overall  (27 years as specialist),Gynecologist,"Safdarjung Enclave, Delhi",Delhi,100%,(23 votes),₹1000
318,Dr. Nancy Nagpal,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (12 years as specialist),Gynecologist,"South Extension 2, Delhi",Delhi,93%,(14 votes),₹900
319,Dr. Minal Chandrashekhar Chalwade,"DGO, MBBS",15 Years Experience Overall,Gynecologist,"Sion East, Mumbai",Mumbai,0,0,₹800
320,Dr. Sunil Eshwar,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (18 years as specialist),Gynecologist,"JP Nagar, Bangalore",Bangalore,97%,(677 votes),₹950
321,Dr. Sunitha Gali,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (6 years as specialist),Gynecologist,"Sahakaranagar, Bangalore",Bangalore,91%,(23 votes),₹500
322,Dr. M.Kalpana,"DNB - Obstetrics & Gynecology, MBBS",16 Years Experience Overall  (11 years as specialist),Gynecologist,"Secunderabad, Hyderabad",Hyderabad,87%,(53 votes),₹500
323,Dr. Gouri Sultane Gupta,"MBBS, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",19 Years Experience Overall  (15 years as specialist),Gynecologist,"Goregaon West, Mumbai",Mumbai,92%,(121 votes),₹1000
324,Dr. D Vijaya Meenakshi,"MBBS, MD - Obstetrics & Gynaecology",19 Years Experience Overall  (14 years as specialist),Gynecologist,"Whitefield, Bangalore",Bangalore,96%,(69 votes),₹850
325,Dr. Indra Venkatraman,"MBBS, MD - Obstetrics & Gynaecology",33 Years Experience Overall  (28 years as specialist),Gynecologist,"Kilpauk, Chennai",Chennai,0,0,₹600
326,Dr. Vasanthi Natesan,"MBBS, DGO",53 Years Experience Overall  (50 years as specialist),Gynecologist,"T Nagar, Chennai",Chennai,0,0,₹700
327,Dr. Meghana Bhaskar,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (10 years as specialist),Gynecologist,"Aundh, Pune",Pune,0,0,₹500
328,Dr. Divya Sivaraman,"MBBS, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (11 years as specialist),Gynecologist,"Kotturpuram, Chennai",Chennai,95%,(218 votes),₹750
329,Dr. Neena Singh,"MBBS, MD - Midwifery & Gynecology",35 Years Experience Overall  (31 years as specialist),Gynecologist,"Greater Kailash Part 2, Delhi",Delhi,0,0,₹1500
330,Dr. Vijay Kumar S Mete,"MBBS, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (13 years as specialist),Gynecologist,"Pimpri-Chinchwad, Pune",Pune,0,0,₹500
331,Dr. Radha S Rao,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",23 Years Experience Overall  (19 years as specialist),Gynecologist,"Jayanagar 5 Block, Bangalore",Bangalore,98%,(789 votes),₹700
332,Dr. Uttara Aiyer,"MBBS, DNB - Obstetrics & Gynecology, MS - Obstetrics & Gynaecology",25 Years Experience Overall  (17 years as specialist),Gynecologist,"Indiranagar, Bangalore",Bangalore,0,0,₹600
333,Dr. Mukta Rayate,"MBBS, MD - Obstetrics & Gynaecology",24 Years Experience Overall  (19 years as specialist),Gynecologist,"Kothrud, Pune",Pune,99%,(740 votes),₹800
334,Dr. Madhavi Latha,"MBBS, DNB - Obstetrics & Gynecology, DGO",21 Years Experience Overall  (18 years as specialist),Gynecologist,"Chanda Nagar, Hyderabad",Hyderabad,88%,(64 votes),₹450
335,Dr. Ranjana Sharma,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK), Fellow of Indian College of Obstetrics and Gynecology (FICOG)",42 Years Experience Overall,Gynecologist,"Sarita Vihar, Delhi",Delhi,79%,(19 votes),₹2000
336,Dr. Manasvi Bommareddy,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall  (3 years as specialist),Gynecologist,"Nallagandla, Hyderabad",Hyderabad,0,0,₹500
337,Dr. A K Shiny Prem,"MBBS, DGO, MD - Biochemistry",16 Years Experience Overall  (7 years as specialist),Gynecologist,"Indiranagar, Bangalore",Bangalore,97%,(39 votes),₹600
338,Dr. Aradhya Achuri,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),Gynecologist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹600
339,Dr. Niveditha Bharathy,"MBBS, DGO",25 Years Experience Overall  (21 years as specialist),Gynecologist,"Teynampet, Chennai",Chennai,0,0,₹1000
340,Dr. Mansi A Medhekar,"MBBS, MS - Obstetrics & Gynaecology, Diploma in Advanced Endoscopic Gynae Surgery",16 Years Experience Overall  (15 years as specialist),Gynecologist,"Mahim, Mumbai",Mumbai,100%,(12 votes),₹1300
341,Dr. Sura Pushpalatha,"MBBS, DNB - Obstetrics & Gynecology, DGO",24 Years Experience Overall,Gynecologist,"Sholinganallur, Chennai",Chennai,94%,(16 votes),₹800
342,Dr. Anagha Chhatrapati,"MS - Obstetrics & Gynaecology, MBBS",15 Years Experience Overall,Gynecologist,"Parel, Mumbai",Mumbai,0,0,₹1600
343,Dr. Rupali Vaidya,"MBBS, DGO",13 Years Experience Overall  (12 years as specialist),Gynecologist,"Ravet, Pune",Pune,0,0,₹500
344,Dr. Tejashwini G,"MBBS, DGO",13 Years Experience Overall  (10 years as specialist),Gynecologist,"Nacharam, Hyderabad",Hyderabad,95%,(88 votes),₹500
345,Dr. Poornima M. Gowda,"MBBS, DNB - Obstetrics & Gynecology, DGO",20 Years Experience Overall  (16 years as specialist),Gynecologist,"Whitefield, Bangalore",Bangalore,94%,(310 votes),₹850
346,Dr. Shiva Singh Shekhawat,"MBBS, DGO, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (12 years as specialist),Gynecologist,"Thousand Lights, Chennai",Chennai,0,0,₹1000
347,Dr. Sivakumar Chandrasekaran,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (13 years as specialist),Gynecologist,"T Nagar, Chennai",Chennai,0,0,₹600
348,Dr. Roopa Ghanta,"MBBS, DGO",22 Years Experience Overall,Gynecologist,"Gachibowli, Hyderabad",Hyderabad,69%,(39 votes),₹900
349,Dr. Riddhi Dipak Doshi,DNB - Obstetrics & Gynecology,7 Years Experience Overall  (5 years as specialist),Gynecologist,"Borivali West, Mumbai",Mumbai,0,0,₹1500
350,Dr. Sangamithray D,"MBBS, DGO, DNB - Obstetrics & Gynecology",39 Years Experience Overall  (35 years as specialist),Gynecologist,"Tondiarpet, Chennai",Chennai,0,0,₹800
351,Dr. Sushma Sinha,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",36 Years Experience Overall  (35 years as specialist),Gynecologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2000
352,Dr. Sahitya B,DGO,8 Years Experience Overall,Gynecologist,"Kondapur, Hyderabad",Hyderabad,0,0,₹400
353,Dr. Dhivya,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (6 years as specialist),Gynecologist,"Navalur, Chennai",Chennai,0,0,₹700
354,Dr. Poonam Nautiyal,"MBBS, DGO, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (16 years as specialist),Gynecologist,"Santacruz West, Mumbai",Mumbai,99%,(307 votes),₹1500
355,Dr. Maheshwari,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (7 years as specialist),Gynecologist,"Banashankari 1st Stage, Bangalore",Bangalore,100%,(11 votes),₹550
356,Dr. Prashansa Raut-Dalvi,"MBBS, DGO, DNB - Obstetrics & Gynecology",10 Years Experience Overall  (7 years as specialist),Gynecologist,"Goregaon East, Mumbai",Mumbai,0,0,₹800
357,Dr. Miloni Gadoya,"MBBS, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (7 years as specialist),Gynecologist,"Tardeo, Mumbai",Mumbai,0,0,₹1500
358,Dr. Shubhada Sanjiv Khandeparkar,"MBBS, MD - Obstetrics & Gynaecology",43 Years Experience Overall  (39 years as specialist),Gynecologist,"Dadar East, Mumbai",Mumbai,92%,(103 votes),₹2500
359,Dr. Raju Sahetya,"MD - Obstetrics & Gynaecology, DGO, FCPS - Mid. & Gynae, MBBS",43 Years Experience Overall  (39 years as specialist),Gynecologist,"Malad West, Mumbai",Mumbai,95%,(115 votes),₹1000
360,Dr. Anuradha Lokare,"MBBS, DGO",13 Years Experience Overall,Gynecologist,"Sahakaranagar, Bangalore",Bangalore,98%,(547 votes),₹850
361,Dr. Beena Jeysingh,"MBBS, DNB - Obstetrics & Gynecology, MNAMS - Obstetrics & Gynaecology",22 Years Experience Overall  (21 years as specialist),Gynecologist,"Sarjapur Road, Bangalore",Bangalore,92%,(201 votes),₹700
362,Dr. Soumya KN,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (11 years as specialist),Gynecologist,"Kengeri, Bangalore",Bangalore,0,0,₹700
363,Dr. Nazia Khanam,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (10 years as specialist),Gynecologist,"Attapur, Hyderabad",Hyderabad,65%,(26 votes),₹300
364,Dr. Sunitha Ilinani,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (21 years as specialist),Gynecologist,"Banjara Hills, Hyderabad",Hyderabad,96%,(1047 votes),₹700
365,Dr. Saloni Arora,"MBBS, MD - Obstetrics & Gynaecology",12 Years Experience Overall  (7 years as specialist),Gynecologist,"Pusa Road, Delhi",Delhi,0,0,₹1200
366,Dr. Namrata Nagendra,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (10 years as specialist),Gynecologist,"HSR Layout, Bangalore",Bangalore,99%,(354 votes),₹650
367,Dr. Priya Shukla,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (11 years as specialist),Gynecologist,"Nehru Place, Delhi",Delhi,0,0,₹1500
368,Dr. Puneet Bedi,"MBBS, MD - Obstetrics & Gynaecology",42 Years Experience Overall  (36 years as specialist),Gynecologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2000
369,Dr. Shivani Sachdev Gour,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",17 Years Experience Overall,Gynecologist,"Greater Kailash Part 1, Delhi",Delhi,60%,(15 votes),₹1000
370,Dr. Devika Chopra,"MBBS, DNB - Obstetrics & Gynecology, Post Doctoral Fellowship in Reproductive Medicine",16 Years Experience Overall  (11 years as specialist),Gynecologist,"Tardeo, Mumbai",Mumbai,99%,(252 votes),₹1500
371,Dr. S V Lakshmi,"MBBS, DGO",26 Years Experience Overall  (22 years as specialist),Gynecologist,"Hitech City, Hyderabad",Hyderabad,0,0,₹700
372,Dr. Geetha Nagarjuna,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (5 years as specialist),Gynecologist,"Banashankari, Bangalore",Bangalore,100%,(88 votes),₹600
373,Dr. Gauri Khirid,"MBBS, DGO",14 Years Experience Overall  (9 years as specialist),Gynecologist,"Shivajinagar, Pune",Pune,0,0,₹600
374,Dr. Sarika Gupta,"MBBS, MD - Obstetrics & Gynaecology",19 Years Experience Overall  (14 years as specialist),Gynecologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
375,Dr. Deepak V Rao,"MD - Obstetrics & Gynaecology, MBBS",31 Years Experience Overall  (30 years as specialist),Gynecologist,"Indiranagar, Bangalore",Bangalore,98%,(41 votes),₹700
376,Dr. Chitra .J.A,"MS - Obstetrics & Gynaecology, MBBS",15 Years Experience Overall  (10 years as specialist),Gynecologist,"Anna Nagar, Chennai",Chennai,94%,(18 votes),₹700
377,Dr. Archana Chandak,"MBBS, DGO",29 Years Experience Overall  (26 years as specialist),Gynecologist,"Nigdi, Pune",Pune,84%,(25 votes),₹600
378,Dr. S. Sharada,"MBBS, MD - Obstetrics & Gynaecology",21 Years Experience Overall  (17 years as specialist),Gynecologist,"Perungudi, Chennai",Chennai,99%,(149 votes),₹500
379,Dr. Shanthala S,"MBBS, MS - Obstetrics & Gynaecology",27 Years Experience Overall  (15 years as specialist),Gynecologist,"BTM Layout 2nd Stage, Bangalore",Bangalore,81%,(97 votes),₹600
380,Dr. Bhavani M Hulinayakar,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (12 years as specialist),Gynecologist,"Hebbal, Bangalore",Bangalore,0,0,₹700
381,Dr. Vinutha Prashanth,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (10 years as specialist),Gynecologist,"Kanakpura Road, Bangalore",Bangalore,99%,(372 votes),₹700
382,Dr. Sangeetha Visheswar,"MBBS, DGO",23 Years Experience Overall  (20 years as specialist),Gynecologist,"Velachery, Chennai",Chennai,95%,(21 votes),₹700
383,Dr. Soumya Lakshmi T V,"MBBS, DGO",23 Years Experience Overall  (18 years as specialist),Gynecologist,"Hebbal, Bangalore",Bangalore,95%,(38 votes),₹700
384,Dr. Vaidhehi,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (4 years as specialist),Gynecologist,"Chromepet, Chennai",Chennai,92%,(13 votes),₹600
385,Dr. Neena Bahl,"MBBS, MD - Midwifery & Gynecology",34 Years Experience Overall  (28 years as specialist),Gynecologist,"Greater Kailash Part 2, Delhi",Delhi,97%,(30 votes),₹1500
386,Dr. Kiran Dua,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",40 Years Experience Overall,Gynecologist,"Panchsheel Park, Delhi",Delhi,0,0,₹1600
387,Dr. Parvathavarthini,MBBS,13 Years Experience Overall,Gynecologist,"Ambattur, Chennai",Chennai,0,0,₹700
388,Dr. Divyashree PS,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",16 Years Experience Overall  (12 years as specialist),Gynecologist,"JP Nagar, Bangalore",Bangalore,98%,(285 votes),₹500
389,Dr. Asha S Vijay,"MBBS, DGO, DNB - Obstetrics & Gynecology",31 Years Experience Overall  (26 years as specialist),Gynecologist,"Electronics City, Bangalore",Bangalore,89%,(108 votes),₹550
390,Dr. L Revathi,"MBBS, MD - Obstetrics & Gynaecology",28 Years Experience Overall  (23 years as specialist),Gynecologist,"Chanda Nagar, Hyderabad",Hyderabad,0,0,₹650
391,Dr. Nimisha Mehta,"MS - Obstetrics & Gynaecology, MBBS",8 Years Experience Overall  (5 years as specialist),Gynecologist,"Bhandup West, Mumbai",Mumbai,100%,(60 votes),₹800
392,Dr. Rajeshwari Pawar,"MBBS, MD - Obstetrics & Gynaecology",34 Years Experience Overall  (30 years as specialist),Gynecologist,"Magarpatta City, Pune",Pune,96%,(313 votes),₹500
393,Dr. Ashwini P,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (14 years as specialist),Gynecologist,"CV Raman Nagar, Bangalore",Bangalore,91%,(362 votes),₹600
394,Dr. Archana Rawat,"DGO, MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (12 years as specialist),Gynecologist,"Dwarka Sector 7, Delhi",Delhi,98%,(127 votes),₹500
395,Dr. Sheetal V Binawade,"DGO, MBBS",20 Years Experience Overall  (19 years as specialist),Gynecologist,"Paud Road, Pune",Pune,94%,(66 votes),₹1200
396,Dr. Meghana Rahul  Argade,"MBBS, DGO",23 Years Experience Overall  (19 years as specialist),Gynecologist,"Kothrud, Pune",Pune,100%,(17 votes),₹600
397,Dr. Sasikala A,"MBBS, MD - Obstetrics & Gynaecology, DGO",37 Years Experience Overall,Gynecologist,"Vijayanagar, Bangalore",Bangalore,97%,(1624 votes),₹400
398,Dr. Sangita A,"MBBS, DGO, MD - Obstetrics & Gynaecology",27 Years Experience Overall  (19 years as specialist),Gynecologist,"Kanchanbagh, Hyderabad",Hyderabad,75%,(12 votes),₹500
399,Dr. Gayathri Kumar,"DGO, MBBS",21 Years Experience Overall  (17 years as specialist),Gynecologist,"Adambakkam, Chennai",Chennai,97%,(481 votes),₹500
400,Dr. Vidhya Selvam,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (8 years as specialist),Gynecologist,"Chromepet, Chennai",Chennai,0,0,₹300
401,Dr. Anuradha Tamaria,"MS - Obstetrics & Gynaecology, MBBS",11 Years Experience Overall,Gynecologist,"Vasant Kunj, Delhi",Delhi,100%,(19 votes),₹600
402,Dr. Smrithi D Nayak,"MBBS, DGO",13 Years Experience Overall  (9 years as specialist),Gynecologist,"JP Nagar, Bangalore",Bangalore,100%,(74 votes),₹750
403,Dr. Bhavana N Ashar,"MBBS, DGO",22 Years Experience Overall,Gynecologist,"HRBR Layout, Bangalore",Bangalore,100%,(68 votes),₹850
404,Dr. Shyamala Dubey,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (8 years as specialist),Gynecologist,"Jubilee Hills, Hyderabad",Hyderabad,0,0,₹700
405,Dr. Subasri. S. R,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (9 years as specialist),Gynecologist,"Mangadu, Chennai",Chennai,87%,(30 votes),₹500
406,Dr. Sakshi Goel,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall,Gynecologist,"Malviya Nagar, Delhi",Delhi,0,0,₹900
407,Dr. Kishore C Kumtakar,"MBBS, MD - Obstetrics & Gynaecology",43 Years Experience Overall  (42 years as specialist),Gynecologist,"Jayanagar 9 Block, Bangalore",Bangalore,0,0,₹500
408,Dr. Vanita Vaishnav,"MS - Obstetrics & Gynaecology, MBBS",13 Years Experience Overall  (9 years as specialist),Gynecologist,"HSR Layout, Bangalore",Bangalore,98%,(176 votes),₹600
409,Dr. Tripti Raheja,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (21 years as specialist),Gynecologist,"Moti Nagar, Delhi",Delhi,93%,(40 votes),₹1200
410,Dr. Preethi Kondakindi,"MBBS, MS - Obstetrics & Gynaecology",4 Years Experience Overall,Gynecologist,"Madhapur, Hyderabad",Hyderabad,0,0,₹400
411,Dr. Sunita DSouza Lobo,"MBBS, DGO",30 Years Experience Overall  (24 years as specialist),Gynecologist,"Richmond Town, Bangalore",Bangalore,99%,(87 votes),₹500
412,Dr. Shweta Shah,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (8 years as specialist),Gynecologist,"Malad West, Mumbai",Mumbai,99%,(166 votes),₹1500
413,Dr. Hema Gokila Jyoti Basu,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (21 years as specialist),Gynecologist,"Washermenpet, Chennai",Chennai,100%,(23 votes),₹300
414,Dr. Sweta Kumar,"DGO, MBBS",12 Years Experience Overall  (4 years as specialist),Gynecologist,"Wakad, Pune",Pune,97%,(30 votes),₹500
415,Dr. Amulya R,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (8 years as specialist),Gynecologist,"JP Nagar, Bangalore",Bangalore,100%,(37 votes),₹500
416,Dr. Nilotpala Mohanty,"MBBS, MD - Obstetrics & Gynaecology",22 Years Experience Overall  (16 years as specialist),Gynecologist,"Chattarpur, Delhi",Delhi,94%,(16 votes),₹700
417,Dr. Nirmala Mohan,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",23 Years Experience Overall  (13 years as specialist),Gynecologist,"Hebbal, Bangalore",Bangalore,0,0,₹1090
418,Dr. Hemashree Patel,"DNB - Obstetrics & Gynecology, MBBS",16 Years Experience Overall  (8 years as specialist),Gynecologist,"Kandivali West, Mumbai",Mumbai,98%,(121 votes),₹1200
419,Dr. K Anupama,"DGO, MBBS",13 Years Experience Overall  (7 years as specialist),Gynecologist,"Kharadi, Pune",Pune,100%,(98 votes),₹600
420,Dr. Nilima B. Inamdar,"MBBS, MD - Obstetrics & Gynaecology",38 Years Experience Overall  (36 years as specialist),Gynecologist,"Goregaon West, Mumbai",Mumbai,68%,(31 votes),₹1000
